empire_id,empire_name,status,year,gdp,population,colonies,description
e4a60e62b6,The Consolidated Unified Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at GDE-295-b."
24423298c0,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at GDE-295-c."
95985a8620,The Xenan Technocracy,Birth,0,5000.0,0.0,1,"The The Xenan Technocracy emerges in the galaxy, establishing its capital at GDE-295-d."
80be4440e8,The Kaelumis AI Hegemony,Birth,0,5000.0,0.0,1,"The The Kaelumis AI Hegemony emerges in the galaxy, establishing its capital at GDE-295-e."
c7a93adf27,The Thranis Star Empire,Birth,0,5000.0,0.0,1,"The The Thranis Star Empire emerges in the galaxy, establishing its capital at GDE-295-f."
df2217070a,The Allied Technocracy,Birth,0,5000.0,0.0,1,"The The Allied Technocracy emerges in the galaxy, establishing its capital at GDE-295-g."
c64460376e,The Great Gamma-orionis Imperium,Birth,0,5000.0,0.0,1,"The The Great Gamma-orionis Imperium emerges in the galaxy, establishing its capital at Gamma Orionis-b."
53e4b98264,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Gamma Orionis-c."
14c594f145,The Unified Star Empire,Birth,0,5000.0,25227062.0,1,"The The Unified Star Empire emerges in the galaxy, establishing its capital at Gamma Orionis-d."
abb26e55dc,The Consolidated Consolidated Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Theta Orionis-b."
075b3fb3b1,The Great Unified Imperium,Birth,0,5000.0,31365285.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Theta Orionis-d."
d401178af2,The Great Theta-orionis Imperium,Birth,0,5000.0,0.0,1,"The The Great Theta-orionis Imperium emerges in the galaxy, establishing its capital at Theta Orionis-e."
6dfc531f16,The Great Unified Imperium,Birth,0,5000.0,33043314.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at TESS-3146-c."
36b91772ac,The Great Unified Imperium,Birth,0,5000.0,33244047.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at HIP 191429-c."
3c983bfdab,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Gliese 598.0-b."
db90f4ff25,The Consolidated Unified Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Gliese 598.0-c."
cfec2df928,The Consolidated Consolidated Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Gliese 598.0-d."
a189e2924d,The Consolidated Thranian Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Thranian Systems emerges in the galaxy, establishing its capital at Gliese 598.0-e."
30e300e760,The Scientific AI Hegemony,Birth,0,5000.0,0.0,1,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Theta Sagittarii-b."
65ea513ebb,The Consolidated Unified Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Theta Sagittarii-c."
6fbfc2a11d,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Sigma Orionis-b."
bceea7e00e,The Unified Technocracy,Birth,0,5000.0,0.0,1,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Sigma Orionis-c."
9875fc03a4,The Great Orionian Imperium,Birth,0,5000.0,0.0,1,"The The Great Orionian Imperium emerges in the galaxy, establishing its capital at Sigma Orionis-d."
81601b2e5e,The Unified AI Hegemony,Birth,0,5000.0,0.0,1,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at Sigma Orionis-e."
72196fa906,The Sigma-orionis Star Empire,Birth,0,5000.0,0.0,1,"The The Sigma-orionis Star Empire emerges in the galaxy, establishing its capital at Sigma Orionis-f."
3c4760ddea,The Consolidated Zelis Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Zelis Systems emerges in the galaxy, establishing its capital at HR 208303-d."
9d578c755a,The Scientific Technocracy,Birth,0,5000.0,0.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at TESS-5798-c."
23094db297,The Consolidated Allied Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Allied Systems emerges in the galaxy, establishing its capital at HD 190494-b."
642e75a08d,The Great Scientific Imperium,Birth,0,5000.0,25586237.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at GDE-7399-b."
b619dd5fb5,The Scientific Technocracy,Birth,0,5000.0,23504034.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at Kepler-7447c-c."
e3ba98a843,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Kepler-7447c-d."
50f9748c73,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Kepler-7447c-e."
3e1c9fe27e,The Cygnian Star Empire,Birth,0,5000.0,0.0,1,"The The Cygnian Star Empire emerges in the galaxy, establishing its capital at Gamma Cygni-c."
cb16d2a5bc,The Gamma-cygnis Technocracy,Birth,0,5000.0,0.0,1,"The The Gamma-cygnis Technocracy emerges in the galaxy, establishing its capital at Gamma Cygni-d."
340e3912e2,The Great Cygnite Imperium,Birth,0,5000.0,0.0,1,"The The Great Cygnite Imperium emerges in the galaxy, establishing its capital at Gamma Cygni-e."
6ebb371c3c,The Great Tau-galacticis Imperium,Birth,0,5000.0,36311545.0,1,"The The Great Tau-galacticis Imperium emerges in the galaxy, establishing its capital at Tau Galacticis-d."
1b37c066da,The Great Valis Imperium,Birth,0,5000.0,87106331.0,1,"The The Great Valis Imperium emerges in the galaxy, establishing its capital at PSR 62227-e."
f4a721a47f,The Gamma-galacticis Technocracy,Birth,0,5000.0,0.0,1,"The The Gamma-galacticis Technocracy emerges in the galaxy, establishing its capital at Gamma Galacticis-c."
63d8758b53,The Consolidated Aurelex Systems,Birth,0,5000.0,74463046.0,1,"The The Consolidated Aurelex Systems emerges in the galaxy, establishing its capital at Webb-1026-d."
415811daec,The Solian Star Empire,Birth,0,5000.0,0.0,1,"The The Solian Star Empire emerges in the galaxy, establishing its capital at Kepler-7797-b."
cb312b9d86,The Aurelex Star Empire,Birth,0,5000.0,31281025.0,1,"The The Aurelex Star Empire emerges in the galaxy, establishing its capital at Kepler-7797-c."
53dc64803e,The Scientific AI Hegemony,Birth,0,5000.0,0.0,1,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Kepler-7797-e."
5b3c302325,The Great Scientific Imperium,Birth,0,5000.0,25040769.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Theta Bulge-e."
947f74a852,The Allied Technocracy,Birth,0,5000.0,22531543.0,1,"The The Allied Technocracy emerges in the galaxy, establishing its capital at Psi Sagittarii-d."
7df05aba52,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Psi Sagittarii-e."
e23dc5e375,The Galactician Star Empire,Birth,0,5000.0,0.0,1,"The The Galactician Star Empire emerges in the galaxy, establishing its capital at Chi Galacticis-d."
77811a2fa9,The Consolidated Gaeian Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Gaeian Systems emerges in the galaxy, establishing its capital at Gaea-b."
4a9574c523,The Scientific Technocracy,Birth,0,5000.0,0.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at Kepler-3722-b."
e99c95009e,The Merex AI Hegemony,Birth,0,5000.0,0.0,1,"The The Merex AI Hegemony emerges in the galaxy, establishing its capital at Kepler-3722-c."
6957a14d13,The Consolidated Xenian Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Xenian Systems emerges in the galaxy, establishing its capital at Kepler-3722-d."
2a34070c99,The Great Consolidated Imperium,Birth,0,5000.0,0.0,1,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Phi Persei-b."
4c67325ea2,The Unified Technocracy,Birth,0,5000.0,46193899.0,1,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Phi Persei-c."
8eadd942b0,The Scientific AI Hegemony,Birth,0,5000.0,0.0,1,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Phi Persei-d."
d2f4557294,The Perseian Technocracy,Birth,0,5000.0,0.0,1,"The The Perseian Technocracy emerges in the galaxy, establishing its capital at Phi Persei-f."
6657429a7c,The Consolidated Unified Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Ignis IV-b."
5f5ebcf2f5,The Solari Star Empire,Birth,0,5000.0,27939626.0,1,"The The Solari Star Empire emerges in the galaxy, establishing its capital at Kepler-6215-b."
5578b4053f,The Unified Star Empire,Birth,0,5000.0,0.0,1,"The The Unified Star Empire emerges in the galaxy, establishing its capital at Kepler-6215-c."
095464621d,The Great Cygnan Imperium,Birth,0,5000.0,42986524.0,1,"The The Great Cygnan Imperium emerges in the galaxy, establishing its capital at Rho Cygni-c."
22e010a52d,The Unified Technocracy,Birth,0,5000.0,0.0,1,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Rho Cygni-e."
a987357567,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at HR 248540-b."
cf1fb521d7,The Great Allied Imperium,Birth,0,5000.0,0.0,1,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at Gamma Sagittarii-b."
0895acc0af,The Sagittarian Technocracy,Birth,0,5000.0,27454458.0,1,"The The Sagittarian Technocracy emerges in the galaxy, establishing its capital at Gamma Sagittarii-c."
cd650c58ff,The Gamma-sagittariis Technocracy,Birth,0,5000.0,0.0,1,"The The Gamma-sagittariis Technocracy emerges in the galaxy, establishing its capital at Gamma Sagittarii-d."
208f64f5f9,The Scientific AI Hegemony,Birth,0,5000.0,0.0,1,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Gamma Sagittarii-e."
a03b53100a,The Great Orionex Imperium,Birth,0,5000.0,0.0,1,"The The Great Orionex Imperium emerges in the galaxy, establishing its capital at Gliese 327.0-b."
2640424e04,The Unified AI Hegemony,Birth,0,5000.0,34651856.0,1,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at HR 51505-c."
ad899b1ed9,The Great Meran Imperium,Birth,0,5000.0,0.0,1,"The The Great Meran Imperium emerges in the galaxy, establishing its capital at HIP 288720-b."
b53d4251d2,The Meroid Technocracy,Birth,0,5000.0,0.0,1,"The The Meroid Technocracy emerges in the galaxy, establishing its capital at HIP 288720-c."
2b4452e77b,The Consolidated Soloid Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Soloid Systems emerges in the galaxy, establishing its capital at HIP 288720-d."
7994a1ada7,The Unified Star Empire,Birth,0,5000.0,0.0,1,"The The Unified Star Empire emerges in the galaxy, establishing its capital at Xi Bulge-c."
2b100070c5,The Bulgite Technocracy,Birth,0,5000.0,30921388.0,1,"The The Bulgite Technocracy emerges in the galaxy, establishing its capital at Xi Bulge-d."
984d4d4161,The Consolidated Technocracy,Birth,0,5000.0,0.0,1,"The The Consolidated Technocracy emerges in the galaxy, establishing its capital at Webb-3705-e."
04b742dd38,The Consolidated Perseian Systems,Birth,0,5000.0,20389936.0,1,"The The Consolidated Perseian Systems emerges in the galaxy, establishing its capital at Psi Persei-b."
82f9ee8fb4,The Great Valoid Imperium,Birth,0,5000.0,36410141.0,1,"The The Great Valoid Imperium emerges in the galaxy, establishing its capital at Gliese 2.0-c."
08d81107e6,The Zylarian AI Hegemony,Birth,0,5000.0,0.0,1,"The The Zylarian AI Hegemony emerges in the galaxy, establishing its capital at PSR 86396-b."
38a2dd884c,The Consolidated Allied Systems,Birth,0,5000.0,65005018.0,1,"The The Consolidated Allied Systems emerges in the galaxy, establishing its capital at Pi Sagittarii-d."
1c90d82c80,The Great Cygnian Imperium,Birth,0,5000.0,62294115.0,1,"The The Great Cygnian Imperium emerges in the galaxy, establishing its capital at Delta Cygni-e."
a067552faf,The Great Consolidated Imperium,Birth,0,5000.0,0.0,1,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Gaea I-b."
c6642b2284,The Scientific Technocracy,Birth,0,5000.0,39356120.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at Gaea I-c."
a222a74ae8,The Great Zelex Imperium,Birth,0,5000.0,0.0,1,"The The Great Zelex Imperium emerges in the galaxy, establishing its capital at TESS-8033-d."
c235dc422c,The Great Scientific Imperium,Birth,0,5000.0,22207708.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at TESS-8033-e."
9dbca7c528,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at TESS-8033-f."
f714a79195,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Epsilon Orionis-c."
f6221e08e8,The Great Orionian Imperium,Birth,0,5000.0,0.0,1,"The The Great Orionian Imperium emerges in the galaxy, establishing its capital at Epsilon Orionis-d."
f0cb6b0a91,The Great Xenoid Imperium,Birth,0,5000.0,0.0,1,"The The Great Xenoid Imperium emerges in the galaxy, establishing its capital at Gaia-7887-b."
609e70586f,The Scientific Technocracy,Birth,0,5000.0,27251148.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at Gaia-7887-c."
a866d8dcfc,The Zelis AI Hegemony,Birth,0,5000.0,0.0,1,"The The Zelis AI Hegemony emerges in the galaxy, establishing its capital at Gaia-7887-d."
26a6b7dcc3,The Great Consolidated Imperium,Birth,0,5000.0,0.0,1,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Gaia-7887-f."
7be35390be,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Webb-9059-b."
87f864fe83,The Unified AI Hegemony,Birth,0,5000.0,0.0,1,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at Webb-9059-c."
3ba7df6ae1,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Webb-9059-d."
edb45b6eec,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Webb-9059-e."
fe5ce1f2b8,The Consolidated Consolidated Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at HIP 201480-b."
a31575c86a,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at HIP 201480-c."
7652ec5c8d,The Unified Technocracy,Birth,0,5000.0,0.0,1,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Theta Persei-b."
98fbfa35fa,The Sigma-orionis Star Empire,Birth,0,5000.0,0.0,1,"The The Sigma-orionis Star Empire emerges in the galaxy, establishing its capital at Sigma Orionis-e."
f0ada7121c,The Consolidated Consolidated Systems,Birth,0,5000.0,47831498.0,1,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Webb-6199-d."
6eb9b1daf2,The Scientific Star Empire,Birth,0,5000.0,0.0,1,"The The Scientific Star Empire emerges in the galaxy, establishing its capital at Webb-6199-e."
07a0027478,The Great Vesperis Imperium,Birth,0,5000.0,0.0,1,"The The Great Vesperis Imperium emerges in the galaxy, establishing its capital at Webb-6199-f."
187eb0978f,The Great Scientific Imperium,Birth,0,5000.0,25313689.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at GDE-2341-d."
8bd71d17f7,The Unified AI Hegemony,Birth,0,5000.0,0.0,1,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at TESS-2835-c."
7f4ec7825c,The Allied Star Empire,Birth,0,5000.0,0.0,1,"The The Allied Star Empire emerges in the galaxy, establishing its capital at TESS-2835-d."
a1d0ea467a,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at TESS-2835-e."
71d820677a,The Zylaran AI Hegemony,Birth,0,5000.0,26863604.0,1,"The The Zylaran AI Hegemony emerges in the galaxy, establishing its capital at Gliese 837.0-c."
6d2f3e5ed1,The Consolidated Aurelari Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Aurelari Systems emerges in the galaxy, establishing its capital at Gliese 837.0-d."
3339448f7c,The Xenan Technocracy,Birth,0,5000.0,0.0,1,"The The Xenan Technocracy emerges in the galaxy, establishing its capital at Gliese 837.0-e."
be3191b575,The Scientific Technocracy,Birth,0,5000.0,31842720.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at Eta Galacticis-e."
63f01adf18,The Consolidated Consolidated Systems,Birth,0,5000.0,19366678.0,1,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Eta Galacticis-f."
b75dce1421,The Great Allied Imperium,Birth,0,5000.0,0.0,1,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at Chi Bulge-e."
4c8e6a8540,The Great Allied Imperium,Birth,0,5000.0,25300150.0,1,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at Chi Bulge-g."
76c64a14d6,The Consolidated Unified Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at PSR 156692-b."
517cb43ce0,The Scientific Technocracy,Birth,0,5000.0,0.0,1,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at TESS-9709-b."
d378f96d17,The Great Kaelumian Imperium,Birth,0,5000.0,0.0,1,"The The Great Kaelumian Imperium emerges in the galaxy, establishing its capital at TESS-9709-c."
7664b6b371,The Orionian Technocracy,Birth,0,5000.0,0.0,1,"The The Orionian Technocracy emerges in the galaxy, establishing its capital at TESS-9709-d."
739bb87006,The Great Unified Imperium,Birth,0,5000.0,0.0,1,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at TESS-9709-e."
8853384409,The Unified Technocracy,Birth,0,5000.0,30598481.0,1,"The The Unified Technocracy emerges in the galaxy, establishing its capital at HD 59434-c."
bda6417e80,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Gamma Persei-b."
56cd534bb7,The Consolidated Persean Systems,Birth,0,5000.0,0.0,1,"The The Consolidated Persean Systems emerges in the galaxy, establishing its capital at Gamma Persei-c."
c6e77e6789,The Persean AI Hegemony,Birth,0,5000.0,0.0,1,"The The Persean AI Hegemony emerges in the galaxy, establishing its capital at Gamma Persei-d."
ac4afd4a27,The Perseite AI Hegemony,Birth,0,5000.0,0.0,1,"The The Perseite AI Hegemony emerges in the galaxy, establishing its capital at Gamma Persei-e."
778b8b68c3,The Scientific Star Empire,Birth,0,5000.0,0.0,1,"The The Scientific Star Empire emerges in the galaxy, establishing its capital at HR 27482-b."
c5213edcba,The Great Scientific Imperium,Birth,0,5000.0,0.0,1,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at HR 27482-c."
37b8da7a55,The Great Zylaris Imperium,Birth,0,5000.0,0.0,1,"The The Great Zylaris Imperium emerges in the galaxy, establishing its capital at GDE-7733-b."
c1803ec34d,The Great Aurelari Imperium,Birth,0,5000.0,0.0,1,"The The Great Aurelari Imperium emerges in the galaxy, establishing its capital at GDE-4866a-b."
d957806d32,The Galactician Technocracy,Birth,0,5000.0,0.0,1,"The The Galactician Technocracy emerges in the galaxy, establishing its capital at Sigma Galacticis-b."
