id,name,star_type,mass,temperature,luminosity,x,y,z,region
4928468b,PSR 38803,M,0.10741064425470065,2496.307669003002,0.00016408508246592646,-24901.86638989076,-26911.22689766642,-493.31949231978314,Cygnus Arm
ee503b26,Zeta Orionis,K,0.7925963083439148,5168.269892902492,0.5749640954358992,-21689.974209961347,-2742.0289858774568,-874.9889371093984,Orion Arm
a5aa5b1a,Nu Orionis,M,0.12990826717880885,2575.353371168788,0.00024637106714172274,-20204.899776095124,-6854.593081767712,226.0166722928844,Orion Arm
29debf93,Kepler-1900,M,0.11668072959468972,2528.8782391164773,0.00019400098845361765,1085.5718725361885,8950.791032951904,-720.5663099283014,Perseus Arm
f8c6eeef,HR 202512,G,0.9003938539735068,5534.64617991169,0.8802633698391316,-11993.81613759153,-24381.7559331891,-146.76942107878338,Orion Arm
3345c976,HR 213196,M,0.36719098008022727,3409.049389471069,0.01792069106299304,-2902.153732828717,3798.1322780946048,-2128.0508638082006,Core
6c9a2d21,TESS-1874,K,0.5612097454685127,4176.6131948650545,0.1517517879356397,-26177.588079031655,-23487.898113041934,-354.14423130083156,Cygnus Arm
786ed7da,TESS-5154,G,0.817007355669993,5256.691185566643,0.6402518823560802,1654.4795718674309,1060.4779025930313,230.55564887630464,Core
bc8b8122,Eta Bulge,M,0.10168584390399502,2476.1935056086313,0.00014796235439177912,2512.5600433057098,3894.278590352562,166.72667999447978,Core
6473ca1f,Gliese 912.0,M,0.09851981120656236,2465.069606941976,0.00013973652593501196,9221.62384290551,10948.266978499778,1909.7889774654877,Core
f5086a77,PSR 282660,M,0.1791030565248919,2748.1999283307014,0.0005992131384858519,-3442.0869959866513,-14025.802857411487,-285.07293964151773,Sagittarius Arm
1da6419e,Gliese 195.0,M,0.17296543468717762,2726.6353110630566,0.0005363204849891663,-16195.313386542472,-8570.555881744447,-335.31010453832243,Perseus Arm
e24dc40c,GDE-6664,G,0.8358004444298334,5319.334814766111,0.6878779240158798,-8507.539421133593,5257.244636023432,-493.3930228697725,Sagittarius Arm
5d0296c5,GDE-1542,M,0.08359473491862404,2412.6301497140844,0.0001067099631988855,8050.707993302976,3686.310630761079,-1290.4699067755107,Core
2f81b056,Gaia-6318b,M,0.10198162648837,2477.2327417158945,0.00014875514627435093,21234.53549408329,-17890.41125317482,945.6939247751694,Perseus Arm
65140e7f,Kappa Cygni,K,0.7553061575202183,5008.454960800936,0.46388338869888246,12899.692744236148,10953.60023699998,-177.493642056644,Cygnus Arm
c2048382,Phi Sagittarii,M,0.20060804757655165,2823.758004998695,0.0008837177024630578,22186.089329937633,2495.750586737338,198.62230462072642,Sagittarius Arm
db74cbd4,Webb-6726b,F,1.1530946660895294,6471.22777537304,2.1895485745458396,-11809.779415606912,6947.958551594018,30.55780468369392,Perseus Arm
f37f6bfb,Selene,M,0.15830393464830936,2675.121932548114,0.0004115167175213886,-15375.522958198913,18559.972616961975,248.34961161826087,Cygnus Arm
90b67f0c,Gliese 147.0,M,0.08490634655745474,2417.238514931598,0.0001092687872951864,-20750.371578341474,-12305.139250125128,-180.82263884282855,Orion Arm
d2721cee,Gaia-2908,M,0.19723641923290883,2811.911743250761,0.0008314940025143511,-23840.531186654753,-27977.611471520708,-962.2440805244249,Cygnus Arm
81ec4b80,Webb-4358,M,0.22633488736351523,2914.1496042501885,0.0014066019206541672,1429.4811804456622,2818.521985697866,-6598.832155501662,Core
16ea4658,Zeta Bulge,M,0.3741252916114587,3433.4131867429633,0.020312467009706386,-9418.832866256795,-4142.994863214481,-613.3649390556737,Core
0b5f3c94,Gamma Orionis,M,0.3296391517539452,3277.1105331895374,0.009093184540535251,-21428.612927776558,-11839.13080302855,712.9682907395576,Orion Arm
db8fee6b,Aethelgard,K,0.5331277197809923,4056.2616562042526,0.12909928499637022,3023.628467305208,7336.9783449952165,1539.2562602918788,Core
74ba6a6c,TESS-5137,M,0.09580890499176911,2455.544801322432,0.0001330575917900985,-20604.051392051475,3078.20445313132,174.58627015592836,Orion Arm
2b6f2de2,Zeta Cygni,M,0.34256973499430515,3322.542312142153,0.011486079209039653,14818.578150651296,6958.516631812563,168.08002313802052,Cygnus Arm
ec3d7b27,Gliese 630.0,M,0.3204796758051474,3244.928590666734,0.007706355226662561,-968.5131445166854,4908.603690349519,-572.0435839246607,Disk Background
9e91243e,HIP 221977,M,0.09892260784448757,2466.484838372524,0.0001407571161703002,-27938.884560423114,24043.686060695414,680.3292979193255,Sagittarius Arm
25ca2697,Phi Galacticis,M,0.17804356252401768,2744.477381841143,0.0005878524558833904,-6831.405443349447,-2442.8561473559434,318.97680317089623,Disk Background
80efa36c,Sigma Persei,M,0.18865677782111923,2781.767057209338,0.0007121010590352654,28755.74481001097,14777.10025618186,444.9581662825843,Perseus Arm
368a8d7b,Webb-9180d,G,0.9322863580334261,5640.954526778087,0.994244187342403,20429.632943083885,-5424.133222497359,442.4966930405549,Sagittarius Arm
671fed61,Kepler-8489,K,0.7517462524288886,4993.198224695237,0.45447336425742074,23244.139133035664,30234.64626308858,-331.8601884898561,Perseus Arm
93dff340,HD 212440,G,0.9767989498844413,5789.329832948138,1.1784160499195138,9222.109851610345,-8514.180156928282,95.75346939636533,Cygnus Arm
40a345dc,TESS-8035,M,0.18986816748569554,2786.0232911659573,0.0007278576050373274,9898.42813537555,16689.68731928895,-62.487893179133025,Cygnus Arm
d7d8cf00,HD 224764,M,0.180866946769561,2754.397380541701,0.0006186159932447022,-21593.964610271625,-1032.7581724181605,311.103572021701,Orion Arm
cb10b9d5,Webb-639,M,0.13799049343223507,2603.7503823294746,0.00028510470250597543,5750.0401061402345,6655.923475927433,955.9439064701361,Disk Background
4957ccf6,Uranus,M,0.3386901177138929,3308.9112244001644,0.010708572858617083,1753.7845427946095,28576.94588489803,59.50920302698735,Sagittarius Arm
406368a5,Rhea,M,0.36427786872936674,3398.8141333734507,0.017001918513044584,8894.59613271821,-21561.130201383417,457.01097960910226,Perseus Arm
f3ea4fd4,Cronus,M,0.1265638428241546,2563.6026910037863,0.0002319256158768213,-2394.747666546472,11035.330708934398,96.11738209761548,Perseus Arm
5aa2bc65,GDE-8486,M,0.17645863808123938,2738.9087283935437,0.0005712585588577067,-2029.971261088359,6875.538475696737,335.1099486386693,Sagittarius Arm
44eed999,Mu Bulge,K,0.590887400840816,4303.80314646064,0.18002513687004637,2340.9347260600643,3020.36564393652,1907.1886084719263,Core
c138b771,Kappa Bulge,M,0.1121989505793642,2513.13144798155,0.00017891182954271032,-439.3101866886274,604.7229053845508,-3780.4942955177407,Core
8b08f1f9,Chi Persei,G,1.0257449268206276,5952.4830894020915,1.420545534588629,-8489.267551233466,10770.167533014763,258.77188790613553,Perseus Arm
a868061e,HR 263317,M,0.18993456335802333,2786.2565739606225,0.0007287312248425742,33010.97400679045,7414.680771425727,-803.8305135590293,Perseus Arm
6eed1243,GDE-592a,M,0.10651790856157141,2493.171030081197,0.00016145984325809364,18807.83920922734,-16860.832969972864,-41.5168017463866,Perseus Arm
4ef3ab32,Gaia-7260,K,0.6490365918122037,4553.013964909444,0.25160328411130894,-10760.84258192625,-8053.471894009963,-2285.0646187007956,Core
61da630c,Sigma Bulge,A,1.5036158979983052,7870.056778565376,6.345026490038736,-635.7023627653105,3089.805859265345,-241.6556754576694,Core
b633c223,HD 103783,M,0.1823154609766716,2759.4867547829003,0.0006350186205182327,1643.101104730536,1729.753502448806,-1924.460727132929,Core
e9cf5c2b,GDE-4109,M,0.310099983449992,3208.4594013107826,0.006388633794720479,21909.88210950798,-28170.324290986697,853.2796520360835,Disk Background
3b241cd5,GDE-1776d,M,0.1223138635331197,2548.670331332583,0.00021478432194701005,29626.887355236024,-1234.959938943026,380.3848209796769,Perseus Arm
d45ea293,Upsilon Persei,M,0.31178003196809617,3214.3622744825,0.00658551848243297,14730.416983128065,-19221.200420751815,503.75684491846107,Perseus Arm
04b4a59c,Gaia-2971,G,0.8486228711139547,5362.076237046515,0.7223904972096746,-32525.44332979823,19782.534144444544,-432.47532581541327,Sagittarius Arm
f3d3a853,HR 71844,M,0.3747746993103744,3435.694889468883,0.02055218727363856,6167.705632428817,6639.9646025985485,-2696.3521449693844,Core
72d08d61,Pi Galacticis,K,0.5061773214948997,3940.7599492638556,0.11054602322343428,3138.536972975905,-6339.785996854197,84.3867836910857,Disk Background
ce948281,HR 287667,M,0.32459982181677166,3259.404779356225,0.008301880333830006,-4736.04970037056,29117.664178272673,99.47407339824727,Sagittarius Arm
9b029d06,GDE-378,M,0.3631697096115372,3394.9206013378334,0.016664915055140513,2430.7328586246103,5782.2631961332345,-2856.536420218048,Core
164ae00a,Eta Persei,M,0.2789489910923415,3099.0099687028214,0.0036390784337137156,-13914.059069897059,-9451.47715561215,-276.1608367886722,Perseus Arm
0d51013f,Epsilon Orionis,G,0.8938111632612661,5512.703877537553,0.8584163483069529,-20466.060375817295,-1410.3062280087358,333.1562504546059,Orion Arm
8ecaeab8,HR 274852,M,0.3798880622974505,3453.6607594234747,0.022541274193402173,14287.19918881695,-32028.46395104921,-345.19755118749237,Disk Background
cbb9628c,Kepler-5779,M,0.23686043501177087,2951.1312581494653,0.0017012049741871637,11972.386830958741,13373.92237692779,66.54686756839202,Cygnus Arm
acc9a13b,HIP 43276,M,0.17759619936184218,2742.9055653253913,0.0005831204077558123,-14811.455772541252,21048.626038754646,540.9710298704246,Cygnus Arm
c41d7cc7,Nu Bulge,M,0.32247203084947673,3251.928757038702,0.007988797606757062,4898.418524218048,2985.7960728008024,2029.7940498475418,Core
114cacd4,HR 194384,M,0.29972505024703133,3172.0069333003803,0.00529668695637658,29059.703005599422,26904.663471647353,-835.38982470085,Disk Background
fa5ddb9a,Solaria,M,0.38293955156162335,3464.3822081894878,0.02381886285277619,3722.260557590365,-5170.769233496746,-7305.191069318471,Core
30b8f337,Kepler-5387a,K,0.7201026832538449,4857.582928230763,0.37878604745272976,-25782.84420772147,10648.997647617958,580.5985962145238,Disk Background
5679a237,PSR 37798,M,0.32343094810366085,3255.2979257696193,0.008128403698214267,12191.495123130333,14823.367676910231,-151.47776899215864,Cygnus Arm
0f3b2aa7,Mu Cygni,M,0.10597934314600099,2491.2787732156794,0.0001598964568910841,-24849.651229222993,-26046.435345108373,-672.7424181261111,Cygnus Arm
5e8cf4c1,Alpha Cygni,M,0.1608922375852547,2684.215969894138,0.00043121692388932306,-21515.37671753441,-32548.88306968051,-434.2205146260744,Cygnus Arm
b2426014,GDE-6532,M,0.08821372519236056,2428.859034459645,0.0001159969156495798,1741.6435209898154,-5984.975879912041,-3349.5733198459775,Core
07d00cb9,Webb-4955,M,0.11281282456910872,2515.2883025401115,0.00018090710684973369,2365.18066662712,7421.948859527668,4345.497689678778,Core
6071d019,GDE-9633,M,0.09559686360314941,2454.7997910380927,0.0001325488432591384,2061.1800062913526,1300.4752671995327,1214.7422968773885,Core
c2e8b8f3,Gaia-6341,M,0.11387947777363505,2519.0360029884473,0.00018442712282544526,-939.5235519166927,604.2424969868648,-3862.5570781778956,Core
f76d9126,TESS-2949,F,1.2427014881082163,6844.589533784235,2.9546306783594893,11512.842407444237,-14366.117328249356,-273.3400422936327,Sagittarius Arm
eceb4647,Elysium,G,0.854125385671022,5380.41795223674,0.7377269554593348,23297.44456404804,28426.54393756007,1261.8998953085159,Perseus Arm
f664a17f,Kepler-4496,F,1.2730110594338377,6970.8794143076575,3.269836713149484,-1477.3137057860827,-224.68926764519438,4992.9512943739055,Core
e78ba692,Zeta Galacticis,M,0.34122755175917735,3317.8265332079204,0.011210907863476307,-39797.71945167441,12860.811547406782,-82.32712786210676,Disk Background
250f91a5,Kepler-8189,M,0.1250706531120965,2558.356348772231,0.00022575265656380315,-11890.886705085908,-24158.3773279269,413.02358572075315,Orion Arm
1f6c64eb,HR 133030,M,0.11379770007658983,2518.748675944775,0.0001841548443265935,-9256.251321073687,-29025.26541611313,-1143.3115035907329,Disk Background
59b14a3c,TESS-4001,M,0.38599159093019586,3475.105589754742,0.025169112501548085,20874.211720505195,10992.811213550947,-181.61191936794802,Disk Background
d8fac1fb,Gaia-2093,M,0.40062417277031165,3526.5173637875814,0.03278520525172784,-2838.6044836360315,-1755.1826400620048,1499.0553309088016,Core
3fab5cd5,HR 153927,M,0.35652583598974086,3371.577261585576,0.01477998574369752,29930.737247552883,1700.5332543517147,537.1338064549332,Perseus Arm
d816e4a0,Gaia-7452,M,0.3098678832708856,3207.6439141950036,0.006361900794634087,-12038.112653654467,-5372.493622354674,-576.811995141338,Sagittarius Arm
909275b3,Aethelgard,K,0.6782115148112932,4678.049349191257,0.29761767508751896,14064.345191371653,23608.937319364493,-450.8907933504103,Sagittarius Arm
4ad5d8f7,GDE-295,G,0.9937172083559355,5845.724027853118,1.2570441519120483,2439.768134910589,-2103.3243340687964,2568.1776704911194,Core
3283abe6,HIP 91257,M,0.3237296290539204,3256.347345324585,0.008172384134389504,2253.4427057197454,-29658.909065207343,284.7071334505177,Orion Arm
c3421be7,HD 233861,K,0.470558036190223,3788.10586938667,0.09005102819272236,-1830.2090062827074,-5302.552830344519,1913.690214500486,Core
d69b07b4,Kepler-2873,M,0.1451170017892133,2628.7894657458846,0.000324280111133514,-1778.7107956986388,-492.00484827152275,653.4956385366454,Core
28d28df2,TESS-8790,M,0.14522946990293553,2629.184623983287,0.00032493968810581034,13692.085143705255,-4182.150751045621,187.1390902405725,Cygnus Arm
0ced0011,Gaia-3553,M,0.08838858474540016,2429.4734058622166,0.00011636394131871273,-6948.020821921963,-3859.1359047839596,299.9296499178226,Cygnus Arm
b3175283,Kepler-4288,M,0.1897736139956808,2785.6910762010407,0.0007266153019611988,8667.129558788904,17448.77859524602,-434.14636593818324,Cygnus Arm
dbb1c841,Omega Bulge,M,0.09795063975000132,2463.0698153378426,0.00013830698526064674,1547.1820942631327,2686.864436785606,-2750.654075155686,Core
2b176def,Gamma Orionis,K,0.7100761209510036,4814.611946932872,0.3575409688484138,-15831.17866855942,8634.961665082044,-149.83832400339352,Orion Arm
2e29c6f2,Gliese 364.0,M,0.33054599634120463,3280.2967439015297,0.00924339003760551,-15273.08210547879,3103.5578301624455,66.0104613087786,Perseus Arm
4b0f0d92,Gliese 139.0,M,0.3502879993234547,3349.6605381634895,0.013204767800699936,5757.54321844717,2926.0496215031685,-3957.741583796302,Core
8121bb10,PSR 237443,M,0.2039281082134363,2835.4230829120734,0.0009383468027275425,-19088.33731196176,5743.751760315473,470.3480719113411,Orion Arm
b2f8c1eb,Gliese 746.0,M,0.16914036892026407,2713.195890800928,0.0005005093510089124,4974.356262678266,-14146.538438639756,158.46276920960455,Disk Background
85b3973d,Gliese 414.0,M,0.24872392785784914,2992.813800581632,0.002107850731183224,-19667.290643027107,3793.0691574051584,880.8444653960962,Orion Arm
b7c960e0,Theta Orionis,G,0.923801588928226,5612.671963094086,0.9625528984453129,-21266.220276867825,-8126.132381655476,334.1702443590404,Orion Arm
f8059c64,Zeta Sagittarii,K,0.6587980855993368,4594.848938282872,0.2661471063012523,-43688.82284236014,-5415.665174732435,-400.4903966588542,Sagittarius Arm
bd331a31,TESS-2991,M,0.21740321999526202,2882.768070253623,0.001196993120695157,-29947.883152867773,-17416.613938325405,155.29562943635133,Cygnus Arm
4c43d31b,Mu Bulge,M,0.12140736916658892,2545.485351125853,0.00021129540413124387,-6023.274200114605,-1799.9449690057208,-1890.9374377589438,Core
b47ab25f,HD 122701,M,0.17427192646655462,2731.2256875851917,0.0005491302481971424,-5621.908853550966,10354.069879964263,-540.8737436494202,Perseus Arm
77180e42,TESS-3146,A,1.5298256677882949,7963.66309924391,6.739142562882691,4408.643120653426,8778.41851466585,298.61410912669237,Perseus Arm
5435315e,Epsilon Persei,M,0.10376825604435748,2483.5100888044994,0.00015363502406681075,-5767.584925214046,11544.714970531371,408.16957796917194,Perseus Arm
e67b1191,HIP 191429,M,0.4470234418884889,3689.5418228514473,0.07581154527839465,-3245.5947850588673,-15907.189457058514,335.3704729751017,Sagittarius Arm
d36832b5,Gamma Cygni,K,0.5360222655944632,4068.6668525476994,0.13126855608695026,17413.59459586959,4626.194818081328,-588.1516284616343,Cygnus Arm
6c088403,Gliese 598.0,K,0.5387269321094642,4080.2582804691324,0.1333284554007395,148.6824894581059,-459.98042478541566,1001.579899705604,Core
214ff5b3,Gliese 442.0,M,0.08556541685183348,2419.554167317253,0.00011057763912310502,2647.3834592519256,8688.464095182935,1889.2496351960228,Core
e58f6e9b,GDE-2358,M,0.2714716059441638,3072.738074938954,0.0031792335867951585,6776.34801396897,28200.623243748923,-175.70711785686626,Sagittarius Arm
11ec1457,Webb-5880,M,0.23284186390311362,2937.011954254183,0.0015820717468651025,9555.35354360279,2826.2474605502043,-4195.558944195553,Core
27f627fe,HR 232123,M,0.15239743881254925,2654.3693796116595,0.00036986564966673597,-18244.22837087683,-16149.789767938673,594.757521332521,Orion Arm
af669957,GDE-7186,M,0.23995132467168184,2961.9911407383415,0.0017989054966861143,-16720.64490631408,18168.591423127167,-242.65291768393416,Cygnus Arm
ee22c265,Lambda Cygni,M,0.24271796805340476,2971.711779647098,0.0018911063638912828,-31512.335202762646,-9942.605211011218,592.0862638300728,Cygnus Arm
62f142e4,Gliese 519.0,M,0.22819155017054005,2920.673014112708,0.0014545844270976785,-28272.99979588904,5358.1880856176485,-74.50259968193268,Cygnus Arm
822c2457,HD 197655,M,0.11622156987960806,2527.264975252677,0.00019239832585775263,-19732.681758790946,-14347.157720943367,-127.02809908942602,Orion Arm
8505d132,HR 97954,M,0.2541870682598838,3012.0086182104023,0.0023265087258901745,2899.3395845623636,-20681.330225456615,-625.7069362421133,Perseus Arm
2b7c9993,Theta Sagittarii,M,0.4387211659703044,3660.3716642199884,0.06525204420958748,2901.4763019413654,29953.67949694134,615.9922356348179,Sagittarius Arm
46e6691a,Epsilon Cygni,M,0.256252567489808,3019.265777666893,0.002414965792338246,-25575.06571216858,-25239.70828129608,-384.9980330987286,Cygnus Arm
8cc8bea1,TESS-1547,M,0.10473570167429398,2486.909222098871,0.00015634391906470304,1850.3943512048036,11191.872793115086,750.2856844813342,Perseus Arm
203928c6,Sigma Orionis,F,1.100664736869243,6252.76973695518,1.8373978660817,-19468.53002780061,-12023.886664524294,-431.97955841760677,Orion Arm
9396027d,PSR 246500,M,0.44187514075387324,3671.4531972433383,0.06907816692378718,-8557.845925707243,6219.025445309522,68.41091483564666,Sagittarius Arm
533617b2,Kepler-2635a,M,0.14102789823910625,2614.4223451644275,0.00030118714604094953,-15244.572131389776,31018.763300657418,-136.56117620345594,Sagittarius Arm
f5a12cb1,HR 208303,G,1.0319100796938647,5973.033598979549,1.4543786706652535,-21543.81293579049,-5109.661703085801,501.3254564939139,Orion Arm
d0a60299,Kepler-9521,M,0.22701377563173672,2916.534887354751,0.0014239603344652833,-22246.942889034268,-395.4317737780762,423.5591594898205,Orion Arm
2f9d083e,Theia II,M,0.4411663136159029,3668.962723515335,0.06819918938945595,19256.504553063067,-3049.417214369596,417.71704410793245,Sagittarius Arm
e2d01aea,Webb-3229,M,0.1265173496858474,2563.4393367340585,0.00023173088731379173,-9701.780428460776,-26109.192816656756,-659.6609568898815,Orion Arm
61bec44a,HR 92806,K,0.45166925385633505,3707.153945098579,0.08077247932260274,-3147.005612989703,-14748.249028636199,682.5743809460407,Sagittarius Arm
0fadbf92,GDE-7169,M,0.19299362561103584,2797.004630525261,0.0007701394309726373,-9833.687047344438,-2282.1798971332187,384.10360831586866,Sagittarius Arm
f27cc45d,HD 195272,M,0.08715791773365954,2425.149440685831,0.00011380527078984057,-21593.46222278385,14019.449547998543,-150.74868176043688,Cygnus Arm
5329a15a,HIP 252277,M,0.3512084710692478,3352.8946280811406,0.013426195422420663,17589.039315239323,-9025.995403208173,139.30959603295912,Sagittarius Arm
a578783b,Rho Bulge,M,0.11993278271276366,2540.304371693494,0.0002057406779676212,-9122.670549826868,-2181.233629771483,413.5335146423504,Core
85aca559,GDE-6420,M,0.23328018537447687,2938.552002667081,0.0015946498193732624,-21341.66936629951,848.6732946269727,-304.4419689051694,Orion Arm
1756e17a,Kepler-2061,M,0.0916862502317671,2441.0597981116143,0.00012350727216852046,-16907.369656743333,6966.4001637725605,-639.6852479264226,Orion Arm
26fb9c4d,TESS-5798,M,0.4258590572785813,3615.18047151934,0.05172203264326993,757.871811008677,-4467.6794722016775,-3286.20270902771,Core
edc9d801,HD 190494,M,0.32828121099860325,3272.3393899950925,0.008872813332925708,-21934.69405383266,-1464.1209696421806,83.33084352866142,Orion Arm
071e610d,GDE-7399,M,0.35098960979759564,3352.1256560456063,0.013373212243187382,4640.990229226051,4124.815905773172,2518.780637001616,Core
b03c9a63,Alpha Persei,M,0.3360498290522968,3299.63453450807,0.010209756669272716,-14822.47112980829,-8307.788937763497,-942.3931795081369,Perseus Arm
ec18573c,Gaea,M,0.1477346052104117,2637.9864507392845,0.000339984035682425,3679.94489841,30309.574661886854,-902.7786307085078,Sagittarius Arm
59307c85,Kepler-7447c,G,1.0126401733171995,5908.800577723998,1.351220997631425,1119.4818405267333,9760.522476591075,2429.66796498335,Core
92ad9b56,Nu Orionis,M,0.2006199482120152,2823.7998180422155,0.0008839077248887349,-21648.84374843356,-6535.366600053129,36.01843064187238,Orion Arm
09f83e94,Upsilon Orionis,M,0.1458047470658133,2631.205868069074,0.00032833448016061245,-21342.67459025204,-303.4822908977024,225.32777766732738,Orion Arm
87c8e661,Gamma Cygni,K,0.690901416638442,4732.43464273618,0.3201737300186099,-19809.88962114886,17792.69255954128,322.25313763690457,Cygnus Arm
9a8edaf5,Nu Bulge,G,0.9883159425772435,5827.719808590811,1.2313876199003557,4123.709947372123,-1701.3278106290877,-4191.354555338974,Core
c973d2e2,Webb-1115,M,0.15545167971896184,2665.100496309866,0.00039084823136619965,27378.90928754032,-6744.874781154824,242.22330263946898,Perseus Arm
57b3f2a1,Sigma Cygni,M,0.1617897581502685,2687.3694205279703,0.0004382661344630499,-17316.195863796198,18656.724320806363,-256.91930842138595,Cygnus Arm
2b7fa0d2,Tau Galacticis,F,1.1774756460826132,6572.8151920108885,2.3755628134543674,23777.33157435791,10907.28445527297,335.1543756020235,Disk Background
6bbf77b5,Webb-7123,M,0.20040146753305418,2823.0321832242444,0.0008804256541450236,-3538.171290612262,21143.504043544217,798.0242456977779,Cygnus Arm
b2688685,Gliese 758.0,K,0.6063425630096048,4370.039555755449,0.19677673959609338,1071.8021700177062,-21700.698344555516,-269.0795006033643,Perseus Arm
ef2ea28a,Sigma Cygni,M,0.0936767384388461,2448.0534053256756,0.00012802956703118222,5570.863123248633,20070.660077014585,-574.8145994754069,Cygnus Arm
c3277bff,PSR 62227,K,0.6140736270819188,4403.172687493938,0.20573243856999268,-5823.727496155018,-8314.098992705709,-124.26430903722469,Cygnus Arm
6653749b,TESS-3822,M,0.36852309257828975,3413.7297847345317,0.018357213531806194,-9719.329944444717,-10215.871881848394,-71.97919689400563,Sagittarius Arm
56170639,Chi Bulge,M,0.11982331879048332,2539.91976872332,0.0002053342006947508,3214.83727046713,-1607.2225430331362,3579.5125949254334,Core
160fb3bb,Iota Sagittarii,M,0.16841498094985452,2710.6472303643536,0.0004939928517582274,-11148.266815704186,-9983.955696198955,-89.1097401926185,Sagittarius Arm
00b07bcb,Pi Cygni,K,0.4934569636371762,3886.244129873612,0.10274010440394427,14123.139006503972,2360.0347572515043,630.6590509250232,Cygnus Arm
e120d580,Gamma Galacticis,M,0.32130050963063106,3247.81260140492,0.007821489048091438,-18596.562762887806,29082.950426750824,-202.63254055798078,Disk Background
1f5f96df,TESS-1112,G,0.80831088011533,5227.702933717766,0.619343212568204,111.0805484714973,10894.867442159994,-296.9515860101511,Perseus Arm
95b4b25d,Rhea III,M,0.21272602518158812,2866.334683070445,0.0011000020619376487,-23165.58505132008,12627.130016002524,706.2237007957108,Cygnus Arm
239e9f6e,Gaia-116,M,0.09397200555435731,2449.0908303261203,0.0001287143590601153,8775.462798246605,24111.894291238972,308.26999111404604,Disk Background
