gdp_rank,civilization_id,empire_name,gdp
204,2c6958242d,The Merian AI Hegemony,5000.0
205,fc241018ec,The Kaelumis Technocracy,5000.0
206,1cf19da3a9,The Consolidated Unified Systems,5000.0
207,f343101fe6,The Unified Technocracy,5000.0
208,32d2bbd884,The Great Unified Imperium,5000.0
209,91474e8269,The Vesperian AI Hegemony,5000.0
210,c2fe0ab024,The Unified AI Hegemony,5000.0
211,862f6cbc45,The Consolidated Unified Systems,5000.0
212,22c13af7a1,The Consolidated Unified Systems,5000.0
213,2211d3100d,The Consolidated Kaelumex Systems,5000.0
214,f7bd18e491,The Thranis Technocracy,5000.0
215,03d3903c7c,The Unified AI Hegemony,5000.0
216,22091a7056,The Scientific Technocracy,5000.0
217,350e107aae,The Great Allied Imperium,5000.0
218,fba15f0324,The Great Unified Imperium,5000.0
219,e12feef736,The Scientific Technocracy,5000.0
220,f3f5dfde4c,The Great Scientific Imperium,5000.0
221,81714ff4c3,The Consolidated Star Empire,5000.0
222,b7069c3852,The Great Unified Imperium,5000.0
223,4c2540c708,The Great Unified Imperium,5000.0
224,a38e0777cd,The Great Zelex Imperium,5000.0
225,ff559623e3,The Consolidated Star Empire,5000.0
226,556d6c2378,The Meroid AI Hegemony,5000.0
227,996190e522,The Orionan Technocracy,5000.0
228,ac70f57b73,The Unified Technocracy,5000.0
229,622de7102b,The Consolidated Orionite Systems,5000.0
230,b6ae409cbf,The Great Unified Imperium,5000.0
231,7388512271,The Unified Technocracy,5000.0
232,8fbf42f886,The Vesperis Star Empire,5000.0
233,61dc46303f,The Great Consolidated Imperium,5000.0
234,74136dc7b0,The Solari Technocracy,5000.0
235,d056d7ce4a,The Scientific Technocracy,5000.0
236,d1ebd8161b,The Unified Technocracy,5000.0
237,0130446f7e,The Scientific AI Hegemony,5000.0
238,8dcb447d0f,The Cygnian Technocracy,5000.0
239,e941b86692,The Great Cygnite Imperium,5000.0
240,60a971a839,The Great Cygnan Imperium,5000.0
241,98e5a44c50,The Cygnan Technocracy,5000.0
242,dc652af4e1,The Cygnan Technocracy,5000.0
243,939c53fc68,The Scientific AI Hegemony,5000.0
244,03fca7f787,The Consolidated Perseian Systems,5000.0
245,6ebb371c3c,The Great Tau-galacticis Imperium,5000.0
246,340e3912e2,The Great Cygnite Imperium,5000.0
247,cb16d2a5bc,The Gamma-cygnis Technocracy,5000.0
248,3e1c9fe27e,The Cygnian Star Empire,5000.0
249,50f9748c73,The Great Scientific Imperium,5000.0
250,e3ba98a843,The Great Unified Imperium,5000.0
251,b619dd5fb5,The Scientific Technocracy,5000.0
252,642e75a08d,The Great Scientific Imperium,5000.0
253,23094db297,The Consolidated Allied Systems,5000.0
254,9d578c755a,The Scientific Technocracy,5000.0
255,3c4760ddea,The Consolidated Zelis Systems,5000.0
256,72196fa906,The Sigma-orionis Star Empire,5000.0
257,81601b2e5e,The Unified AI Hegemony,5000.0
258,9875fc03a4,The Great Orionian Imperium,5000.0
259,bceea7e00e,The Unified Technocracy,5000.0
260,6fbfc2a11d,The Great Unified Imperium,5000.0
261,65ea513ebb,The Consolidated Unified Systems,5000.0
262,30e300e760,The Scientific AI Hegemony,5000.0
263,a189e2924d,The Consolidated Thranian Systems,5000.0
264,cfec2df928,The Consolidated Consolidated Systems,5000.0
265,db90f4ff25,The Consolidated Unified Systems,5000.0
266,3c983bfdab,The Great Unified Imperium,5000.0
267,36b91772ac,The Great Unified Imperium,5000.0
268,6dfc531f16,The Great Unified Imperium,5000.0
269,d401178af2,The Great Theta-orionis Imperium,5000.0
270,075b3fb3b1,The Great Unified Imperium,5000.0
271,abb26e55dc,The Consolidated Consolidated Systems,5000.0
272,1b37c066da,The Great Valis Imperium,5000.0
273,f4a721a47f,The Gamma-galacticis Technocracy,5000.0
274,63d8758b53,The Consolidated Aurelex Systems,5000.0
275,d2f4557294,The Perseian Technocracy,5000.0
276,2640424e04,The Unified AI Hegemony,5000.0
277,a03b53100a,The Great Orionex Imperium,5000.0
278,208f64f5f9,The Scientific AI Hegemony,5000.0
279,cd650c58ff,The Gamma-sagittariis Technocracy,5000.0
280,0895acc0af,The Sagittarian Technocracy,5000.0
281,cf1fb521d7,The Great Allied Imperium,5000.0
282,a987357567,The Great Scientific Imperium,5000.0
283,22e010a52d,The Unified Technocracy,5000.0
284,095464621d,The Great Cygnan Imperium,5000.0
285,5578b4053f,The Unified Star Empire,5000.0
286,5f5ebcf2f5,The Solari Star Empire,5000.0
287,6657429a7c,The Consolidated Unified Systems,5000.0
288,8eadd942b0,The Scientific AI Hegemony,5000.0
289,415811daec,The Solian Star Empire,5000.0
290,4c67325ea2,The Unified Technocracy,5000.0
291,2a34070c99,The Great Consolidated Imperium,5000.0
292,6957a14d13,The Consolidated Xenian Systems,5000.0
293,e99c95009e,The Merex AI Hegemony,5000.0
294,4a9574c523,The Scientific Technocracy,5000.0
295,77811a2fa9,The Consolidated Gaeian Systems,5000.0
296,e23dc5e375,The Galactician Star Empire,5000.0
297,7df05aba52,The Great Unified Imperium,5000.0
298,947f74a852,The Allied Technocracy,5000.0
299,5b3c302325,The Great Scientific Imperium,5000.0
300,53dc64803e,The Scientific AI Hegemony,5000.0
301,cb312b9d86,The Aurelex Star Empire,5000.0
302,14c594f145,The Unified Star Empire,5000.0
303,53e4b98264,The Great Unified Imperium,5000.0
304,c64460376e,The Great Gamma-orionis Imperium,5000.0
305,2f0954acad,The Scientific AI Hegemony,5000.0
306,23979e6a05,The Great Unified Imperium,5000.0
307,4a7ef72f37,The Great Bulgite Imperium,5000.0
308,d2748466c9,The Great Scientific Imperium,5000.0
309,f8a4edc83b,The Consolidated AI Hegemony,5000.0
310,033668785c,The Great Solis Imperium,5000.0
311,3be9d94e07,The Consolidated Unified Systems,5000.0
312,bb1351012f,The Zylarian Star Empire,5000.0
313,7419a59432,The Unified Technocracy,5000.0
314,73cb158d41,The Great Unified Imperium,5000.0
315,95cba99a70,The Consolidated Technocracy,5000.0
316,511ff78315,The Great Allied Imperium,5000.0
317,c7c9fca9a1,The Consolidated Unified Systems,5000.0
318,ec5efdeb2d,The Bulgite Technocracy,5000.0
319,243eff68e3,The Great Sigma-bulgis Imperium,5000.0
320,15286fa1f5,The Great Consolidated Imperium,5000.0
321,8a41c4ac34,The Valis AI Hegemony,5000.0
322,26b5626b6c,The Scientific Technocracy,5000.0
323,70a115d461,The Consolidated Technocracy,5000.0
324,c4f121b6c1,The Orionian Technocracy,5000.0
325,185a68bac9,The Scientific Technocracy,5000.0
326,22b55b78e2,The Great Unified Imperium,5000.0
327,9594053f90,The Great Scientific Imperium,5000.0
328,a500abb373,The Zelari AI Hegemony,5000.0
329,faf8d4b64a,The Great Solex Imperium,5000.0
330,b2e833d309,The Great Allied Imperium,5000.0
331,ee951bbfab,The Great Kaelumian Imperium,5000.0
332,b6e89e8b4d,The Consolidated Allied Systems,5000.0
333,9aa2eff7c3,The Great Persean Imperium,5000.0
334,df2217070a,The Allied Technocracy,5000.0
335,6d4e0abb77,The Consolidated Scientific Systems,5000.0
336,c7a93adf27,The Thranis Star Empire,5000.0
337,80be4440e8,The Kaelumis AI Hegemony,5000.0
338,95985a8620,The Xenan Technocracy,5000.0
339,24423298c0,The Great Scientific Imperium,5000.0
340,e4a60e62b6,The Consolidated Unified Systems,5000.0
341,4e674c46b8,The Aethelgardan AI Hegemony,5000.0
342,35b25d7eaf,The Great Unified Imperium,5000.0
343,155f4eead5,The Consolidated Aethelgardan Systems,5000.0
344,9cad00795f,The Great Allied Imperium,5000.0
345,a425d5c923,The Great Allied Imperium,5000.0
346,494354518b,The Unified Technocracy,5000.0
347,3a3695c8e9,The Consolidated Star Empire,5000.0
348,35390a1939,The Consolidated Valari Systems,5000.0
349,5db2756626,The Great Unified Imperium,5000.0
350,2173a01d64,The Great Allied Imperium,5000.0
351,c56a0b9792,The Great Allied Imperium,5000.0
352,d853839dba,The Consolidated Allied Systems,5000.0
353,7315025cfd,The Great Unified Imperium,5000.0
354,d8145cd1f0,The Great Aurelite Imperium,5000.0
355,626215ebea,The Scientific Technocracy,5000.0
356,0bfb7074dd,The Great Scientific Imperium,5000.0
357,962632e3ac,The Zylarex Star Empire,5000.0
358,ea27a17ca6,The Great Meris Imperium,5000.0
359,52d6d92e6b,The Unified Star Empire,5000.0
360,63fff6610a,The Great Meris Imperium,5000.0
361,37df7ce9be,The Great Unified Imperium,5000.0
362,ad899b1ed9,The Great Meran Imperium,5000.0
363,b53d4251d2,The Meroid Technocracy,5000.0
364,2b4452e77b,The Consolidated Soloid Systems,5000.0
365,71f4e16f01,The Primite Star Empire,5000.0
366,88977397af,The Zylarex AI Hegemony,5000.0
367,0e67dd57aa,The Unified Technocracy,5000.0
368,1c4722b997,The Great Unified Imperium,5000.0
369,1bc76d1c73,The Consolidated Star Empire,5000.0
370,b8c054770f,The Consolidated Beta-bulgis Systems,5000.0
371,5a236efd3f,The Great Beta-bulgis Imperium,5000.0
372,4df0d9ee3b,The Scientific AI Hegemony,5000.0
373,ce97697488,The Great Scientific Imperium,5000.0
374,6c40e5c997,The Orionite Technocracy,5000.0
375,460d2edc1f,The Great Sagittarian Imperium,5000.0
376,4c3eb31272,The Iota-sagittariis Technocracy,5000.0
377,62149b123f,The Great Scientific Imperium,5000.0
378,78635879d1,The Great Scientific Imperium,5000.0
379,19190c022d,The Great Allied Imperium,5000.0
380,d340e67e88,The Consolidated Scientific Systems,5000.0
381,e07661a882,The Aurelari Technocracy,5000.0
382,094756ff65,The Great Unified Imperium,5000.0
383,6a9427ac16,The Great Consolidated Imperium,5000.0
384,cb6235e194,The Allied Star Empire,5000.0
385,3b106fa102,The Unified Technocracy,5000.0
386,658cf93cc4,The Unified Technocracy,5000.0
387,529174abfd,The Great Unified Imperium,5000.0
388,b0eb206a08,The Consolidated Thranis Systems,5000.0
389,02e103d2b6,The Great Dominion Imperium,5000.0
390,fa8159dac5,The Unified Star Empire,5000.0
391,b3ddaf54de,The Unified Technocracy,5000.0
392,84a3d643c9,The Scientific Technocracy,5000.0
393,cadd62d564,The Consolidated Allied Systems,5000.0
394,d5f12251b2,The Consolidated Unified Systems,5000.0
395,0b6029ea29,The Scientific AI Hegemony,5000.0
396,58a2b00e32,The Consolidated Star Empire,5000.0
397,71073d1e77,The Consolidated Scientific Systems,5000.0
398,b91403ddc4,The Consolidated Technocracy,5000.0
399,33e625a829,The Aureloid Star Empire,5000.0
400,9a629191f0,The Allied Technocracy,5000.0
401,691ec52085,The Zelian AI Hegemony,5000.0
402,f0fcb8f048,The Great Valari Imperium,5000.0
403,61550040fc,The Consolidated Unified Systems,5000.0
404,3557fb1c6f,The Allied Star Empire,5000.0
405,02fd90e690,The Great Allied Imperium,5000.0
406,5a9f1f61c7,The Scientific Technocracy,5000.0
407,0ed21e60e5,The Orionan Star Empire,5000.0
408,096fc37df4,The Great Scientific Imperium,5000.0
409,d0016e25b4,The Great Meran Imperium,5000.0
410,ad47c2dda3,The Consolidated Bulgite Systems,5000.0
411,47e406daef,The Bulgian Technocracy,5000.0
412,9568bafb15,The Consolidated Chi-bulgis Systems,5000.0
413,bcfcfb49cf,The Scientific Technocracy,5000.0
414,80d9c3cc28,The Vesperian Star Empire,5000.0
415,ca40b2e629,The Great Scientific Imperium,5000.0
416,61397f1d85,The Solari Technocracy,5000.0
417,23582772c8,The Orionite AI Hegemony,5000.0
418,06f00def5a,The Consolidated Scientific Systems,5000.0
419,999c5041c4,The Scientific Technocracy,5000.0
420,2b478a564d,The Aurelian Star Empire,5000.0
421,724362e429,The Consolidated Zeloid Systems,5000.0
422,b4221d6e15,The Unified Technocracy,5000.0
423,75a58165a0,The Great Galactican Imperium,5000.0
424,7994a1ada7,The Unified Star Empire,5000.0
425,f6221e08e8,The Great Orionian Imperium,5000.0
426,98fbfa35fa,The Sigma-orionis Star Empire,5000.0
427,7652ec5c8d,The Unified Technocracy,5000.0
428,a31575c86a,The Great Unified Imperium,5000.0
429,fe5ce1f2b8,The Consolidated Consolidated Systems,5000.0
430,edb45b6eec,The Great Unified Imperium,5000.0
431,3ba7df6ae1,The Great Scientific Imperium,5000.0
432,87f864fe83,The Unified AI Hegemony,5000.0
433,7be35390be,The Great Scientific Imperium,5000.0
434,26a6b7dcc3,The Great Consolidated Imperium,5000.0
435,a866d8dcfc,The Zelis AI Hegemony,5000.0
436,609e70586f,The Scientific Technocracy,5000.0
437,f0cb6b0a91,The Great Xenoid Imperium,5000.0
438,f714a79195,The Great Scientific Imperium,5000.0
439,6eb9b1daf2,The Scientific Star Empire,5000.0
440,9dbca7c528,The Great Unified Imperium,5000.0
441,c235dc422c,The Great Scientific Imperium,5000.0
442,a222a74ae8,The Great Zelex Imperium,5000.0
443,c6642b2284,The Scientific Technocracy,5000.0
444,a067552faf,The Great Consolidated Imperium,5000.0
445,1c90d82c80,The Great Cygnian Imperium,5000.0
446,38a2dd884c,The Consolidated Allied Systems,5000.0
447,08d81107e6,The Zylarian AI Hegemony,5000.0
448,82f9ee8fb4,The Great Valoid Imperium,5000.0
449,04b742dd38,The Consolidated Perseian Systems,5000.0
450,984d4d4161,The Consolidated Technocracy,5000.0
451,2b100070c5,The Bulgite Technocracy,5000.0
452,f0ada7121c,The Consolidated Consolidated Systems,5000.0
453,07a0027478,The Great Vesperis Imperium,5000.0
454,2320e9a617,The Great Galactican Imperium,5000.0
455,7664b6b371,The Orionian Technocracy,5000.0
456,fcda05fc4e,The Great Unified Imperium,5000.0
457,d957806d32,The Galactician Technocracy,5000.0
458,c1803ec34d,The Great Aurelari Imperium,5000.0
459,37b8da7a55,The Great Zylaris Imperium,5000.0
460,c5213edcba,The Great Scientific Imperium,5000.0
461,778b8b68c3,The Scientific Star Empire,5000.0
462,ac4afd4a27,The Perseite AI Hegemony,5000.0
463,c6e77e6789,The Persean AI Hegemony,5000.0
464,56cd534bb7,The Consolidated Persean Systems,5000.0
465,bda6417e80,The Great Scientific Imperium,5000.0
466,8853384409,The Unified Technocracy,5000.0
467,739bb87006,The Great Unified Imperium,5000.0
468,d378f96d17,The Great Kaelumian Imperium,5000.0
469,187eb0978f,The Great Scientific Imperium,5000.0
470,517cb43ce0,The Scientific Technocracy,5000.0
471,76c64a14d6,The Consolidated Unified Systems,5000.0
472,4c8e6a8540,The Great Allied Imperium,5000.0
473,b75dce1421,The Great Allied Imperium,5000.0
474,63f01adf18,The Consolidated Consolidated Systems,5000.0
475,be3191b575,The Scientific Technocracy,5000.0
476,3339448f7c,The Xenan Technocracy,5000.0
477,6d2f3e5ed1,The Consolidated Aurelari Systems,5000.0
478,71d820677a,The Zylaran AI Hegemony,5000.0
479,a1d0ea467a,The Great Unified Imperium,5000.0
480,7f4ec7825c,The Allied Star Empire,5000.0
481,8bd71d17f7,The Unified AI Hegemony,5000.0
482,b9be6a525a,The Great Bulgite Imperium,5000.0
