civilization_id,name,year,population,tech_level,energy_source,kardashev_rating,stability_score,corruption_score,innovation_score,government_type
24423298c0,Scientific Zylaroid Union,0,415099425.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
95985a8620,Xenan Directorate,0,2581165095.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
80be4440e8,Kaelumis Directorate,0,2851552120.0,9.509,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
c7a93adf27,The Thranis Federation,0,1126823223.0,8.974,Antimatter,0.5,80.0,10.0,50.0,Federation
df2217070a,Allied Thranari Systems,0,8854384844.0,8.0,Antimatter,0.5,80.0,10.0,50.0,Federation
c64460376e,Gamma-orionis Directorate,0,1000000000.0,9.792,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
53e4b98264,Unified Orionian Council,0,7940425506.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
14c594f145,Unified Orionian Council,0,12668040322.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
abb26e55dc,Consolidated Orionian Worlds,0,5439232345.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Federation
075b3fb3b1,Unified Theta-orionis Council,0,342951818.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
d401178af2,Theta-orionis Commonwealth,0,6282577516.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
6dfc531f16,Unified Xenis Council,0,733397760.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
36b91772ac,Unified Orionis Council,0,4954058190.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
3c983bfdab,Unified Vesperari Council,0,361765366.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
db90f4ff25,Unified Xenan Council,0,15000000000.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Democracy
cfec2df928,Consolidated Zylarex Worlds,0,3443663183.0,5.54,Nuclear,0.5,80.0,10.0,50.0,Federation
a189e2924d,The Thranian Federation,0,5788475129.0,5.866,Nuclear,0.5,80.0,10.0,50.0,Federation
30e300e760,Scientific Sagittariite Union,0,12498038699.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
65ea513ebb,Unified Sagittarian Council,0,1632459079.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
6fbfc2a11d,Unified Orionite Council,0,414907130.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
bceea7e00e,Unified Orionan Council,0,328051314.0,9.501999999999999,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
9875fc03a4,Orionian Directorate,0,6017858370.0,9.913,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
81601b2e5e,Unified Sigma-orionis Council,0,2936107930.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
72196fa906,Sigma-orionis Commonwealth,0,12003009446.0,8.406,Antimatter,0.5,80.0,10.0,50.0,Monarchy
3c4760ddea,Zelis Commonwealth,0,5003772677.0,6.601999999999999,Fusion,0.5,80.0,10.0,50.0,Federation
9d578c755a,Scientific Zelian Union,0,3535269312.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
23094db297,Allied Solian Systems,0,12201914919.0,6.008,Fusion,0.5,80.0,10.0,50.0,Technocracy
642e75a08d,Scientific Thranan Union,0,11770563588.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
b619dd5fb5,Scientific Thranan Union,0,180476634.0,9.568000000000001,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
e3ba98a843,Unified Valoid Council,0,3598133217.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
50f9748c73,Scientific Vesperex Union,0,9806735357.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
3e1c9fe27e,Cygnian Directorate,0,669953447.0,9.853,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
cb16d2a5bc,Gamma-cygnis Directorate,0,1585158024.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
340e3912e2,Cygnite Directorate,0,15000000000.0,9.614,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
6ebb371c3c,The Tau-galacticis Federation,0,3945638252.0,9.991,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
1b37c066da,Valis Commonwealth,0,11340327193.0,7.834999999999999,Fusion,0.5,80.0,10.0,50.0,Democracy
f4a721a47f,Gamma-galacticis Directorate,0,2456029345.0,8.339,Antimatter,0.5,80.0,10.0,50.0,Technocracy
63d8758b53,The Aurelex Federation,0,15000000000.0,6.034000000000001,Fusion,0.5,80.0,10.0,50.0,Democracy
415811daec,Solian Directorate,0,2942000568.0,8.818000000000001,Antimatter,0.5,80.0,10.0,50.0,Monarchy
cb312b9d86,Aurelex Directorate,0,7912947272.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
53dc64803e,Scientific Orionian Union,0,10803803662.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
5b3c302325,Scientific Bulgian Union,0,12698341690.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
947f74a852,Allied Sagittariite Systems,0,136220686.0,9.804,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
7df05aba52,Unified Sagittarian Council,0,13031635157.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
e23dc5e375,Republic of Galactician,0,8267449130.0,7.329000000000001,Fusion,0.5,80.0,10.0,50.0,Monarchy
77811a2fa9,Gaeian Directorate,0,15000000000.0,8.473,Antimatter,0.5,80.0,10.0,50.0,Federation
4a9574c523,Scientific Kaelumite Union,0,278534288.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
e99c95009e,Merex Directorate,0,329403984.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
6957a14d13,Xenian Directorate,0,13340780153.0,9.958,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
2a34070c99,Consolidated Persean Worlds,0,303734400.0,9.75,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
4c67325ea2,Unified Persean Council,0,98487703.0,9.971,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
8eadd942b0,Scientific Phi-perseis Union,0,6214075151.0,9.3,Antimatter,0.5,80.0,10.0,50.0,AI Governance
d2f4557294,Perseian Directorate,0,5745754555.0,8.74,Antimatter,0.5,80.0,10.0,50.0,Technocracy
6657429a7c,Unified Ignis-ivis Council,0,1715387376.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Federation
5f5ebcf2f5,Solari Directorate,0,4911119603.0,8.764,Antimatter,0.5,80.0,10.0,50.0,Monarchy
5578b4053f,Unified Zylaris Council,0,15000000000.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
095464621d,Cygnan Commonwealth,0,12498137644.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
22e010a52d,Unified Cygnite Council,0,3981702752.0,8.989,Antimatter,0.5,80.0,10.0,50.0,Technocracy
a987357567,Scientific Thranite Union,0,4284282194.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
cf1fb521d7,Allied Sagittarian Systems,0,1650151528.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
0895acc0af,Sagittarian Directorate,0,9488493414.0,9.528,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
cd650c58ff,Gamma-sagittariis Directorate,0,950639950.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
208f64f5f9,Scientific Sagittarian Union,0,15000000000.0,8.766,Antimatter,0.5,80.0,10.0,50.0,AI Governance
a03b53100a,Orionex Directorate,0,967330329.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
2640424e04,Unified Aurelan Council,0,4273998032.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
ad899b1ed9,The Meran Federation,0,9858688290.0,8.0,Antimatter,0.5,80.0,10.0,50.0,Collective
b53d4251d2,Meroid Directorate,0,4880859656.0,9.987,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
2b4452e77b,Soloid Directorate,0,5194327367.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Democracy
7994a1ada7,Unified Bulgan Council,0,11704502280.0,8.25,Antimatter,0.5,80.0,10.0,50.0,Monarchy
2b100070c5,Bulgite Directorate,0,2697165294.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
984d4d4161,Consolidated Vesperan Worlds,0,12610008517.0,8.019,Antimatter,0.5,80.0,10.0,50.0,Technocracy
04b742dd38,The Perseian Federation,0,10399454660.0,6.401999999999999,Fusion,0.5,80.0,10.0,50.0,Democracy
82f9ee8fb4,The Valoid Federation,0,5148322923.0,9.01,Antimatter,0.5,80.0,10.0,50.0,Collective
08d81107e6,Zylarian Directorate,0,15000000000.0,9.951,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
38a2dd884c,Allied Sagittariian Systems,0,7273019718.0,7.281999999999999,Fusion,0.5,80.0,10.0,50.0,Federation
1c90d82c80,Cygnian Directorate,0,4671577857.0,7.401999999999999,Fusion,0.5,80.0,10.0,50.0,Scientific Council
a067552faf,Consolidated Ian Worlds,0,430480799.0,8.044,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
c6642b2284,Scientific Gaea-is Union,0,2198699250.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
a222a74ae8,Zelex Directorate,0,3049008179.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
c235dc422c,Scientific Kaeluman Union,0,6069496769.0,9.801,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
9dbca7c528,Unified Vesperari Council,0,1207179738.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
f714a79195,Scientific Orionian Union,0,3113769347.0,9.292,Antimatter,0.5,80.0,10.0,50.0,Collective
f6221e08e8,Orionian Directorate,0,11952311302.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
f0cb6b0a91,Xenoid Directorate,0,3917140554.0,8.792,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
609e70586f,Scientific Kaeluman Union,0,12974031599.0,9.656,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
a866d8dcfc,Zelis Directorate,0,8769544275.0,9.562999999999999,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
26a6b7dcc3,Consolidated Valan Worlds,0,11239868961.0,9.735,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
7be35390be,Scientific Valan Union,0,11094922226.0,8.558,Antimatter,0.5,80.0,10.0,50.0,Technocracy
87f864fe83,Unified Thranari Council,0,115419354.0,9.954,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
3ba7df6ae1,Scientific Thranite Union,0,6686566184.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
edb45b6eec,Unified Kaelumoid Council,0,15000000000.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
fe5ce1f2b8,Consolidated Kaelumari Worlds,0,15000000000.0,8.568000000000001,Antimatter,0.5,80.0,10.0,50.0,Federation
a31575c86a,Unified Orionex Council,0,5581219800.0,8.031,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
7652ec5c8d,Unified Theta-perseis Council,0,12203998628.0,9.973,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
98fbfa35fa,Sigma-orionis Commonwealth,0,2186133367.0,7.414,Fusion,0.5,80.0,10.0,50.0,Democracy
f0ada7121c,Consolidated Solex Worlds,0,7571134345.0,9.717,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Federation
6eb9b1daf2,Scientific Xenite Union,0,4412495707.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
07a0027478,The Vesperis Federation,0,5773820819.0,6.156000000000001,Fusion,0.5,80.0,10.0,50.0,Scientific Council
187eb0978f,Scientific Merite Union,0,1775288745.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
8bd71d17f7,Unified Xenis Council,0,677482844.0,9.545,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
7f4ec7825c,Allied Soloid Systems,0,749919864.0,8.0,Antimatter,0.5,80.0,10.0,50.0,Monarchy
a1d0ea467a,Unified Meris Council,0,6185764319.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
71d820677a,The Zylaran Federation,0,205014467.0,5.809,Nuclear,0.5,80.0,10.0,50.0,AI Governance
6d2f3e5ed1,Aurelari Directorate,0,11087990554.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Democracy
3339448f7c,Xenan Directorate,0,7196358514.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
be3191b575,Scientific Eta-galacticis Union,0,6131553632.0,9.498000000000001,Antimatter,0.5,80.0,10.0,50.0,Federation
63f01adf18,Consolidated Galacticite Worlds,0,1812821550.0,6.695,Fusion,0.5,80.0,10.0,50.0,Federation
b75dce1421,Allied Bulgite Systems,0,550698174.0,5.732,Nuclear,0.5,80.0,10.0,50.0,Technocracy
4c8e6a8540,Allied Bulgan Systems,0,11430388623.0,8.031,Antimatter,0.5,80.0,10.0,50.0,Collective
76c64a14d6,Unified Orionoid Council,0,990624887.0,8.906,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
517cb43ce0,Scientific Solan Union,0,319517464.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
d378f96d17,Kaelumian Commonwealth,0,3637799934.0,8.58,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
7664b6b371,Orionian Directorate,0,8752368270.0,9.704,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
739bb87006,Unified Aurelex Council,0,6179164779.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
8853384409,Unified Kaelumex Council,0,4966511555.0,9.802,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
bda6417e80,Scientific Persean Union,0,116703202.0,8.254000000000001,Antimatter,0.5,80.0,10.0,50.0,Technocracy
56cd534bb7,The Persean Federation,0,1538204291.0,8.020999999999999,Antimatter,0.5,80.0,10.0,50.0,Technocracy
c6e77e6789,Persean Directorate,0,1781550238.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
ac4afd4a27,Perseite Directorate,0,4742837242.0,8.843,Antimatter,0.5,80.0,10.0,50.0,AI Governance
778b8b68c3,Scientific Aurelex Union,0,15000000000.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
c5213edcba,Scientific Meran Union,0,1680102436.0,8.235,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
37b8da7a55,Zylaris Directorate,0,2294495871.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Federation
c1803ec34d,Aurelari Directorate,0,15000000000.0,9.324,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
d957806d32,Galactician Commonwealth,0,2280426817.0,9.120000000000001,Antimatter,0.5,80.0,10.0,50.0,Technocracy
fcda05fc4e,Unified Sigma-galacticis Council,0,11217224849.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
2320e9a617,Galactican Directorate,0,2922054419.0,9.489,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
75a58165a0,The Galactican Federation,0,1551749400.0,5.193,Nuclear,0.5,80.0,10.0,50.0,Scientific Council
d5f12251b2,Unified Xenian Council,0,3595660489.0,9.806000000000001,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Democracy
b4221d6e15,Unified Xenis Council,0,3766454389.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
b3ddaf54de,Unified Zylarex Council,0,5714680714.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
fa8159dac5,Unified Xenian Council,0,6553678635.0,9.603,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
02e103d2b6,Dominion of Thranari,0,9290118760.0,9.678,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
b0eb206a08,The Thranis Federation,0,2596071218.0,5.6450000000000005,Nuclear,0.5,80.0,10.0,50.0,Democracy
529174abfd,Unified Meroid Council,0,10156769003.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
658cf93cc4,Unified Zylarian Council,0,4424848344.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
3b106fa102,Unified Perseian Council,0,14502146636.0,7.662000000000001,Fusion,0.5,80.0,10.0,50.0,Democracy
cb6235e194,Allied Phi-perseis Systems,0,9180921525.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
6a9427ac16,Consolidated Prometheian Worlds,0,3980918447.0,7.2459999999999996,Fusion,0.5,80.0,10.0,50.0,Democracy
094756ff65,Unified Vesperis Council,0,2692834374.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
e07661a882,Aurelari Directorate,0,3184652458.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
d340e67e88,Scientific Aurelan Union,0,15000000000.0,8.349,Antimatter,0.5,80.0,10.0,50.0,Democracy
78635879d1,Scientific Priman Union,0,2451355066.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
71f4e16f01,Primite Directorate,0,3021457689.0,9.836,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Democracy
62149b123f,Scientific Sagittarian Union,0,1849146792.0,9.757,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
4c3eb31272,Iota-sagittariis Directorate,0,3979748690.0,9.717,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
460d2edc1f,Sagittarian Directorate,0,4729014114.0,8.848,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
6c40e5c997,Orionite Directorate,0,1000000000.0,9.879999999999999,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
ce97697488,Scientific Orionian Union,0,2884504735.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Collective
4df0d9ee3b,Scientific Orionite Union,0,5086383135.0,9.575,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,AI Governance
5a236efd3f,Beta-bulgis Commonwealth,0,4940096818.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
b8c054770f,Beta-bulgis Directorate,0,4285430878.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
1bc76d1c73,Consolidated Orionis Worlds,0,7005628829.0,7.744,Fusion,0.5,80.0,10.0,50.0,Federation
1c4722b997,Unified Orionite Council,0,7620413889.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Scientific Council
0e67dd57aa,Unified Valis Council,0,901874959.0,8.345,Antimatter,0.5,80.0,10.0,50.0,AI Governance
88977397af,Zylarex Directorate,0,549348864.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Technocracy
84a3d643c9,Scientific Orionis Union,0,5458557044.0,9.158,Antimatter,0.5,80.0,10.0,50.0,Technocracy
19190c022d,Allied Zylaris Systems,0,4242689236.0,8.102,Antimatter,0.5,80.0,10.0,50.0,Scientific Council
cadd62d564,Allied Aurelite Systems,0,2302452246.0,10.0,Dyson Swarm Prototype,0.5,80.0,10.0,50.0,Monarchy
d0016e25b4,The Meran Federation,0,9519912315.0,8.379999999999999,Antimatter,0.5,80.0,10.0,50.0,Collective
724362e429,Zeloid Commonwealth,0,10437162381.0,5.274,Nuclear,0.5,80.0,10.0,50.0,Democracy
2b478a564d,Aurelian Commonwealth,0,1488185673.0,5.629,Nuclear,0.5,80.0,10.0,50.0,Democracy
999c5041c4,Scientific Aureliis Union,0,254079487.0,9.440000000000001,Antimatter,0.5,80.0,10.0,50.0,Technocracy
06f00def5a,Scientific Aureliite Union,0,2394386429.0,8.33,Antimatter,0.5,80.0,10.0,50.0,Technocracy
