event_id,tick,year,civilization_id,civilization_name,event_type,description
COL-EVT-00078,3,300,02b9381952,Aurelian Directorate,First Colony,Aurelian Directorate established colony 'Gaia-1650-b Prime' on planet Gaia-1650-b (score: 54.9).
COL-EVT-00079,3,300,e47a782635,The Xi-sagittariis Federation,Expansion Boom,The Xi-sagittariis Federation established colony 'Xi-sagittariis Colony' on planet Xi Sagittarii-e (score: 59.9).
COL-EVT-00080,3,300,373ea01e5c,Consolidated Zylaris Worlds,First Colony,Consolidated Zylaris Worlds established colony 'Consolidated Colony' on planet Gliese 787.0-d (score: 75.7).
COL-EVT-00081,3,300,3557fb1c6f,Allied Kaelumex Systems,Expansion Boom,Allied Kaelumex Systems established colony 'Allied Colony' on planet GDE-845-f (score: 49.1).
COL-EVT-00082,3,300,f0ada7121c,Consolidated Solex Worlds,Expansion Boom,Consolidated Solex Worlds established colony 'Consolidated Outpost 26' on planet Webb-6199-c (score: 51.1).
COL-EVT-00083,3,300,70a115d461,Consolidated Aurelite Worlds,First Colony,Consolidated Aurelite Worlds established colony 'GDE-6664-d Science Station' on planet GDE-6664-d (score: 60.1).
COL-EVT-00084,3,300,53856bd8ca,Allied Sagittariian Systems,First Colony,Allied Sagittariian Systems established colony 'Tau Sagittarii-e Prime' on planet Tau Sagittarii-e (score: 72.4).
COL-EVT-00085,3,300,23979e6a05,Unified Persean Council,First Colony,Unified Persean Council established colony 'Chi Persei-e Prime' on planet Chi Persei-e (score: 70.1).
COL-EVT-00086,3,300,0ed21e60e5,Orionan Directorate,First Colony,Orionan Directorate established colony 'Orionan Outpost 74' on planet Webb-5587a-e (score: 58.6).
COL-EVT-00087,3,300,4c224c8349,Vesperari Directorate,First Colony,Vesperari Directorate established colony 'Vesperari Outpost 23' on planet TESS-5894-d (score: 65.5).
COL-EVT-00088,3,300,5f5ebcf2f5,Solari Directorate,First Colony,Solari Directorate established colony 'Kepler-6215-d Sector' on planet Kepler-6215-d (score: 55.7).
COL-EVT-00089,3,300,ee9099d9b7,Vesperan Directorate,First Colony,Vesperan Directorate established colony 'PSR 104430-d Science Station' on planet PSR 104430-d (score: 56.7).
COL-EVT-00090,3,300,6a9427ac16,Consolidated Prometheian Worlds,Expansion Boom,Consolidated Prometheian Worlds established colony 'Consolidated Colony' on planet Prometheus-e (score: 63.1).
COL-EVT-00091,3,300,75a58165a0,The Galactican Federation,First Colony,The Galactican Federation established colony 'Fort Galactican' on planet Sigma Galacticis-f (score: 45.4).
COL-EVT-00092,3,300,5d94c085f5,Allied Valis Systems,First Colony,Allied Valis Systems established colony 'Allied Outpost 69' on planet HIP 233393-d (score: 69.6).
COL-EVT-00093,4,400,1a2a63b5eb,Allied Thranian Systems,First Colony,Allied Thranian Systems established colony 'Gaia-2648c-d Science Station' on planet Gaia-2648c-d (score: 58.1).
COL-EVT-00094,4,400,3557fb1c6f,Allied Kaelumex Systems,Colony Rebellion,The colony 'Allied Colony' rebelled against Allied Kaelumex Systems due to low stability and declared independence.
COL-EVT-00095,4,400,6a9427ac16,Consolidated Prometheian Worlds,Colony Rebellion,The colony 'Consolidated Colony' rebelled against Consolidated Prometheian Worlds due to low stability and declared independence.
COL-EVT-00096,4,400,1c90d82c80,Cygnian Directorate,Expansion Boom,Cygnian Directorate established colony 'Delta Cygni-d Sector' on planet Delta Cygni-d (score: 59.4).
COL-EVT-00097,4,400,7036dbff3e,Scientific Orionite Union,Expansion Boom,Scientific Orionite Union established colony 'Zeta Orionis-b Science Station' on planet Zeta Orionis-b (score: 55.5).
COL-EVT-00098,4,400,19190c022d,Allied Zylaris Systems,First Colony,Allied Zylaris Systems established colony 'Webb-1799-d Sector' on planet Webb-1799-d (score: 62.2).
COL-EVT-00099,4,400,36b91772ac,Unified Orionis Council,First Colony,Unified Orionis Council established colony 'HIP 191429-b Prime' on planet HIP 191429-b (score: 62.4).
COL-EVT-00100,4,400,92810d80b3,The Aurelis Federation,Expansion Boom,The Aurelis Federation established colony 'Aurelis Colony' on planet Webb-7499-d (score: 57.4).
COL-EVT-00101,4,400,92810d80b3,The Aurelis Federation,Colony Rebellion,The colony 'Webb-7499-g Exchange' rebelled against The Aurelis Federation due to low stability and declared independence.
COL-EVT-00102,4,400,13b6f1c19c,Allied Orionite Systems,Expansion Boom,Allied Orionite Systems established colony 'Allied Outpost 10' on planet PSR 104430-g (score: 55.8).
COL-EVT-00103,4,400,13b6f1c19c,Allied Orionite Systems,Colony Rebellion,The colony 'Allied Outpost 94' rebelled against Allied Orionite Systems due to low stability and declared independence.
COL-EVT-00104,4,400,c6642b2284,Scientific Gaea-is Union,First Colony,Scientific Gaea-is Union established colony 'Gaea I-d Science Station' on planet Gaea I-d (score: 62.3).
COL-EVT-00105,4,400,303a3df484,Unified Zelex Council,First Colony,Unified Zelex Council established colony 'Unified Outpost 76' on planet Gaia-1650-f (score: 47.1).
COL-EVT-00106,4,400,111ab1a74e,Unified Meris Council,First Colony,Unified Meris Council established colony 'PSR 272701-f Prime' on planet PSR 272701-f (score: 49.5).
COL-EVT-00107,5,500,185a68bac9,Scientific Solari Union,First Colony,Scientific Solari Union established colony 'HR 220748-c Prime' on planet HR 220748-c (score: 57.0).
COL-EVT-00108,5,500,ee951bbfab,Kaelumian Directorate,First Colony,Kaelumian Directorate established colony 'Kaelumian Outpost 78' on planet GDE-7293-d (score: 71.3).
COL-EVT-00109,5,500,2b100070c5,Bulgite Directorate,First Colony,Bulgite Directorate established colony 'Xi Bulge-b Science Station' on planet Xi Bulge-b (score: 58.3).
COL-EVT-00110,5,500,38a2dd884c,Allied Sagittariian Systems,Expansion Boom,Allied Sagittariian Systems established colony 'Allied Colony' on planet Pi Sagittarii-b (score: 67.1).
COL-EVT-00111,5,500,6a9427ac16,Consolidated Prometheian Worlds,Expansion Boom,Consolidated Prometheian Worlds established colony 'Prometheus-e Sector' on planet Prometheus-e (score: 63.1).
COL-EVT-00112,5,500,15955262e1,Aurelian Directorate,First Colony,Aurelian Directorate established colony 'Aurelian Outpost 67' on planet PSR 289778-e (score: 72.5).
COL-EVT-00113,5,500,ee9099d9b7,Vesperan Directorate,Expansion Boom,Vesperan Directorate established colony 'Vesperan Outpost 13' on planet PSR 104430-f (score: 66.7).
COL-EVT-00114,5,500,ca40b2e629,Scientific Solex Union,First Colony,Scientific Solex Union established colony 'TESS-973-c Prime' on planet TESS-973-c (score: 57.3).
COL-EVT-00115,5,500,be3191b575,Scientific Eta-galacticis Union,First Colony,Scientific Eta-galacticis Union established colony 'Scientific Outpost 93' on planet Eta Galacticis-d (score: 62.3).
COL-EVT-00116,5,500,65154f1c30,Scientific Kaeluman Union,Expansion Boom,Scientific Kaeluman Union established colony 'TESS-7571-g Prime' on planet TESS-7571-g (score: 51.5).
COL-EVT-00117,5,500,66d46fcd47,Consolidated Orionite Worlds,First Colony,Consolidated Orionite Worlds established colony 'Nu Orionis-e Sector' on planet Nu Orionis-e (score: 71.5).
COL-EVT-00118,6,600,2640424e04,Unified Aurelan Council,First Colony,Unified Aurelan Council established colony 'HR 51505-b Sector' on planet HR 51505-b (score: 74.3).
COL-EVT-00119,6,600,12f8de3472,Thranari Commonwealth,First Colony,Thranari Commonwealth established colony 'Thranari Colony' on planet HD 36797-b (score: 65.3).
COL-EVT-00120,6,600,822326926a,Unified Meroid Council,First Colony,Unified Meroid Council established colony 'TESS-2121-e Sector' on planet TESS-2121-e (score: 64.9).
COL-EVT-00121,6,600,81714ff4c3,Consolidated Xenari Worlds,First Colony,Consolidated Xenari Worlds established colony 'Consolidated Colony' on planet GDE-4485-d (score: 56.0).
COL-EVT-00122,6,600,a568c633c8,Aurelari Directorate,First Colony,Aurelari Directorate established colony 'Aurelari Outpost 16' on planet HIP 14841-c (score: 64.8).
COL-EVT-00123,6,600,8853384409,Unified Kaelumex Council,First Colony,Unified Kaelumex Council established colony 'HD 59434-b Science Station' on planet HD 59434-b (score: 69.0).
COL-EVT-00124,6,600,176da50470,Unified Mu-perseis Council,Expansion Boom,Unified Mu-perseis Council established colony 'Mu Persei-b Science Station' on planet Mu Persei-b (score: 57.7).
COL-EVT-00125,6,600,20af608f42,Consolidated Orionite Worlds,First Colony,Consolidated Orionite Worlds established colony 'Chi Orionis-c Sector' on planet Chi Orionis-c (score: 58.1).
COL-EVT-00126,6,600,3557fb1c6f,Allied Kaelumex Systems,Expansion Boom,Allied Kaelumex Systems established colony 'Allied Colony' on planet GDE-845-f (score: 49.1).
COL-EVT-00127,6,600,d0016e25b4,The Meran Federation,First Colony,The Meran Federation established colony 'HIP 114085-e Science Station' on planet HIP 114085-e (score: 56.5).
COL-EVT-00128,6,600,2705d84a32,Unified Vesperari Council,Expansion Boom,Unified Vesperari Council established colony 'Webb-7499-g Prime' on planet Webb-7499-g (score: 58.9).
COL-EVT-00129,6,600,642e75a08d,Scientific Thranan Union,First Colony,Scientific Thranan Union established colony 'GDE-7399-c Prime' on planet GDE-7399-c (score: 58.3).
COL-EVT-00130,6,600,6ebb371c3c,The Tau-galacticis Federation,First Colony,The Tau-galacticis Federation established colony 'Tau Galacticis-c Science Station' on planet Tau Galacticis-c (score: 62.3).
COL-EVT-00131,6,600,71d820677a,The Zylaran Federation,First Colony,The Zylaran Federation established colony 'Gliese 837.0-b Science Station' on planet Gliese 837.0-b (score: 50.2).
COL-EVT-00132,6,600,1c90d82c80,Cygnian Directorate,Expansion Boom,Cygnian Directorate established colony 'Cygnian Outpost 18' on planet Delta Cygni-g (score: 59.0).
COL-EVT-00133,6,600,1c90d82c80,Cygnian Directorate,Empire Fragmentation,"Internal fragmentation caused Cygnian Directorate to lose control of outlying colonies: Cygnian Outpost 18, Delta Cygni-d Sector."
COL-EVT-00134,6,600,622de7102b,Orionite Commonwealth,First Colony,Orionite Commonwealth established colony 'Kepler-2936-d Exchange' on planet Kepler-2936-d (score: 66.6).
COL-EVT-00135,6,600,095464621d,Cygnan Commonwealth,Colony Rebellion,The colony 'Cygnan Colony' rebelled against Cygnan Commonwealth due to low stability and declared independence.
COL-EVT-00136,6,600,c3662e3808,Unified Sagittariite Council,First Colony,Unified Sagittariite Council established colony 'Unified Outpost 34' on planet Eta Sagittarii-c (score: 78.3).
COL-EVT-00137,7,700,63f01adf18,Consolidated Galacticite Worlds,First Colony,Consolidated Galacticite Worlds established colony 'Eta Galacticis-g Prime' on planet Eta Galacticis-g (score: 51.4).
COL-EVT-00138,7,700,c3b1779520,Aurelis Commonwealth,First Colony,Aurelis Commonwealth established colony 'Aurelis Colony' on planet TESS-194-e (score: 56.4).
COL-EVT-00139,7,700,5a236efd3f,Beta-bulgis Commonwealth,Expansion Boom,Beta-bulgis Commonwealth established colony 'Beta Bulge-c Sector' on planet Beta Bulge-c (score: 55.3).
COL-EVT-00140,7,700,622de7102b,Orionite Commonwealth,Expansion Boom,Orionite Commonwealth established colony 'Kepler-2936-c Prime' on planet Kepler-2936-c (score: 64.2).
COL-EVT-00141,7,700,1c90d82c80,Cygnian Directorate,Expansion Boom,Cygnian Directorate established colony 'Delta Cygni-d Science Station' on planet Delta Cygni-d (score: 59.4).
COL-EVT-00142,8,800,37270686ec,Scientific Bulgite Union,First Colony,Scientific Bulgite Union established colony 'Scientific Colony' on planet Beta Bulge-c (score: 63.0).
COL-EVT-00143,8,800,3557fb1c6f,Allied Kaelumex Systems,Colony Rebellion,The colony 'Allied Colony' rebelled against Allied Kaelumex Systems due to low stability and declared independence.
COL-EVT-00144,8,800,243eff68e3,Sigma-bulgis Directorate,First Colony,Sigma-bulgis Directorate established colony 'Sigma Bulge-f Science Station' on planet Sigma Bulge-f (score: 65.8).
COL-EVT-00145,8,800,7036dbff3e,Scientific Orionite Union,Colony Rebellion,The colony 'Zeta Orionis-e Science Station' rebelled against Scientific Orionite Union due to low stability and declared independence.
COL-EVT-00146,8,800,691ec52085,The Zelian Federation,First Colony,The Zelian Federation established colony 'Zelian Outpost 92' on planet GDE-845-d (score: 62.9).
COL-EVT-00147,8,800,5087e1422a,Unified Zeloid Council,First Colony,Unified Zeloid Council established colony 'Unified Outpost 95' on planet TESS-8500-e (score: 53.5).
COL-EVT-00148,8,800,4c2540c708,Unified Orionoid Council,First Colony,Unified Orionoid Council established colony 'HIP 244648-c Science Station' on planet HIP 244648-c (score: 61.6).
COL-EVT-00149,8,800,6a9427ac16,Consolidated Prometheian Worlds,Colony Rebellion,The colony 'Prometheus-e Sector' rebelled against Consolidated Prometheian Worlds due to low stability and declared independence.
COL-EVT-00150,8,800,63d8758b53,The Aurelex Federation,First Colony,The Aurelex Federation established colony 'Webb-1026-c Sector' on planet Webb-1026-c (score: 68.7).
COL-EVT-00151,8,800,1b37c066da,Valis Commonwealth,Expansion Boom,Valis Commonwealth established colony 'PSR 62227-f Sector' on planet PSR 62227-f (score: 62.5).
COL-EVT-00152,8,800,075b3fb3b1,Unified Theta-orionis Council,First Colony,Unified Theta-orionis Council established colony 'Theta Orionis-c Sector' on planet Theta Orionis-c (score: 58.9).
COL-EVT-00153,8,800,da38a63176,Unified Orionis Council,First Colony,Unified Orionis Council established colony 'Unified Outpost 67' on planet Webb-7458-d (score: 60.1).
COL-EVT-00154,8,800,1c90d82c80,Cygnian Directorate,Expansion Boom,Cygnian Directorate established colony 'Delta Cygni-g Prime' on planet Delta Cygni-g (score: 59.0).
COL-EVT-00155,9,900,63d8758b53,The Aurelex Federation,Expansion Boom,The Aurelex Federation established colony 'Webb-1026-e Prime' on planet Webb-1026-e (score: 67.7).
COL-EVT-00156,9,900,6dfc531f16,Unified Xenis Council,First Colony,Unified Xenis Council established colony 'TESS-3146-d Prime' on planet TESS-3146-d (score: 69.5).
COL-EVT-00157,9,900,f7bd18e491,Thranis Commonwealth,First Colony,Thranis Commonwealth established colony 'Thranis Outpost 67' on planet Gaia-776-e (score: 58.4).
COL-EVT-00158,9,900,5d94c085f5,Allied Valis Systems,Expansion Boom,Allied Valis Systems established colony 'HIP 233393-b Science Station' on planet HIP 233393-b (score: 58.7).
COL-EVT-00159,9,900,1c90d82c80,Cygnian Directorate,Colony Rebellion,The colony 'Delta Cygni-f Sector' rebelled against Cygnian Directorate due to low stability and declared independence.
COL-EVT-00160,9,900,82f9ee8fb4,The Valoid Federation,Expansion Boom,The Valoid Federation established colony 'Gliese 2.0-d Sector' on planet Gliese 2.0-d (score: 61.1).
COL-EVT-00161,9,900,66d46fcd47,Consolidated Orionite Worlds,Expansion Boom,Consolidated Orionite Worlds established colony 'Nu Orionis-b Prime' on planet Nu Orionis-b (score: 60.9).
