empire_id,empire_name,founding_civilization,founding_civilization_id,capital_world,territory_size_ly3,population,power_index,colonies_count,gdp
EMP-045,The Consolidated Valari Systems,Valari Directorate,35390a1939,Kepler-4496-c,23473684.99,49801436.0,188.83,1,5000.0
EMP-046,The Consolidated Scientific Systems,Scientific Zelan Union,6d4e0abb77,Kepler-4496-f,16135754.58,0.0,139.69,0,5000.0
EMP-047,The Consolidated Star Empire,Consolidated Galactican Worlds,3a3695c8e9,Zeta Galacticis-b,22825998.64,46100626.0,229.08,1,5000.0
EMP-048,The Unified Technocracy,Unified Zylarite Council,494354518b,Gaia-2093-b,23972403.04,0.0,224.22,0,5000.0
EMP-049,The Great Allied Imperium,Allied Thranari Systems,a425d5c923,Gaia-2093-c,16168332.04,0.0,141.56,0,5000.0
EMP-050,The Great Allied Imperium,Allied Aethelgardian Systems,9cad00795f,Aethelgard-b,13414001.2,0.0,109.96,0,5000.0
EMP-051,The Consolidated Aethelgardan Systems,The Aethelgardan Federation,155f4eead5,Aethelgard-c,18472545.45,0.0,155.32,0,5000.0
EMP-052,The Great Unified Imperium,Unified Aethelgardis Council,35b25d7eaf,Aethelgard-d,19834657.09,0.0,171.26,0,5000.0
EMP-053,The Aethelgardan AI Hegemony,Aethelgardan Directorate,4e674c46b8,Aethelgard-e,18635106.69,0.0,144.18,0,5000.0
EMP-054,The Consolidated Unified Systems,Unified Zeloid Council,e4a60e62b6,GDE-295-b,23012498.5,0.0,184.04,0,5000.0
EMP-055,The Great Scientific Imperium,Scientific Zylaroid Union,24423298c0,GDE-295-c,22965516.32,0.0,182.75,0,5000.0
EMP-056,The Xenan Technocracy,Xenan Directorate,95985a8620,GDE-295-d,24669132.38,0.0,275.28,0,5000.0
EMP-057,The Kaelumis AI Hegemony,Kaelumis Directorate,80be4440e8,GDE-295-e,21864182.69,0.0,199.37,0,5000.0
EMP-058,The Thranis Star Empire,The Thranis Federation,c7a93adf27,GDE-295-f,19465644.5,0.0,165.77,0,5000.0
EMP-059,The Allied Technocracy,Allied Thranari Systems,df2217070a,GDE-295-g,16025703.1,0.0,136.75,0,5000.0
EMP-060,The Great Gamma-orionis Imperium,Gamma-orionis Directorate,c64460376e,Gamma Orionis-b,22647898.49,0.0,193.49,0,5000.0
EMP-061,The Great Unified Imperium,Unified Orionian Council,53e4b98264,Gamma Orionis-c,24327967.12,0.0,250.25,0,5000.0
EMP-062,The Unified Star Empire,Unified Orionian Council,14c594f145,Gamma Orionis-d,23002410.49,25227062.0,175.2,1,5000.0
EMP-063,The Consolidated Consolidated Systems,Consolidated Orionian Worlds,abb26e55dc,Theta Orionis-b,8181623.57,0.0,90.91,0,5000.0
EMP-064,The Great Unified Imperium,Unified Theta-orionis Council,075b3fb3b1,Theta Orionis-d,27436677.89,31365285.0,213.09,1,5000.0
EMP-065,The Great Theta-orionis Imperium,Theta-orionis Commonwealth,d401178af2,Theta Orionis-e,24445507.37,0.0,262.66,0,5000.0
EMP-066,The Great Unified Imperium,Unified Xenis Council,6dfc531f16,TESS-3146-c,26578274.76,33043314.0,199.82,1,5000.0
EMP-067,The Great Unified Imperium,Unified Orionis Council,36b91772ac,HIP 191429-c,28436005.25,33244047.0,242.03,1,5000.0
EMP-068,The Great Unified Imperium,Unified Vesperari Council,3c983bfdab,Gliese 598.0-b,22822936.74,0.0,179.25,0,5000.0
EMP-069,The Consolidated Unified Systems,Unified Xenan Council,db90f4ff25,Gliese 598.0-c,23962032.04,0.0,222.33,0,5000.0
EMP-070,The Consolidated Consolidated Systems,Consolidated Zylarex Worlds,cfec2df928,Gliese 598.0-d,8903434.06,0.0,74.82,0,5000.0
EMP-071,The Consolidated Thranian Systems,The Thranian Federation,a189e2924d,Gliese 598.0-e,11203048.84,0.0,97.74,0,5000.0
EMP-072,The Scientific AI Hegemony,Scientific Sagittariite Union,30e300e760,Theta Sagittarii-b,22348951.66,0.0,170.47,0,5000.0
EMP-073,The Consolidated Unified Systems,Unified Sagittarian Council,65ea513ebb,Theta Sagittarii-c,23293571.21,0.0,192.33,0,5000.0
EMP-074,The Great Unified Imperium,Unified Orionite Council,6fbfc2a11d,Sigma Orionis-b,22795744.27,0.0,178.77,0,5000.0
EMP-075,The Unified Technocracy,Unified Orionan Council,bceea7e00e,Sigma Orionis-c,20859576.56,0.0,165.53,0,5000.0
EMP-076,The Great Orionian Imperium,Orionian Directorate,9875fc03a4,Sigma Orionis-d,24310947.08,0.0,274.07,0,5000.0
EMP-077,The Unified AI Hegemony,Unified Sigma-orionis Council,81601b2e5e,Sigma Orionis-e,24045563.4,0.0,227.93,0,5000.0
EMP-078,The Sigma-orionis Star Empire,Sigma-orionis Commonwealth,72196fa906,Sigma Orionis-f,17403317.05,0.0,148.69,0,5000.0
EMP-079,The Consolidated Zelis Systems,Zelis Commonwealth,3c4760ddea,HR 208303-d,15079965.22,0.0,170.88,0,5000.0
EMP-080,The Scientific Technocracy,Scientific Zelian Union,9d578c755a,TESS-5798-c,20550490.22,0.0,153.72,0,5000.0
EMP-081,The Consolidated Allied Systems,Allied Solian Systems,23094db297,HD 190494-b,11060174.85,0.0,98.43,0,5000.0
EMP-082,The Great Scientific Imperium,Scientific Thranan Union,642e75a08d,GDE-7399-b,27360300.39,25586237.0,211.54,1,5000.0
EMP-083,The Scientific Technocracy,Scientific Thranan Union,b619dd5fb5,Kepler-7447c-c,24892364.96,23504034.0,191.16,1,5000.0
EMP-084,The Great Unified Imperium,Unified Valoid Council,e3ba98a843,Kepler-7447c-d,24028423.37,0.0,227.14,0,5000.0
EMP-085,The Great Scientific Imperium,Scientific Vesperex Union,50f9748c73,Kepler-7447c-e,21782139.55,0.0,163.34,0,5000.0
EMP-086,The Cygnian Star Empire,Cygnian Directorate,3e1c9fe27e,Gamma Cygni-c,22562688.33,0.0,183.49,0,5000.0
EMP-087,The Gamma-cygnis Technocracy,Gamma-cygnis Directorate,cb16d2a5bc,Gamma Cygni-d,23788927.95,0.0,213.85,0,5000.0
EMP-088,The Great Cygnite Imperium,Cygnite Directorate,340e3912e2,Gamma Cygni-e,7448698.11,0.0,85.32,0,5000.0
EMP-089,The Great Tau-galacticis Imperium,The Tau-galacticis Federation,6ebb371c3c,Tau Galacticis-d,29359622.87,36311545.0,302.46,1,5000.0
EMP-090,The Great Valis Imperium,Valis Commonwealth,1b37c066da,PSR 62227-e,26682666.57,87106331.0,244.88,3,5000.0
EMP-091,The Gamma-galacticis Technocracy,Gamma-galacticis Directorate,f4a721a47f,Gamma Galacticis-c,16896265.65,0.0,138.87,0,5000.0
EMP-092,The Consolidated Aurelex Systems,The Aurelex Federation,63d8758b53,Webb-1026-d,15628174.26,74463046.0,137.27,2,5000.0
EMP-093,The Solian Star Empire,Solian Directorate,415811daec,Kepler-7797-b,19378825.77,0.0,176.79,0,5000.0
EMP-094,The Aurelex Star Empire,Aurelex Directorate,cb312b9d86,Kepler-7797-c,29113070.61,31281025.0,277.18,1,5000.0
EMP-095,The Scientific AI Hegemony,Scientific Orionian Union,53dc64803e,Kepler-7797-e,22816840.35,0.0,179.09,0,5000.0
EMP-096,The Great Scientific Imperium,Scientific Bulgian Union,5b3c302325,Theta Bulge-e,27067030.21,25040769.0,206.42,1,5000.0
EMP-097,The Allied Technocracy,Allied Sagittariite Systems,947f74a852,Psi Sagittarii-d,26173270.21,22531543.0,196.17,1,5000.0
EMP-098,The Great Unified Imperium,Unified Sagittarian Council,7df05aba52,Psi Sagittarii-e,24096992.53,0.0,231.67,0,5000.0
EMP-099,The Galactician Star Empire,Republic of Galactician,e23dc5e375,Chi Galacticis-d,14762267.22,0.0,134.56,0,5000.0
EMP-100,The Consolidated Gaeian Systems,Gaeian Directorate,77811a2fa9,Gaea-b,5542803.67,0.0,70.11,0,5000.0
EMP-101,The Scientific Technocracy,Scientific Kaelumite Union,4a9574c523,Kepler-3722-b,22616888.66,0.0,175.07,0,5000.0
EMP-102,The Merex AI Hegemony,Merex Directorate,e99c95009e,Kepler-3722-c,23375664.51,0.0,182.12,0,5000.0
EMP-103,The Consolidated Xenian Systems,Xenian Directorate,6957a14d13,Kepler-3722-d,24204846.6,0.0,213.87,0,5000.0
EMP-104,The Great Consolidated Imperium,Consolidated Persean Worlds,2a34070c99,Phi Persei-b,21657957.96,0.0,168.92,0,5000.0
EMP-105,The Unified Technocracy,Unified Persean Council,4c67325ea2,Phi Persei-c,26133636.28,46193899.0,195.6,1,5000.0
EMP-106,The Scientific AI Hegemony,Scientific Phi-perseis Union,8eadd942b0,Phi Persei-d,21800996.71,0.0,246.83,0,5000.0
EMP-107,The Perseian Technocracy,Perseian Directorate,d2f4557294,Phi Persei-f,5951561.72,0.0,73.47,0,5000.0
EMP-108,The Consolidated Unified Systems,Unified Ignis-ivis Council,6657429a7c,Ignis IV-b,22403097.56,0.0,171.35,0,5000.0
EMP-109,The Solari Star Empire,Solari Directorate,5f5ebcf2f5,Kepler-6215-b,22886358.07,27939626.0,198.62,1,5000.0
EMP-110,The Unified Star Empire,Unified Zylaris Council,5578b4053f,Kepler-6215-c,23219478.39,0.0,190.08,0,5000.0
EMP-111,The Great Cygnan Imperium,Cygnan Commonwealth,095464621d,Rho Cygni-c,27852822.39,42986524.0,223.15,1,5000.0
EMP-112,The Unified Technocracy,Unified Cygnite Council,22e010a52d,Rho Cygni-e,20078714.56,0.0,193.29,0,5000.0
EMP-113,The Great Scientific Imperium,Scientific Thranite Union,a987357567,HR 248540-b,21600642.7,0.0,160.54,0,5000.0
EMP-114,The Great Allied Imperium,Allied Sagittarian Systems,cf1fb521d7,Gamma Sagittarii-b,23177921.51,0.0,188.99,0,5000.0
EMP-115,The Sagittarian Technocracy,Sagittarian Directorate,0895acc0af,Gamma Sagittarii-c,24516410.13,27454458.0,187.42,1,5000.0
EMP-116,The Gamma-sagittariis Technocracy,Gamma-sagittariis Directorate,cd650c58ff,Gamma Sagittarii-d,23282236.65,0.0,192.13,0,5000.0
EMP-117,The Scientific AI Hegemony,Scientific Sagittarian Union,208f64f5f9,Gamma Sagittarii-e,19919107.85,0.0,200.27,0,5000.0
EMP-118,The Great Orionex Imperium,Orionex Directorate,a03b53100a,Gliese 327.0-b,23683158.91,0.0,207.86,0,5000.0
EMP-119,The Unified AI Hegemony,Unified Aurelan Council,2640424e04,HR 51505-c,27919908.88,34651856.0,224.63,1,5000.0
EMP-120,The Great Meran Imperium,The Meran Federation,ad899b1ed9,HIP 288720-b,16465766.28,0.0,151.62,0,5000.0
EMP-121,The Meroid Technocracy,Meroid Directorate,b53d4251d2,HIP 288720-c,23321797.65,0.0,194.37,0,5000.0
EMP-122,The Consolidated Soloid Systems,Soloid Directorate,2b4452e77b,HIP 288720-d,8182016.29,0.0,90.91,0,5000.0
EMP-123,The Unified Star Empire,Unified Bulgan Council,7994a1ada7,Xi Bulge-c,17909437.14,0.0,188.06,0,5000.0
EMP-124,The Bulgite Technocracy,Bulgite Directorate,2b100070c5,Xi Bulge-d,26279084.85,30921388.0,196.54,1,5000.0
EMP-125,The Consolidated Technocracy,Consolidated Vesperan Worlds,984d4d4161,Webb-3705-e,4882096.59,0.0,64.53,0,5000.0
EMP-126,The Consolidated Perseian Systems,The Perseian Federation,04b742dd38,Psi Persei-b,16456444.53,20389936.0,153.69,1,5000.0
EMP-127,The Great Valoid Imperium,The Valoid Federation,82f9ee8fb4,Gliese 2.0-c,23531146.25,36410141.0,199.06,1,5000.0
EMP-128,The Zylarian AI Hegemony,Zylarian Directorate,08d81107e6,PSR 86396-b,8087734.23,0.0,90.2,0,5000.0
EMP-129,The Consolidated Allied Systems,Allied Sagittariian Systems,38a2dd884c,Pi Sagittarii-d,18690501.91,65005018.0,156.29,2,5000.0
EMP-130,The Great Cygnian Imperium,Cygnian Directorate,1c90d82c80,Delta Cygni-e,24060734.13,62294115.0,256.67,2,5000.0
EMP-131,The Great Consolidated Imperium,Consolidated Ian Worlds,a067552faf,Gaea I-b,16015372.7,0.0,133.89,0,5000.0
EMP-132,The Scientific Technocracy,Scientific Gaea-is Union,c6642b2284,Gaea I-c,29431402.49,39356120.0,258.85,1,5000.0
EMP-133,The Great Zelex Imperium,Zelex Directorate,a222a74ae8,TESS-8033-d,24216903.06,0.0,239.52,0,5000.0
EMP-134,The Great Scientific Imperium,Scientific Kaeluman Union,c235dc422c,TESS-8033-e,28516893.61,22207708.0,297.02,1,5000.0
EMP-135,The Great Unified Imperium,Unified Vesperari Council,9dbca7c528,TESS-8033-f,23586581.8,0.0,203.87,0,5000.0
EMP-136,The Great Scientific Imperium,Scientific Orionian Union,f714a79195,Epsilon Orionis-c,20963991.08,0.0,190.12,0,5000.0
EMP-137,The Great Orionian Imperium,Orionian Directorate,f6221e08e8,Epsilon Orionis-d,8182409.02,0.0,90.92,0,5000.0
EMP-138,The Great Xenoid Imperium,Xenoid Directorate,f0cb6b0a91,Gaia-7887-b,19046275.78,0.0,165.55,0,5000.0
EMP-139,The Scientific Technocracy,Scientific Kaeluman Union,609e70586f,Gaia-7887-c,24213006.13,27251148.0,182.27,1,5000.0
EMP-140,The Zelis AI Hegemony,Zelis Directorate,a866d8dcfc,Gaia-7887-d,7354477.02,0.0,84.59,0,5000.0
EMP-141,The Great Consolidated Imperium,Consolidated Valan Worlds,26a6b7dcc3,Gaia-7887-f,22040486.84,0.0,178.98,0,5000.0
EMP-142,The Great Scientific Imperium,Scientific Valan Union,7be35390be,Webb-9059-b,17151318.66,0.0,135.65,0,5000.0
EMP-143,The Unified AI Hegemony,Unified Thranari Council,87f864fe83,Webb-9059-c,21850093.81,0.0,164.94,0,5000.0
EMP-144,The Great Scientific Imperium,Scientific Thranite Union,3ba7df6ae1,Webb-9059-d,22999716.26,0.0,183.41,0,5000.0
EMP-145,The Great Unified Imperium,Unified Kaelumoid Council,edb45b6eec,Webb-9059-e,8182998.14,0.0,90.92,0,5000.0
EMP-146,The Consolidated Consolidated Systems,Consolidated Kaelumari Worlds,fe5ce1f2b8,HIP 201480-b,5685938.29,0.0,71.29,0,5000.0
EMP-147,The Great Unified Imperium,Unified Orionex Council,a31575c86a,HIP 201480-c,16578517.77,0.0,150.16,0,5000.0
EMP-148,The Unified Technocracy,Unified Theta-perseis Council,7652ec5c8d,Theta Persei-b,24192074.28,0.0,243.47,0,5000.0
EMP-149,The Sigma-orionis Star Empire,Sigma-orionis Commonwealth,98fbfa35fa,Sigma Orionis-e,15594816.69,0.0,157.34,0,5000.0
EMP-150,The Consolidated Consolidated Systems,Consolidated Solex Worlds,f0ada7121c,Webb-6199-d,27816441.32,47831498.0,209.19,2,5000.0
EMP-151,The Scientific Star Empire,Scientific Xenite Union,6eb9b1daf2,Webb-6199-e,23865332.45,0.0,218.62,0,5000.0
EMP-152,The Great Vesperis Imperium,The Vesperis Federation,07a0027478,Webb-6199-f,11886774.77,0.0,102.43,0,5000.0
EMP-153,The Great Scientific Imperium,Scientific Merite Union,187eb0978f,GDE-2341-d,28659755.66,25313689.0,252.54,1,5000.0
EMP-154,The Unified AI Hegemony,Unified Xenis Council,8bd71d17f7,TESS-2835-c,21016301.91,0.0,166.45,0,5000.0
EMP-155,The Allied Star Empire,Allied Soloid Systems,7f4ec7825c,TESS-2835-d,15970656.04,0.0,135.68,0,5000.0
EMP-156,The Great Unified Imperium,Unified Meris Council,a1d0ea467a,TESS-2835-e,24011030.72,0.0,225.5,0,5000.0
EMP-157,The Zylaran AI Hegemony,The Zylaran Federation,71d820677a,Gliese 837.0-c,13489681.18,26863604.0,119.53,1,5000.0
EMP-158,The Consolidated Aurelari Systems,Aurelari Directorate,6d2f3e5ed1,Gliese 837.0-d,22794965.11,0.0,178.71,0,5000.0
EMP-159,The Xenan Technocracy,Xenan Directorate,3339448f7c,Gliese 837.0-e,8182212.66,0.0,90.91,0,5000.0
EMP-160,The Scientific Technocracy,Scientific Eta-galacticis Union,be3191b575,Eta Galacticis-e,27112303.82,31842720.0,292.47,1,5000.0
EMP-161,The Consolidated Consolidated Systems,Consolidated Galacticite Worlds,63f01adf18,Eta Galacticis-f,16957323.42,19366678.0,172.24,1,5000.0
EMP-162,The Great Allied Imperium,Allied Bulgite Systems,b75dce1421,Chi Bulge-e,12607115.97,0.0,114.71,0,5000.0
EMP-163,The Great Allied Imperium,Allied Bulgan Systems,4c8e6a8540,Chi Bulge-g,19555528.72,25300150.0,169.07,1,5000.0
EMP-164,The Consolidated Unified Systems,Unified Orionoid Council,76c64a14d6,PSR 156692-b,19440657.4,0.0,168.48,0,5000.0
EMP-165,The Scientific Technocracy,Scientific Solan Union,517cb43ce0,TESS-9709-b,21920647.54,0.0,164.84,0,5000.0
EMP-166,The Great Kaelumian Imperium,Kaelumian Commonwealth,d378f96d17,TESS-9709-c,18770922.09,0.0,181.58,0,5000.0
EMP-167,The Orionian Technocracy,Orionian Directorate,7664b6b371,TESS-9709-d,18104361.16,0.0,139.19,0,5000.0
EMP-168,The Great Unified Imperium,Unified Aurelex Council,739bb87006,TESS-9709-e,17428866.08,0.0,137.16,0,5000.0
EMP-169,The Unified Technocracy,Unified Kaelumex Council,8853384409,HD 59434-c,25209531.56,30598481.0,189.31,1,5000.0
EMP-170,The Great Scientific Imperium,Scientific Persean Union,bda6417e80,Gamma Persei-b,15209274.38,0.0,119.01,0,5000.0
EMP-171,The Consolidated Persean Systems,The Persean Federation,56cd534bb7,Gamma Persei-c,17009077.69,0.0,173.05,0,5000.0
EMP-172,The Persean AI Hegemony,Persean Directorate,c6e77e6789,Gamma Persei-d,23899218.53,0.0,218.89,0,5000.0
EMP-173,The Perseite AI Hegemony,Perseite Directorate,ac4afd4a27,Gamma Persei-e,19546785.73,0.0,176.01,0,5000.0
EMP-174,The Scientific Star Empire,Scientific Aurelex Union,778b8b68c3,HR 27482-b,8182998.14,0.0,90.92,0,5000.0
EMP-175,The Great Scientific Imperium,Scientific Meran Union,c5213edcba,HR 27482-c,17209449.64,0.0,154.4,0,5000.0
EMP-176,The Great Zylaris Imperium,Zylaris Directorate,37b8da7a55,GDE-7733-b,23898946.52,0.0,219.29,0,5000.0
EMP-177,The Great Aurelari Imperium,Aurelari Directorate,c1803ec34d,GDE-4866a-b,6927382.71,0.0,81.27,0,5000.0
EMP-178,The Galactician Technocracy,Galactician Commonwealth,d957806d32,Sigma Galacticis-b,19119210.71,0.0,149.72,0,5000.0
EMP-179,The Great Unified Imperium,Unified Sigma-galacticis Council,fcda05fc4e,Sigma Galacticis-d,8182605.39,0.0,90.92,0,5000.0
EMP-180,The Great Galactican Imperium,Galactican Directorate,2320e9a617,Sigma Galacticis-e,21864080.04,0.0,203.76,0,5000.0
EMP-181,The Great Galactican Imperium,The Galactican Federation,75a58165a0,Sigma Galacticis-g,12206924.94,28858661.0,108.93,1,5000.0
EMP-182,The Consolidated Unified Systems,Unified Xenian Council,d5f12251b2,Gliese 663.0-c,22302248.8,0.0,170.98,0,5000.0
EMP-183,The Unified Technocracy,Unified Xenis Council,b4221d6e15,Gliese 663.0-d,23208725.26,0.0,189.58,0,5000.0
EMP-184,The Unified Technocracy,Unified Zylarex Council,b3ddaf54de,Gliese 663.0-e,23045623.47,0.0,184.87,0,5000.0
EMP-185,The Unified Star Empire,Unified Xenian Council,fa8159dac5,Gliese 663.0-f,22732524.18,0.0,238.3,0,5000.0
EMP-186,The Great Dominion Imperium,Dominion of Thranari,02e103d2b6,Gliese 663.0-g,7566436.77,0.0,86.23,0,5000.0
EMP-187,The Consolidated Thranis Systems,The Thranis Federation,b0eb206a08,TESS-5743b-c,8541454.25,0.0,72.29,0,5000.0
EMP-188,The Great Unified Imperium,Unified Meroid Council,529174abfd,TESS-5743b-d,8182801.77,0.0,90.92,0,5000.0
EMP-189,The Unified Technocracy,Unified Zylarian Council,658cf93cc4,TESS-5743b-e,25477475.83,0.0,296.19,0,5000.0
EMP-190,The Unified Technocracy,Unified Perseian Council,3b106fa102,Phi Persei-b,15835174.68,0.0,139.7,0,5000.0
EMP-191,The Allied Star Empire,Allied Phi-perseis Systems,cb6235e194,Phi Persei-c,20673306.84,0.0,154.49,0,5000.0
EMP-192,The Great Consolidated Imperium,Consolidated Prometheian Worlds,6a9427ac16,Prometheus-g,17377817.24,50930184.0,154.14,1,5000.0
EMP-193,The Great Unified Imperium,Unified Vesperis Council,094756ff65,HIP 246403-c,28862365.54,27651706.0,263.39,1,5000.0
EMP-194,The Aurelari Technocracy,Aurelari Directorate,e07661a882,HIP 246403-d,22822320.84,0.0,179.3,0,5000.0
EMP-195,The Consolidated Scientific Systems,Scientific Aurelan Union,d340e67e88,HR 58037-b,5356511.83,0.0,68.55,0,5000.0
EMP-196,The Great Scientific Imperium,Scientific Priman Union,78635879d1,Selene Prime-b,23920153.71,0.0,219.8,0,5000.0
EMP-197,The Primite Star Empire,Primite Directorate,71f4e16f01,Selene Prime-c,22241226.13,0.0,176.53,0,5000.0
EMP-198,The Great Scientific Imperium,Scientific Sagittarian Union,62149b123f,Eta Sagittarii-b,21980614.27,0.0,175.59,0,5000.0
EMP-199,The Iota-sagittariis Technocracy,Iota-sagittariis Directorate,4c3eb31272,Iota Sagittarii-b,23534090.03,0.0,265.81,0,5000.0
EMP-200,The Great Sagittarian Imperium,Sagittarian Directorate,460d2edc1f,Iota Sagittarii-c,6124578.34,0.0,74.87,0,5000.0
EMP-201,The Orionite Technocracy,Orionite Directorate,6c40e5c997,Upsilon Orionis-b,26702532.33,29749080.0,206.2,1,5000.0
EMP-202,The Great Scientific Imperium,Scientific Orionian Union,ce97697488,Upsilon Orionis-c,23494161.78,0.0,200.22,0,5000.0
EMP-203,The Scientific AI Hegemony,Scientific Orionite Union,4df0d9ee3b,Upsilon Orionis-e,22539536.02,0.0,227.32,0,5000.0
