tick,year,civilization_id,gdp,gdp_growth,treasury,capital_reserves,money_supply,inflation_rate,exchange_rate,purchasing_power_index,trade_volume,trade_balance
1,100,3be9d94e07,11727.81,11727.8096,0.0,16305.991745000001,117288300.0,1.1115409195201742,0.75,0.473,0.0,0.0
1,100,033668785c,13204.96,13204.9635,0.0,17209.11162,132059800.0,1.1115927207658105,0.75,0.473,0.0,0.0
1,100,f8a4edc83b,21386.98,21386.9756,0.0,28181.774309999993,213880000.0,1.1106267774008332,0.75,0.474,0.0,0.0
1,100,d2748466c9,12479.55,12479.545,0.0,34741.99977500001,124805700.0,1.1118900301925907,0.75,0.473,0.0,0.0
1,100,4a7ef72f37,21279.15,21279.1526,0.0,28280.748674999995,212801700.0,1.1108382931626446,0.75,0.474,0.0,0.0
1,100,23979e6a05,19285.93,19285.9348,1845.2819849999998,11381.61,192869500.0,0.30843303504658,0.75,0.765,0.0,0.0
1,100,b6e89e8b4d,8976.55,8976.5459,0.0,21750.441275000005,89775700.0,1.111799552033005,0.75,0.473,0.0,0.0
1,100,243eff68e3,15367.38,15367.3792,551.974209999999,14114.75,153684000.0,1.1055297640232586,0.75,0.475,0.0,0.0
1,100,9aa2eff7c3,100.0,100.0,0.0,8171.187999999998,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,5db2756626,12604.25,12604.2493,0.0,22287.182925,126052700.0,1.1117712941192304,0.75,0.473,0.0,0.0
1,100,37df7ce9be,13462.36,13462.3612,0.0,15627.991020000005,134633800.0,1.1114406411389033,0.75,0.474,0.0,0.0
1,100,63fff6610a,100.0,100.0,0.0,7825.312000000002,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,52d6d92e6b,10945.35,10945.3485,0.0,12833.195975000002,109463700.0,1.1110770096223332,0.75,0.474,0.0,0.0
1,100,ea27a17ca6,8827.06,8827.0555,0.0,13549.67027,88280800.0,1.1114282582296728,0.75,0.474,0.0,0.0
1,100,962632e3ac,12955.97,12955.9684,0.0,18992.132265000007,129569900.0,1.1116773905967052,0.75,0.473,0.0,0.0
1,100,0bfb7074dd,12047.6,12047.6031,0.0,30437.28340000001,120486200.0,1.1118704243826703,0.75,0.473,0.0,0.0
1,100,626215ebea,100.0,100.0,0.0,7546.758,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,d8145cd1f0,13136.04,13136.036,0.0,19765.16168,131370600.0,1.1117040139377454,0.75,0.473,0.0,0.0
1,100,7315025cfd,12615.56,12615.5617,0.0,18394.38102,126165800.0,1.1116550792475288,0.75,0.473,0.0,0.0
1,100,d853839dba,9938.48,9938.4831,0.0,43289.97566,99395000.0,1.1119209256414497,0.75,0.473,0.0,0.0
1,100,c56a0b9792,7156.99,7156.9948,0.0,16898.205655000005,71580100.0,1.111723010057605,0.75,0.473,0.0,0.0
1,100,2173a01d64,16489.17,16489.1698,0.0,28064.853765000007,164901900.0,1.1111101272074508,0.75,0.474,0.0,0.0
1,100,35390a1939,12587.89,12587.889,0.0,16490.718605000005,125889100.0,1.1078311052201821,0.75,0.474,0.0,0.0
1,100,6d4e0abb77,8628.15,8628.1484,0.0,16023.333674999996,86291700.0,1.1116532302690276,0.75,0.473,0.0,0.0
1,100,3a3695c8e9,16299.39,16299.3942,0.0,35637.768455000005,163004100.0,1.1108774305711622,0.75,0.474,0.0,0.0
1,100,494354518b,12776.72,12776.718,0.0,33026.10984,127777400.0,1.1118833956455887,0.75,0.473,0.0,0.0
1,100,a425d5c923,10222.27,10222.2652,0.0,17057.287314999998,102232900.0,1.1116826078816509,0.75,0.473,0.0,0.0
1,100,9cad00795f,8715.97,8715.9734,0.0,10282.532164999999,87169900.0,1.1109363868528443,0.75,0.474,0.0,0.0
1,100,155f4eead5,11788.08,11788.0812,0.0,17401.987960000002,117891000.0,1.1116612520671,0.75,0.473,0.0,0.0
1,100,35b25d7eaf,11094.73,11094.7345,0.0,20606.568685000002,110957500.0,1.1117571795041525,0.75,0.473,0.0,0.0
1,100,4e674c46b8,17765.34,17765.3446,1442.069530000003,11894.12,177663600.0,1.1108746192359549,0.75,0.474,0.0,0.0
1,100,e4a60e62b6,13423.19,13423.1882,0.0,18667.405054999996,134242100.0,1.1116599497518043,0.75,0.473,0.0,0.0
1,100,24423298c0,13443.52,13443.5163,0.0,18236.937939999996,134445400.0,1.1116397820199673,0.75,0.473,0.0,0.0
1,100,95985a8620,11696.23,11696.228,0.0,52268.809034999984,116972500.0,1.1119377725812818,0.75,0.473,0.0,0.0
1,100,80be4440e8,10469.67,10469.6694,0.0,27287.12281499999,104706900.0,1.1118503367007917,0.75,0.473,0.0,0.0
1,100,c7a93adf27,10450.23,10450.2336,0.0,19075.373734999997,104512500.0,1.1117232601916218,0.75,0.473,0.0,0.0
1,100,df2217070a,8591.64,8591.6411,0.0,15041.953380000004,85926600.0,1.1116111831041593,0.75,0.473,0.0,0.0
1,100,c64460376e,12843.57,12843.5681,0.0,23418.368065000002,128445900.0,1.1117934086095504,0.75,0.473,0.0,0.0
1,100,53e4b98264,12387.9,12387.9022,0.0,42877.81204999999,123889200.0,1.1119178920341692,0.75,0.473,0.0,0.0
1,100,14c594f145,19514.24,19514.2392,2126.1558800000003,10080.59,195152600.0,-0.05,0.75,1.053,0.0,0.0
1,100,abb26e55dc,100.0,100.0,0.0,8170.614000000002,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,075b3fb3b1,16247.44,16247.4373,45.71988000000101,17927.12,162484600.0,1.1089082184049979,0.75,0.474,0.0,0.0
1,100,d401178af2,12627.35,12627.3461,0.0,47777.38387500001,126283700.0,1.1119286507364419,0.75,0.473,0.0,0.0
1,100,6dfc531f16,15253.09,15253.0901,649.8103050000022,13441.37,152541100.0,1.1045750645442833,0.75,0.475,0.0,0.0
1,100,36b91772ac,19744.41,19744.4077,0.0,28487.929645000004,197454300.0,1.1107008943183572,0.75,0.474,0.0,0.0
1,100,3c983bfdab,12679.73,12679.7261,0.0,16941.621685000002,126807500.0,1.1115735480942999,0.75,0.473,0.0,0.0
1,100,db90f4ff25,20016.4,20016.4012,0.0,33747.5586,200174200.0,1.1118770472871933,0.75,0.473,0.0,0.0
1,100,cfec2df928,5737.96,5737.9597,0.0,6406.426820000001,57389800.0,0.7094123433184426,0.75,0.585,0.0,0.0
1,100,a189e2924d,6278.36,6278.362,0.0,10486.591419999999,62793800.0,1.1113252751234877,0.75,0.474,0.0,0.0
1,100,30e300e760,21840.89,21840.8907,1831.9410050000001,14358.45,218419100.0,1.1112739098241566,0.75,0.474,0.0,0.0
1,100,65ea513ebb,12818.05,12818.0472,0.0,21361.862725,128190700.0,1.111750382662491,0.75,0.473,0.0,0.0
1,100,6fbfc2a11d,13515.14,13515.1408,0.0,16970.103729999995,135161600.0,1.1115636313320436,0.75,0.473,0.0,0.0
1,100,bceea7e00e,12379.57,12379.5726,0.0,15893.147565000001,123805900.0,1.1115368264563112,0.75,0.473,0.0,0.0
1,100,9875fc03a4,11991.5,11991.5014,0.0,52674.32064999999,119925200.0,1.1119372308578954,0.75,0.473,0.0,0.0
1,100,81601b2e5e,11239.43,11239.4281,0.0,34075.33663499999,112404500.0,1.1118901121668112,0.75,0.473,0.0,0.0
1,100,72196fa906,9147.33,9147.3282,0.0,16736.297785000002,91483500.0,1.1116665156456946,0.75,0.473,0.0,0.0
1,100,3c4760ddea,7564.67,7564.6731,0.0,31488.648114999993,75656900.0,1.1118874478201075,0.75,0.473,0.0,0.0
1,100,9d578c755a,11793.3,11793.2957,475.15975000000003,10480.94,117943200.0,0.31119673447236484,0.75,0.763,0.0,0.0
1,100,23094db297,7434.24,7434.2413,0.0,11418.59218,74352600.0,1.1114339486799794,0.75,0.474,0.0,0.0
1,100,642e75a08d,16812.97,16812.9668,266.5591650000006,17342.74,168139900.0,1.1091954296487123,0.75,0.474,0.0,0.0
1,100,b619dd5fb5,18071.97,18071.9732,1129.4708650000007,13979.15,180729900.0,1.1076690510509482,0.75,0.474,0.0,0.0
1,100,e3ba98a843,11650.35,11650.3502,0.0,33871.13887500001,116513700.0,1.1118867231272553,0.75,0.473,0.0,0.0
1,100,50f9748c73,12189.97,12189.9698,244.8454650000008,12211.13,121909900.0,1.1105433834227594,0.75,0.474,0.0,0.0
1,100,3e1c9fe27e,12734.93,12734.934,0.0,19397.479485000003,127359500.0,1.1116980146922424,0.75,0.473,0.0,0.0
1,100,cb16d2a5bc,11956.81,11956.8121,0.0,28988.973945,119578300.0,1.1118588714189919,0.75,0.473,0.0,0.0
1,100,340e3912e2,100.0,100.0,0.0,7854.9140000000025,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,6ebb371c3c,15273.67,15273.6691,0.0,50455.26311499998,152746900.0,1.1114158736162092,0.75,0.474,0.0,0.0
1,100,1b37c066da,21986.27,21986.2672,0.0,27919.66801500001,219872900.0,1.108971662125609,0.75,0.474,0.0,0.0
1,100,f4a721a47f,10522.27,10522.269,0.0,14108.285214999998,105232900.0,1.1114910152176287,0.75,0.474,0.0,0.0
1,100,63d8758b53,8329.13,8329.1276,0.0,9734.964685,83301500.0,1.0963828703049432,0.75,0.477,0.0,0.0
1,100,415811daec,10963.21,10963.2121,0.0,24016.342044999998,109642300.0,1.111816962692915,0.75,0.473,0.0,0.0
1,100,cb312b9d86,21394.49,21394.4874,0.0,41833.374505,213955100.0,0.7115207209818111,0.75,0.584,0.0,0.0
1,100,53dc64803e,12552.61,12552.6123,0.0,16860.121645,125536300.0,1.1115774115867587,0.75,0.473,0.0,0.0
1,100,5b3c302325,19831.49,19831.4885,1212.3195050000068,15517.89,198325100.0,1.1083371138015672,0.75,0.474,0.0,0.0
1,100,947f74a852,19026.51,19026.5058,1555.4585949999996,12697.01,190275300.0,1.1052747652554946,0.75,0.475,0.0,0.0
1,100,7df05aba52,16989.97,16989.9679,0.0,36679.60536500001,169909900.0,1.1118944843308582,0.75,0.473,0.0,0.0
1,100,e23dc5e375,9361.7,9361.6991,0.0,17502.12275000001,93627200.0,1.111715972557737,0.75,0.473,0.0,0.0
1,100,77811a2fa9,100.0,100.0,0.0,6922.902,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,4a9574c523,13182.32,13182.3223,0.0,15752.574240000004,131833400.0,1.1114711021339374,0.75,0.474,0.0,0.0
1,100,e99c95009e,13608.45,13608.448,0.0,16990.333625000003,136094700.0,1.111562895116636,0.75,0.473,0.0,0.0
1,100,6957a14d13,19176.93,19176.9306,0.0,29475.25558499999,191779500.0,1.1118473744746562,0.75,0.473,0.0,0.0
1,100,2a34070c99,12579.24,12579.2386,0.0,15381.195279999998,125802600.0,1.1114557664182911,0.75,0.474,0.0,0.0
1,100,4c67325ea2,20343.19,20343.1867,1863.6257549999973,12480.87,203442100.0,0.30819722511370384,0.75,0.765,0.0,0.0
1,100,8eadd942b0,10954.61,10954.6122,0.0,47197.21244500001,109556300.0,1.111930264218635,0.75,0.473,0.0,0.0
1,100,d2f4557294,100.0,100.0,0.0,7138.972000000001,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,6657429a7c,12605.73,12605.7323,0.0,14551.408785000005,126067500.0,1.1113089674411392,0.75,0.474,0.0,0.0
1,100,5f5ebcf2f5,15912.99,15912.9891,0.0,22741.443554999998,159140100.0,1.1105178306371097,0.75,0.474,0.0,0.0
1,100,5578b4053f,19815.57,19815.5734,45.99746500000583,21979.37,198165900.0,1.1117309197170706,0.75,0.473,0.0,0.0
1,100,095464621d,21931.29,21931.2932,378.2879050000056,22537.01,219323100.0,1.1092790651084776,0.75,0.474,0.0,0.0
1,100,22e010a52d,10916.36,10916.3636,0.0,29173.457320000005,109173800.0,1.1118668575811415,0.75,0.473,0.0,0.0
1,100,a987357567,13157.88,13157.8768,653.0869599999994,11042.77,131589000.0,0.7102634683405694,0.75,0.585,0.0,0.0
1,100,cf1fb521d7,13136.98,13136.9831,0.0,20299.67321,131380000.0,1.1117207372022153,0.75,0.473,0.0,0.0
1,100,0895acc0af,17197.24,17197.2429,1107.4441800000009,13107.73,171982600.0,1.1059235649977701,0.75,0.475,0.0,0.0
1,100,cd650c58ff,13848.53,13848.5325,0.0,21514.137184999996,138495500.0,1.1117535411860096,0.75,0.473,0.0,0.0
1,100,208f64f5f9,16300.93,16300.9328,0.0,33563.039685,163019500.0,1.1118862585381675,0.75,0.473,0.0,0.0
1,100,a03b53100a,12664.09,12664.0914,0.0,26890.493605,126651100.0,1.1118363018466184,0.75,0.473,0.0,0.0
1,100,2640424e04,20535.84,20535.8411,102.98038000000179,22481.1,205368600.0,0.311414105523022,0.75,0.763,0.0,0.0
1,100,ad899b1ed9,14939.59,14939.5883,0.0,21512.448654999997,149406100.0,1.1117752194813477,0.75,0.473,0.0,0.0
1,100,b53d4251d2,12112.06,12112.0624,0.0,22006.63027,121130800.0,1.1117720108416613,0.75,0.473,0.0,0.0
1,100,2b4452e77b,100.0,100.0,0.0,8170.778,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,7994a1ada7,15092.36,15092.3575,0.0,33152.43011999998,150933800.0,1.1118852114004316,0.75,0.473,0.0,0.0
1,100,2b100070c5,17735.81,17735.8115,1317.5924450000002,12552.11,177368300.0,1.102588483110698,0.75,0.476,0.0,0.0
1,100,984d4d4161,100.0,100.0,0.0,6549.966,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,04b742dd38,17277.0,17277.0003,0.0,19865.7707,172780200.0,1.1106651294628596,0.75,0.474,0.0,0.0
1,100,82f9ee8fb4,18162.19,18162.1928,0.0,21830.210055000003,181632100.0,1.1097615904985325,0.75,0.474,0.0,0.0
1,100,08d81107e6,100.0,100.0,0.0,8131.253999999999,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,38a2dd884c,18278.58,18278.5789,1815.6690100000003,10401.67,182796000.0,1.098026964316258,0.75,0.477,0.0,0.0
1,100,1c90d82c80,12389.81,12389.8088,0.0,41883.207344999995,123908300.0,1.1108599170472024,0.75,0.474,0.0,0.0
1,100,a067552faf,10406.4,10406.4007,0.0,14214.429499999998,104074200.0,1.1115151167515651,0.75,0.473,0.0,0.0
1,100,c6642b2284,18347.29,18347.2862,0.0,32869.78980499999,183483100.0,1.1108230564455368,0.75,0.474,0.0,0.0
1,100,a222a74ae8,13253.45,13253.4487,0.0,38880.56692499999,132544700.0,1.1119056452688376,0.75,0.473,0.0,0.0
1,100,c235dc422c,22275.68,22275.6843,0.0,51603.77306,222767000.0,0.7117550536981548,0.75,0.584,0.0,0.0
1,100,9dbca7c528,11901.03,11901.0318,0.0,25301.187135,119020500.0,1.1118203839858156,0.75,0.473,0.0,0.0
1,100,f714a79195,12151.3,12151.2972,0.0,25955.771649999995,121523200.0,1.1118329767341508,0.75,0.473,0.0,0.0
1,100,f6221e08e8,100.0,100.0,0.0,8170.942000000003,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,f0cb6b0a91,11103.15,11103.1523,0.0,20154.182774999997,111041700.0,1.1117505849097178,0.75,0.473,0.0,0.0
1,100,609e70586f,18744.88,18744.8779,1785.6555599999988,11098.18,187459000.0,0.30650210532237143,0.75,0.765,0.0,0.0
1,100,a866d8dcfc,100.0,100.0,0.0,7812.848000000002,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,26a6b7dcc3,11463.45,11463.4512,0.0,18509.340025,114644700.0,1.1116784146555188,0.75,0.473,0.0,0.0
1,100,7be35390be,10590.05,10590.054,0.0,12022.569024999997,105910700.0,1.1110733350195539,0.75,0.474,0.0,0.0
1,100,87f864fe83,13089.25,13089.2545,303.25402500000246,12908.32,130902700.0,1.1109286525193698,0.75,0.474,0.0,0.0
1,100,3ba7df6ae1,12830.8,12830.8041,0.0,18310.788299999993,128318200.0,1.1116491962546622,0.75,0.473,0.0,0.0
1,100,edb45b6eec,100.0,100.0,0.0,8171.187999999998,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,fe5ce1f2b8,100.0,100.0,0.0,6999.736,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,a31575c86a,9518.28,9518.2774,0.0,19507.932559999997,95193000.0,1.1117560513207558,0.75,0.473,0.0,0.0
1,100,7652ec5c8d,18738.49,18738.4896,0.0,41695.271505000004,187395100.0,1.1119126612461923,0.75,0.473,0.0,0.0
1,100,98fbfa35fa,9379.62,9379.6233,0.0,24945.926190000002,93806400.0,1.1118399823204868,0.75,0.473,0.0,0.0
1,100,f0ada7121c,27194.4,27194.4011,3629.3619999999996,10454.96,271954200.0,0.29405922464945566,0.75,0.773,0.0,0.0
1,100,6eb9b1daf2,12778.32,12778.3236,0.0,30955.396739999996,127793400.0,1.1118690989193198,0.75,0.473,0.0,0.0
1,100,07a0027478,6822.22,6822.217,0.0,10774.374090000001,68232400.0,1.1113178917666164,0.75,0.474,0.0,0.0
1,100,187eb0978f,19068.63,19068.6323,0.0,32202.944535000002,190696500.0,1.1111684637415165,0.75,0.474,0.0,0.0
1,100,8bd71d17f7,12406.42,12406.4212,0.0,15900.213689999997,124074400.0,1.111534079295658,0.75,0.473,0.0,0.0
1,100,7f4ec7825c,9916.25,9916.2521,0.0,14996.012725,99172700.0,1.1115843263821286,0.75,0.473,0.0,0.0
1,100,a1d0ea467a,11687.44,11687.4448,0.0,33242.50398,116884600.0,1.1118835402882097,0.75,0.473,0.0,0.0
1,100,71d820677a,8607.57,8607.568,0.0,11085.718065,86085900.0,1.1077470578694169,0.75,0.474,0.0,0.0
1,100,6d2f3e5ed1,11951.08,11951.076,0.0,16628.473360000004,119521000.0,1.1115620222342664,0.75,0.473,0.0,0.0
1,100,3339448f7c,100.0,100.0,0.0,8170.859999999998,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,be3191b575,16534.73,16534.7313,0.0,51817.41928500001,165357500.0,1.1114995994120498,0.75,0.474,0.0,0.0
1,100,63f01adf18,9751.65,9751.6495,0.0,24848.698425000002,97526700.0,1.1111699729215265,0.75,0.474,0.0,0.0
1,100,b75dce1421,7850.21,7850.2118,0.0,14360.267445000005,78512300.0,1.1116256672572558,0.75,0.473,0.0,0.0
1,100,4c8e6a8540,14060.99,14060.9918,0.0,18020.639154999997,140620100.0,1.110047024163942,0.75,0.474,0.0,0.0
1,100,76c64a14d6,10651.1,10651.0995,0.0,20318.81585,106521200.0,1.1117546032831278,0.75,0.473,0.0,0.0
1,100,517cb43ce0,14388.49,14388.4942,621.5536050000023,12616.07,143895100.0,1.110790882679807,0.75,0.474,0.0,0.0
1,100,d378f96d17,11226.29,11226.2933,0.0,27557.98730500001,112273100.0,1.1118536486907036,0.75,0.473,0.0,0.0
1,100,7664b6b371,12012.83,12012.8337,646.4640350000004,9778.67,120138500.0,-0.05,0.75,1.053,0.0,0.0
1,100,739bb87006,12821.98,12821.9753,770.6828099999991,10007.84,128230000.0,-0.05,0.75,1.053,0.0,0.0
1,100,8853384409,16536.38,16536.376,1187.861810000004,11910.16,165374000.0,1.1007194093413601,0.75,0.476,0.0,0.0
1,100,bda6417e80,10766.97,10766.9658,515.4419650000023,9091.13,107679900.0,0.7100899857088672,0.75,0.585,0.0,0.0
1,100,56cd534bb7,9766.45,9766.449,0.0,28045.813624999995,97674700.0,1.1118624143174105,0.75,0.473,0.0,0.0
1,100,c6e77e6789,12786.69,12786.6881,0.0,30987.013804999995,127877100.0,1.1118716059523723,0.75,0.473,0.0,0.0
1,100,ac4afd4a27,11506.7,11506.6965,0.0,23389.00105,115077200.0,1.1118101818483501,0.75,0.473,0.0,0.0
1,100,778b8b68c3,100.0,100.0,0.0,8171.187999999998,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,c5213edcba,10539.21,10539.2112,0.0,19917.538045,105402300.0,1.1117572579527935,0.75,0.473,0.0,0.0
1,100,37b8da7a55,12463.96,12463.9624,0.0,31090.63892000001,124649800.0,1.1118703525303562,0.75,0.473,0.0,0.0
1,100,c1803ec34d,100.0,100.0,0.0,7617.524000000001,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,d957806d32,11183.31,11183.3055,0.0,13205.839895000001,111843300.0,1.1112529830624085,0.75,0.474,0.0,0.0
1,100,fcda05fc4e,100.0,100.0,0.0,8171.024000000001,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,2320e9a617,10388.1,10388.1042,0.0,29094.235650000002,103891200.0,1.1118621309921044,0.75,0.473,0.0,0.0
1,100,75a58165a0,7635.53,7635.5307,0.0,9667.464684999999,76365500.0,1.1063701936233397,0.75,0.475,0.0,0.0
1,100,d5f12251b2,12821.86,12821.8605,0.0,14690.36747,128228800.0,1.1113301814253804,0.75,0.474,0.0,0.0
1,100,b4221d6e15,12636.74,12636.7388,0.0,20373.403530000003,126377600.0,1.111730686355381,0.75,0.473,0.0,0.0
1,100,b3ddaf54de,13716.44,13716.4355,0.0,18999.744980000003,137174600.0,1.1116773455263822,0.75,0.473,0.0,0.0
1,100,fa8159dac5,10025.07,10025.0695,0.0,41256.73301499999,100260900.0,1.1119155558795353,0.75,0.473,0.0,0.0
1,100,02e103d2b6,100.0,100.0,0.0,7906.984000000002,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,b0eb206a08,6330.37,6330.3707,148.6486649999997,6088.4,63313900.0,-0.05,0.75,1.053,0.0,0.0
1,100,529174abfd,100.0,100.0,0.0,8171.106,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,658cf93cc4,11007.7,11007.7035,0.0,58842.31225,110087200.0,1.1119463037275845,0.75,0.473,0.0,0.0
1,100,3b106fa102,9315.34,9315.3449,0.0,16932.803530000005,93163600.0,1.111694112069738,0.75,0.473,0.0,0.0
1,100,cb6235e194,14057.65,14057.6529,923.6141249999989,10562.08,140586700.0,0.31121003147630055,0.75,0.763,0.0,0.0
1,100,6a9427ac16,13517.84,13517.8439,0.0,17852.27888,135188600.0,1.1089286866178216,0.75,0.474,0.0,0.0
1,100,094756ff65,22026.76,22026.7577,0.0,36838.38711999999,220277800.0,1.1113280941085182,0.75,0.474,0.0,0.0
1,100,e07661a882,11949.51,11949.5142,0.0,16815.522295000006,119505300.0,1.111582836717719,0.75,0.473,0.0,0.0
1,100,d340e67e88,100.0,100.0,0.0,6820.894,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,78635879d1,12952.06,12952.0635,0.0,31352.020869999997,129530800.0,1.1118713566932217,0.75,0.473,0.0,0.0
1,100,71f4e16f01,13082.91,13082.9063,0.0,17301.708495000006,130839300.0,1.1115997782303193,0.75,0.473,0.0,0.0
1,100,62149b123f,11697.29,11697.2898,0.0,17265.120905000003,116983100.0,1.1116175829350803,0.75,0.473,0.0,0.0
1,100,4c3eb31272,12219.58,12219.5794,0.0,51158.43751,122206000.0,1.1119361608956513,0.75,0.473,0.0,0.0
1,100,460d2edc1f,100.0,100.0,0.0,7227.45,1010200.0,-0.05,0.75,1.053,0.0,0.0
1,100,6c40e5c997,19604.25,19604.2509,989.9835250000028,16494.92,196052700.0,1.1084693762882265,0.75,0.474,0.0,0.0
1,100,ce97697488,11825.54,11825.5351,0.0,23984.965229999998,118265600.0,1.1118029938109377,0.75,0.473,0.0,0.0
1,100,4df0d9ee3b,10680.51,10680.5128,0.0,37306.693994999994,106815300.0,1.1119047302537783,0.75,0.473,0.0,0.0
1,100,5a236efd3f,21666.86,21666.8641,373.64627000000337,22262.37,216678800.0,1.108474861793,0.75,0.474,0.0,0.0
1,100,b8c054770f,20427.02,20427.0157,265.5497899999991,21454.31,204280400.0,0.31104007588617166,0.75,0.763,0.0,0.0
1,100,1bc76d1c73,16553.44,16553.4364,0.0,40742.38127999999,165544600.0,1.1111856651059,0.75,0.474,0.0,0.0
1,100,1c4722b997,19894.08,19894.0821,0.0,41150.66266,198951000.0,0.7115041405162522,0.75,0.584,0.0,0.0
1,100,0e67dd57aa,11868.51,11868.5118,0.0,15319.193994999998,118695300.0,1.1115686255075368,0.75,0.473,0.0,0.0
1,100,88977397af,13474.49,13474.4856,0.0,15549.103905,134755100.0,1.111441171788623,0.75,0.474,0.0,0.0
1,100,84a3d643c9,18403.45,18403.4491,0.0,23143.191425000005,184044700.0,1.1104348137583098,0.75,0.474,0.0,0.0
1,100,19190c022d,14062.97,14062.9721,505.22646500000155,12892.5,140639900.0,1.1066540856066533,0.75,0.475,0.0,0.0
1,100,cadd62d564,12695.45,12695.4466,0.0,33198.082825,126964700.0,1.1118817378810077,0.75,0.473,0.0,0.0
1,100,d0016e25b4,17351.64,17351.6411,0.0,49324.896679999976,173526600.0,1.111562790048977,0.75,0.473,0.0,0.0
1,100,724362e429,7734.85,7734.8474,0.0,12074.376525000001,77358700.0,1.1084233517144235,0.75,0.474,0.0,0.0
1,100,2b478a564d,6640.61,6640.6107,0.0,11272.842444999998,66416300.0,1.1114309836561749,0.75,0.474,0.0,0.0
