civilization_id,name,species_id,species_name,planet_id,population,tech_level,research_points,tech_tier,tech_stage_name,energy_source,energy_output_watts,kardashev_rating,government_type,stability_score,corruption_score,innovation_score,civilization_age
70a115d461,Consolidated Aurelite Worlds,aa2e4d154d,Aurelite,a8517fe13d,51121989652.083626,7.3947,6446535.43,7,Antimatter Civilization,Antimatter,4.69735e+22,1.6672,Technocracy,19.0794544251458,45.88867523474717,52.35350898018156,67541.0
26b5626b6c,Scientific Thranan Union,fe56724f6e,Thranan,0177a51953,18106687032.776985,9.7253,243829902.35,9,Galactic Civilization,Galactic Energy Grid,5.86265e+35,2.9768,Technocracy,26.851945342414155,20.833330677607393,63.20912139072506,68349.0
8a41c4ac34,Valis Directorate,ac99efee5d,Valis,77b10c76f1,20786298303.250042,9.2012,112804438.17,9,Galactic Civilization,Dyson Sphere,5.6006e+30,2.4748,AI Governance,63.72979926868932,21.506297405138618,56.42441489846,380847.0
15286fa1f5,Consolidated Zelari Worlds,1c421f2ab4,Zelari,0c3cb54d90,8294002579.636591,10.003,313434344.96,10,Transcendent Civilization,Galactic Energy Grid,6.0014999999999996e+35,2.9778,Scientific Council,43.431979920704606,25.351260718188218,60.073605971622996,455188.0
ec5efdeb2d,The Bulgite Federation,ac9684481b,Bulgite,2835dcbe39,0.0,7.1289,3789176.7,7,Antimatter Civilization,Antimatter,4.56445e+22,1.6659,Technocracy,0.0,0.0,0.0,89957.0
2f0954acad,Scientific Aethelgardian Union,192fd7b889,Aethelgardian,d14470e66b,55166325115.05239,9.3208,142695639.12,9,Galactic Civilization,Dyson Sphere,5.6604e+30,2.4753,AI Governance,37.91902101383484,20.799792986645915,74.44927138200504,188627.0
c7c9fca9a1,Unified Aethelgardis Council,141f3758c2,Aethelgardis,a515d160f9,22950975452.754158,10.0104,315748413.46,10,Transcendent Civilization,Galactic Energy Grid,6.0052e+35,2.9779,Federation,63.78783060407485,13.520484849464125,48.938138521142086,340297.0
511ff78315,Allied Zeta-cygnis Systems,164c580b81,Zeta-cygnis,c0b4416fc0,10139402977.36924,9.852,275510518.61,9,Galactic Civilization,Galactic Energy Grid,5.926e+35,2.9773,Scientific Council,3.623300337354303,29.794104521259364,49.54672280906566,478882.0
95cba99a70,Consolidated Aureloid Worlds,6da1f95f5d,Aureloid,38554c70e7,16170556399.673672,9.1588,102211588.13,9,Galactic Civilization,Dyson Sphere,5.5794e+30,2.4747,Technocracy,50.0,16.900641259491472,60.92701908016593,306528.0
73cb158d41,Unified Vesperari Council,986b35293e,Vesperari,e2077d40a4,16450515040.420273,10.0073,314776320.54,10,Transcendent Civilization,Galactic Energy Grid,6.0036500000000005e+35,2.9778,Scientific Council,31.508559890613366,23.749086597377154,67.20436805352891,440183.0
7419a59432,Unified Merari Council,342609e51c,Merari,f524f881d3,19765365416.18741,10.0107,315834829.2,10,Transcendent Civilization,Galactic Energy Grid,6.00535e+35,2.9779,Technocracy,60.44631281040234,24.18118544352887,75.13621071605412,310226.0
bb1351012f,Zylarian Directorate,b62fd80ce0,Zylarian,fc20f1db2a,53537767619.65355,9.5254,193859641.62,9,Galactic Civilization,Galactic Energy Grid,5.7626999999999996e+35,2.9761,Monarchy,14.144778305261191,24.434414735036345,24.67045762183463,428910.0
3be9d94e07,Unified Kaelumoid Council,01391b6097,Kaelumoid,ceb849c6ff,14030656904.238884,10.0062,314439115.01,10,Transcendent Civilization,Galactic Energy Grid,6.0030999999999996e+35,2.9778,Democracy,43.721152704772635,23.103956864631776,53.27486125701232,483192.0
033668785c,The Solis Federation,1d0c6362de,Solis,2bc9664750,15832428131.354408,9.8383,272082338.35,9,Galactic Civilization,Galactic Energy Grid,5.91915e+35,2.9772,Scientific Council,11.069530020641913,22.5620914486881,43.82257504697255,382054.0
f8a4edc83b,Consolidated Xenoid Worlds,02a14994ea,Xenoid,8724c84304,38170985595.169,10.0098,315577996.25,10,Transcendent Civilization,Galactic Energy Grid,6.0049e+35,2.9779,AI Governance,50.0,24.002991329381246,29.875290992514596,71627.0
d2748466c9,Scientific Xenis Union,bafb98ec44,Xenis,202a3af108,58586976948.46237,10.0235,319851924.45,10,Transcendent Civilization,Galactic Energy Grid,6.01175e+35,2.9779,Scientific Council,30.139120220986175,17.63082575242889,73.42204650564766,440240.0
4a7ef72f37,The Bulgite Federation,a36903482c,Bulgite,45178b6506,42355154228.68135,8.0653,15767249.18,8,Dyson Swarm Civilization,Dyson Swarm,5.03265e+26,2.0702,Collective,51.924714599391116,27.253105240724466,42.62556535990324,21462.0
23979e6a05,Unified Persean Council,7cd3317ac3,Persean,8a94f397dc,5507430871.276724,8.6279,43897232.01,8,Dyson Swarm Civilization,Dyson Swarm,5.3139500000000005e+26,2.0725,Scientific Council,18.091781516865368,24.107032315635227,73.6781274710823,167313.0
b6e89e8b4d,Allied Chi-perseis Systems,aec32f8e49,Chi-perseis,f16b9f7d7e,32560482437.314125,8.067,15850457.41,8,Dyson Swarm Civilization,Dyson Swarm,5.0335e+26,2.0702,Democracy,50.0,27.512346977262002,36.001431779982454,37830.0
243eff68e3,Sigma-bulgis Directorate,f9e734f82c,Sigma-bulgis,4670e74d95,8224498453.573843,10.0025,313296051.52,10,Transcendent Civilization,Galactic Energy Grid,6.001249999999999e+35,2.9778,Scientific Council,50.0,25.968971816272678,30.259281511404946,421906.0
9aa2eff7c3,Persean Directorate,7b5137f2cc,Persean,0f21771c61,0.0,10.0009,312769912.7,10,Transcendent Civilization,Galactic Energy Grid,6.00045e+35,2.9778,Collective,0.0,0.0,0.0,145728.0
5db2756626,Unified Zelian Council,57e6a6a3f0,Zelian,0d8a7c37a4,28169178755.5455,10.0125,316392519.02,10,Transcendent Civilization,Galactic Energy Grid,6.00625e+35,2.9779,Scientific Council,10.958631482024511,22.226307498958015,61.46704336825558,115972.0
37df7ce9be,Unified Xenoid Council,437d5d93f7,Xenoid,279c6debf9,11514241634.51113,10.005,314059842.31,10,Transcendent Civilization,Galactic Energy Grid,6.0025000000000004e+35,2.9778,Collective,61.60219033214764,26.414564773069248,38.02888329207698,55109.0
63fff6610a,Meris Directorate,89c3f7ee76,Meris,1071cb51c1,0.0,9.5791,207263750.68,9,Galactic Civilization,Galactic Energy Grid,5.78955e+35,2.9763,Scientific Council,0.0,0.0,0.0,55470.0
52d6d92e6b,Unified Xenoid Council,fc156808a6,Xenoid,43f9bbcdb6,6998286935.284809,9.4824,183093218.33,9,Galactic Civilization,Dyson Sphere,5.7412e+30,2.4759,Monarchy,67.20837149427629,25.779311527018002,26.881876140615873,329060.0
ea27a17ca6,The Meris Federation,497ec7b569,Meris,566e95ee2b,11360147201.293766,8.7035,47673548.96,8,Dyson Swarm Civilization,Dyson Swarm,5.35175e+26,2.0728,Collective,50.0,25.747075344174807,51.609624197553636,235043.0
962632e3ac,Zylarex Directorate,daddfcdede,Zylarex,4abd655836,19968644224.76642,10.0067,314609265.13,10,Transcendent Civilization,Galactic Energy Grid,6.00335e+35,2.9778,Monarchy,59.52228984285079,26.792728971306214,30.40567471596579,493379.0
0bfb7074dd,Scientific Xenite Union,4d0e16cec3,Xenite,473c3c2fa5,49987524393.86873,9.1813,107824567.57,9,Galactic Civilization,Dyson Sphere,5.59065e+30,2.4747,Scientific Council,9.695760067119712,23.115840355889613,56.596699418126825,415805.0
626215ebea,Scientific Xenoid Union,a0359b4250,Xenoid,962da5ac1f,0.0,9.2394,122346850.67,9,Galactic Civilization,Dyson Sphere,5.6197e+30,2.475,Technocracy,0.0,0.0,0.0,143252.0
d8145cd1f0,Aurelite Commonwealth,3d14686243,Aurelite,6e985c9ca2,21765450540.564293,10.0061,314417512.1,10,Transcendent Civilization,Galactic Energy Grid,6.00305e+35,2.9778,Collective,20.508316993087387,29.023938332314177,38.353001637575105,444494.0
7315025cfd,Unified Aurelari Council,de4762bc06,Aurelari,f08590922d,18676300848.14737,10.0088,315255439.12,10,Transcendent Civilization,Galactic Energy Grid,6.0044e+35,2.9778,Scientific Council,32.057733725538334,25.498298673162072,64.26622404854804,281295.0
d853839dba,Allied Zelite Systems,08ac4985df,Zelite,137aa285ad,81746549772.76732,9.5018,187950829.18,9,Galactic Civilization,Galactic Energy Grid,5.7509e+35,2.976,Democracy,23.16139976156707,21.421964274969454,44.45332068413055,107996.0
c56a0b9792,Allied Elysiis Systems,18f3783c60,Elysiis,d551c2bfb3,23751718395.54722,7.0078,2577803.07,7,Antimatter Civilization,Antimatter,4.503899999999999e+22,1.6654,Scientific Council,50.0,33.13221634523699,13.807125999804821,17725.0
2173a01d64,Allied Elysiian Systems,bf2ffdd69b,Elysiian,9c817bff31,45604748164.6393,7.3718,6218290.48,7,Antimatter Civilization,Antimatter,4.6859e+22,1.6671,Collective,14.403008975629525,21.380810825575626,26.893073699661773,9094.0
35390a1939,Valari Directorate,e8fb5d040e,Valari,3cd9fd968f,15834405506.570118,9.1151,91273549.03,9,Galactic Civilization,Dyson Sphere,5.55755e+30,2.4745,Democracy,24.205354299366977,21.581081823003558,54.94941656441856,116483.0
6d4e0abb77,Scientific Zelan Union,d3d084887d,Zelan,5421f321f0,18822504996.292206,8.0386,14428652.63,8,Dyson Swarm Civilization,Dyson Swarm,5.019300000000001e+26,2.0701,Federation,71.90744009359034,8.31818291100861,39.42839040469967,59032.0
3a3695c8e9,Consolidated Galactican Worlds,9013ec6cab,Galactican,06fbf6dcab,61583519041.31387,8.665,45751141.87,8,Dyson Swarm Civilization,Dyson Swarm,5.2728500000000004e+26,2.0722,Monarchy,30.568429443014626,25.62321116274919,22.391047248727137,59067.0
494354518b,Unified Zylarite Council,54a1054fa1,Zylarite,46386ddb85,54260859802.69292,10.0199,318723604.23,10,Transcendent Civilization,Galactic Energy Grid,6.0099499999999995e+35,2.9779,Technocracy,55.175938184026904,16.14434988590925,57.524051728956124,122307.0
a425d5c923,Allied Thranari Systems,08353dddc8,Thranari,11c0a12eb9,20566606694.861435,8.0299,13993320.84,8,Dyson Swarm Civilization,Dyson Swarm,5.01495e+26,2.07,Scientific Council,12.975095286243569,27.779222784879842,54.48003064460119,21303.0
9cad00795f,Allied Aethelgardian Systems,35bb39eaae,Aethelgardian,5c79b088ab,6164330907.089082,7.3448,5947904.29,7,Antimatter Civilization,Antimatter,4.6724e+22,1.667,Scientific Council,52.07385464155521,20.068933329318185,42.26985025375623,32744.0
155f4eead5,The Aethelgardan Federation,a2ba48f521,Aethelgardan,90ff26504b,19171164786.9905,8.7575,50374649.64,8,Dyson Swarm Civilization,Dyson Swarm,5.3787500000000004e+26,2.0731,Democracy,31.151277291793473,25.2987969000907,54.49518837036679,102513.0
35b25d7eaf,Unified Aethelgardis Council,5fa7c15cbf,Aethelgardis,4ed82904aa,26689635757.90677,9.0792,82307779.42,9,Galactic Civilization,Dyson Sphere,5.5396e+30,2.4743,Scientific Council,50.0,31.02578907094621,76.7997236548957,401682.0
4e674c46b8,Aethelgardan Directorate,41d0154270,Aethelgardan,cfed9b9501,5646453775.954166,9.0709,80227900.71,9,Galactic Civilization,Dyson Sphere,5.53545e+30,2.4743,AI Governance,62.232486428527466,20.596874645869743,59.86313443362387,357342.0
e4a60e62b6,Unified Zeloid Council,f6b507013c,Zeloid,1f848c8972,18944171787.118584,10.0064,314493737.37,10,Transcendent Civilization,Galactic Energy Grid,6.0032e+35,2.9778,Democracy,12.72672006401352,6.1463779181155065,48.616191624983536,153061.0
24423298c0,Scientific Zylaroid Union,c39b365091,Zylaroid,4699d07dc1,17883112985.44689,10.0069,314659449.82,10,Transcendent Civilization,Galactic Energy Grid,6.00345e+35,2.9778,Scientific Council,30.4913184882425,20.086905818925324,64.19989993894377,118254.0
95985a8620,Xenan Directorate,975b343640,Xenan,417ec54e78,101662604093.57663,10.0552,329753236.07,10,Transcendent Civilization,Galactic Energy Grid,6.027599999999999e+35,2.978,Technocracy,50.0,16.529960410808876,86.96988420076832,338516.0
80be4440e8,Kaelumis Directorate,662a6ca336,Kaelumis,7b9f34bf7d,42387828173.971695,9.533,195747968.91,9,Galactic Civilization,Galactic Energy Grid,5.7664999999999995e+35,2.9761,AI Governance,50.0,24.213971874721672,77.6089089711869,95358.0
c7a93adf27,The Thranis Federation,dcddb106c6,Thranis,2f3886be03,23429469926.73979,9.0027,63169171.59,9,Galactic Civilization,Dyson Sphere,5.50135e+30,2.474,Monarchy,50.0,21.23432660383621,40.21111065727456,190150.0
df2217070a,Allied Thranari Systems,71ee5f9cd4,Thranari,b5f45fccf7,16460303773.960732,8.032,14097735.43,8,Dyson Swarm Civilization,Dyson Swarm,5.016e+26,2.07,Technocracy,20.003525978770266,27.533248630900477,48.454630097366994,381876.0
c64460376e,Gamma-orionis Directorate,3c2140184a,Gamma-orionis,9fe5a745b7,31225399082.336452,9.8042,263553835.11,9,Galactic Civilization,Galactic Energy Grid,5.9020999999999995e+35,2.9771,Collective,17.67872345603426,11.136964374543396,37.721751882648306,334519.0
53e4b98264,Unified Orionian Council,32f19520eb,Orionian,acf9b7df5c,78467552004.35712,10.0278,321183347.13,10,Transcendent Civilization,Galactic Energy Grid,6.013899999999999e+35,2.9779,Scientific Council,29.38941555538217,24.57866609367299,53.49618235598997,144458.0
14c594f145,Unified Orionian Council,652bf7d892,Orionian,515b327449,159575950.33589935,10.0008,312756277.06,10,Transcendent Civilization,Galactic Energy Grid,6.0004e+35,2.9778,Monarchy,66.91888413695531,23.42679091689263,49.03618882984762,248343.0
abb26e55dc,Consolidated Orionian Worlds,5d80eb3edd,Orionian,fbbfdec657,0.0,10.0002,312575731.85,10,Transcendent Civilization,Galactic Energy Grid,6.000099999999999e+35,2.9778,Federation,0.0,0.0,0.0,61424.0
075b3fb3b1,Unified Theta-orionis Council,ec6524c344,Theta-orionis,c6978ae190,15839837480.848846,10.0072,314743610.13,10,Transcendent Civilization,Galactic Energy Grid,6.003599999999999e+35,2.9778,Scientific Council,45.87360873690081,20.714254423241226,71.18746730449382,494928.0
d401178af2,Theta-orionis Commonwealth,9f7e7061c9,Theta-orionis,528c9adeed,90301484480.82834,10.0262,320691872.5,10,Transcendent Civilization,Galactic Energy Grid,6.0131e+35,2.9779,Collective,50.0,26.08251784268576,40.001188239430746,366776.0
6dfc531f16,Unified Xenis Council,40c89631a2,Xenis,2715964379,6877140649.805342,10.0028,313374036.31,10,Transcendent Civilization,Galactic Energy Grid,6.0014e+35,2.9778,Scientific Council,5.017947558220805,24.390241234500188,56.19523762707291,148780.0
36b91772ac,Unified Orionis Council,635c574f83,Orionis,89f259818b,39718980599.07764,10.0188,318361481.54,10,Transcendent Civilization,Galactic Energy Grid,6.0094e+35,2.9779,Scientific Council,40.284711518586384,23.16238564353685,67.90293161230687,492981.0
3c983bfdab,Unified Vesperari Council,946494d0bc,Vesperari,8e83767a17,15104592468.16188,10.007,314681791.88,10,Transcendent Civilization,Galactic Energy Grid,6.0035e+35,2.9778,Scientific Council,42.277993079430935,21.59010498576082,75.22949103943401,97960.0
db90f4ff25,Unified Xenan Council,3a85b46f37,Xenan,a2ac10fa69,52399483347.643364,10.0249,320292661.36,10,Transcendent Civilization,Galactic Energy Grid,6.01245e+35,2.9779,Democracy,27.79764162995596,28.59211336987963,56.1235565576372,124828.0
cfec2df928,Consolidated Zylarex Worlds,db53a7de83,Zylarex,7095ce8818,1276400422.4937172,5.8045,421796.15,5,Interstellar Age,Fusion,3.90225e+18,1.2591,Federation,69.69426074171588,22.4677265060525,31.258843196922232,95455.0
a189e2924d,The Thranian Federation,b42026719c,Thranian,1948d23f66,9796884628.952988,6.3853,1270529.67,6,Fusion Civilization,Fusion,4.1926500000000005e+18,1.2622,Federation,30.84747465305653,26.674583204844996,39.71907869182407,41867.0
30e300e760,Scientific Sagittariite Union,1ca802a695,Sagittariite,b26a3e63b5,8709102744.890442,10.0039,313726248.08,10,Transcendent Civilization,Galactic Energy Grid,6.0019499999999995e+35,2.9778,AI Governance,64.98179438729734,20.885077795039138,54.960793195456446,412953.0
65ea513ebb,Unified Sagittarian Council,926a4782c8,Sagittarian,785229f66e,25809053963.542763,10.0108,315864120.59,10,Transcendent Civilization,Galactic Energy Grid,6.0054e+35,2.9779,Democracy,50.0,40.84203746026224,63.90115511029853,65276.0
6fbfc2a11d,Unified Orionite Council,9b123f8982,Orionite,1fc99a3a6f,14761363316.737677,10.005,314058058.53,10,Transcendent Civilization,Galactic Energy Grid,6.0025000000000004e+35,2.9778,Collective,20.4303703629761,21.66517577012196,42.38622893617077,153504.0
bceea7e00e,Unified Orionan Council,9ae0ef0054,Orionan,b1f4fb5b0d,13694050074.259418,9.5085,189618029.33,9,Galactic Civilization,Galactic Energy Grid,5.75425e+35,2.976,Technocracy,40.42481162934218,22.104560353730385,60.096773713291434,331651.0
9875fc03a4,Orionian Directorate,f3c5fe6026,Orionian,99b841f32e,102684393886.69765,9.9652,303805882.8,9,Galactic Civilization,Galactic Energy Grid,5.9825999999999996e+35,2.9777,Scientific Council,17.1767500251351,22.094898878694373,61.24095930795032,230869.0
81601b2e5e,Unified Sigma-orionis Council,fff659107c,Sigma-orionis,0c516c0189,57576119165.56639,10.0252,320373844.86,10,Transcendent Civilization,Galactic Energy Grid,6.0126e+35,2.9779,AI Governance,30.0,37.93054893792786,47.76469911654881,371999.0
72196fa906,Sigma-orionis Commonwealth,0fcbf2a56f,Sigma-orionis,ee70302cc3,19517883434.16301,8.4309,34046931.33,8,Dyson Swarm Civilization,Dyson Swarm,5.21545e+26,2.0717,Monarchy,14.46640216286298,32.28231855582529,19.12439191099518,326035.0
3c4760ddea,Zelis Commonwealth,3fec554b38,Zelis,92c55418c0,58263214555.61415,7.4436,6935901.16,7,Antimatter Civilization,Antimatter,4.7218e+22,1.6674,Federation,51.46349676805559,6.310258273212043,38.565208188452665,6726.0
9d578c755a,Scientific Zelian Union,bcb6000c25,Zelian,3eb0faf107,960289222.4986687,10.0008,312760610.12,10,Transcendent Civilization,Galactic Energy Grid,6.0004e+35,2.9778,Technocracy,62.55106108294478,22.84373980372591,91.53138198366955,150718.0
23094db297,Allied Solian Systems,f48bc86d8a,Solian,ac94618135,11688708757.804543,6.2877,1075467.49,6,Fusion Civilization,Fusion,4.1438500000000005e+18,1.2617,Democracy,50.0,34.71174176247289,29.63996920902008,26012.0
642e75a08d,Scientific Thranan Union,b585cd6f2c,Thranan,2ca7e3cc0d,14670478570.334356,10.0075,314849280.58,10,Transcendent Civilization,Galactic Energy Grid,6.00375e+35,2.9778,Scientific Council,69.0712343694836,23.710237735385014,73.2676116122021,206514.0
b619dd5fb5,Scientific Thranan Union,60073d8b75,Thranan,8892ee6162,8813295933.800451,9.5725,205614568.07,9,Galactic Civilization,Galactic Energy Grid,5.7862499999999996e+35,2.9762,Technocracy,56.91654425381329,21.943853341847273,64.64368820885227,468541.0
e3ba98a843,Unified Valoid Council,caa3ba6d06,Valoid,297bcff199,56876332035.639175,10.0236,319864345.46,10,Transcendent Civilization,Galactic Energy Grid,6.0118e+35,2.9779,Scientific Council,22.87359171663755,11.343462305584788,70.6561886737703,278360.0
50f9748c73,Scientific Vesperex Union,ae375b447e,Vesperex,320504c43f,4417661932.40452,10.0023,313223138.74,10,Transcendent Civilization,Galactic Energy Grid,6.00115e+35,2.9778,Scientific Council,57.656246595601885,26.157347828040788,56.538328968016714,293570.0
3e1c9fe27e,Cygnian Directorate,2583ffbec7,Cygnian,ec36c4508f,21351534777.021393,9.8647,278671322.19,9,Galactic Civilization,Galactic Energy Grid,5.9323499999999994e+35,2.9773,Monarchy,50.0,18.60758501405656,63.870561064017764,205647.0
cb16d2a5bc,Gamma-cygnis Directorate,be7138fa29,Gamma-cygnis,8737f6ce71,44831732208.49959,10.0156,317388711.52,10,Transcendent Civilization,Galactic Energy Grid,6.007799999999999e+35,2.9779,Technocracy,0.0,38.76572262040532,44.52282570574084,434394.0
340e3912e2,Cygnite Directorate,0ba0bffcee,Cygnite,671fb36525,0.0,9.6152,216293114.52,9,Galactic Civilization,Galactic Energy Grid,5.8076e+35,2.9764,Scientific Council,0.0,0.0,0.0,238877.0
6ebb371c3c,The Tau-galacticis Federation,1f9c4aac2b,Tau-galacticis,884af2a3f7,95527156447.77945,10.0191,318455217.06,10,Transcendent Civilization,Galactic Energy Grid,6.00955e+35,2.9779,Scientific Council,50.0,23.805458749334843,32.35967592406276,215837.0
1b37c066da,Valis Commonwealth,5bd103b4b7,Valis,416ac5e217,41168584610.86165,8.0419,14595971.46,8,Dyson Swarm Civilization,Dyson Swarm,5.0209500000000004e+26,2.0701,Collective,50.0,35.588301020841755,31.24558556184794,92164.0
f4a721a47f,Gamma-galacticis Directorate,1aa7e87acc,Gamma-galacticis,71eef858e4,12545696927.433353,8.3692,30961611.93,8,Dyson Swarm Civilization,Dyson Swarm,5.1846e+26,2.0715,Technocracy,49.142473550465475,22.18031662781282,69.88178335491435,408902.0
63d8758b53,The Aurelex Federation,9eaeb209b0,Aurelex,778bc621cb,6816356469.595808,6.4475,1395017.83,6,Fusion Civilization,Fusion,4.22375e+18,1.2626,Democracy,67.2809712365631,23.888588602711692,47.75406932658253,48570.0
415811daec,Solian Directorate,feda408bc2,Solian,ae20509c54,35454360077.0734,8.8879,56892528.16,8,Dyson Swarm Civilization,Dyson Sphere,5.44395e+30,2.4736,Monarchy,21.88370983420911,25.391248933254012,30.441986881240183,89540.0
cb312b9d86,Aurelex Directorate,8667876292,Aurelex,79baa0b6b8,71420029436.16968,10.0317,322406908.46,10,Transcendent Civilization,Galactic Energy Grid,6.0158500000000005e+35,2.9779,Monarchy,50.0,33.25754295710775,73.7321354159466,105899.0
53dc64803e,Scientific Orionian Union,84f119e9e0,Orionian,ae286cb20d,14968392801.938131,10.0074,314807258.57,10,Transcendent Civilization,Galactic Energy Grid,6.0037e+35,2.9778,AI Governance,28.057519933384977,28.630320024315022,68.60240193355207,296417.0
5b3c302325,Scientific Bulgian Union,dddde40742,Bulgian,6a90d75784,11022782919.866156,10.0065,314537096.3,10,Transcendent Civilization,Galactic Energy Grid,6.00325e+35,2.9778,Scientific Council,67.33773875980158,23.22875899010942,67.16309940450788,201603.0
947f74a852,Allied Sagittariite Systems,56919b39f4,Sagittariite,255232d77f,5466632893.369352,9.9637,303421153.5,9,Galactic Civilization,Galactic Energy Grid,5.98185e+35,2.9777,Technocracy,56.723109392452905,21.38547978807059,38.887228617013804,42422.0
7df05aba52,Unified Sagittarian Council,39d83700dc,Sagittarian,1f6522eea4,61059753202.25043,10.0252,320369460.88,10,Transcendent Civilization,Galactic Energy Grid,6.0126e+35,2.9779,Scientific Council,45.91040235257815,25.872956951033416,66.38270585749622,310404.0
e23dc5e375,Republic of Galactician,8c7d568fc2,Galactician,092e7aa9ac,23067813512.16989,7.5364,7863937.32,7,Antimatter Civilization,Antimatter,4.7682e+22,1.6678,Monarchy,54.86891754319563,24.762228142846435,29.07319467635893,73578.0
77811a2fa9,Gaeian Directorate,b0322fb9ef,Gaeian,27476467dc,0.0,8.4786,36431705.81,8,Dyson Swarm Civilization,Dyson Swarm,5.2393e+26,2.0719,Federation,0.0,0.0,0.0,51967.0
4a9574c523,Scientific Kaelumite Union,5e97513080,Kaelumite,86de6549a6,11958578181.910946,10.0046,313924697.35,10,Transcendent Civilization,Galactic Energy Grid,6.0023e+35,2.9778,Technocracy,36.49813236208006,20.891809453278018,66.34886174186038,447669.0
e99c95009e,Merex Directorate,857cffdd10,Merex,3173db71bf,14459361325.6585,10.1574,361675591.99,10,Transcendent Civilization,Galactic Energy Grid,6.0032e+35,2.9778,AI Governance,41.29699781555366,18.532850498684947,67.83680599355493,210529.0
6957a14d13,Xenian Directorate,63d0477abd,Xenian,c69da4fe7b,42183343593.0331,10.1322,353807430.59,10,Transcendent Civilization,Galactic Energy Grid,6.066099999999999e+35,2.9783,Federation,1.913399004751028,23.15895619855554,47.84938624120336,471473.0
2a34070c99,Consolidated Persean Worlds,13bafecc0f,Persean,76694745c9,11852772210.121752,9.755,251250481.27,9,Galactic Civilization,Galactic Energy Grid,5.8775000000000005e+35,2.9769,Scientific Council,30.451595831467586,20.966588255945496,55.74557732672805,52223.0
4c67325ea2,Unified Persean Council,74a561cc88,Persean,d6ccfb6850,5014335484.736709,9.9737,305937088.02,9,Galactic Civilization,Galactic Energy Grid,5.9868499999999994e+35,2.9777,Technocracy,66.53264369063731,20.524349722132495,73.81237707088522,367106.0
8eadd942b0,Scientific Phi-perseis Union,0681eaadf5,Phi-perseis,14a73a1424,91072773156.11719,9.3502,150050736.71,9,Galactic Civilization,Dyson Sphere,5.675099999999999e+30,2.4754,AI Governance,20.445559058853377,19.559220922139968,66.04400417603253,273729.0
d2f4557294,Perseian Directorate,555c688818,Perseian,7d92a78965,0.0,8.7421,49606888.91,8,Dyson Swarm Civilization,Dyson Swarm,5.371050000000001e+26,2.073,Technocracy,0.0,0.0,0.0,346030.0
6657429a7c,Unified Ignis-ivis Council,71e6ad47ab,Ignis-ivis,8c22edd0c2,9319098062.324574,10.0033,313539993.24,10,Transcendent Civilization,Galactic Energy Grid,6.0016499999999996e+35,2.9778,Federation,37.932804378664514,36.94439894592089,41.374346712341584,455619.0
