agreement_id,party_a_id,party_b_id,agreement_type,tariff_rate,volume_limit,active_ticks,trade_volume,trade_profit
TR-AGR-0047,35b25d7eaf,c2fe0ab024,Resource Alliance,0.06,155.34,0,0.0,0.0
TR-AGR-0048,4e674c46b8,63d8758b53,Resource Alliance,0.06,200.34,0,0.0,0.0
TR-AGR-0049,4e674c46b8,15474381ae,Trade Deal,0.09,271.33,0,0.0,0.0
TR-AGR-0050,24423298c0,f004cb791e,Economic Alliance,0.03,321.74,0,0.0,0.0
TR-AGR-0051,24423298c0,66d46fcd47,Economic Alliance,0.03,326.41,0,0.0,0.0
TR-AGR-0052,95985a8620,3e1c9fe27e,Trade Deal,0.09,146.43,0,0.0,0.0
TR-AGR-0053,95985a8620,db90f4ff25,Resource Alliance,0.06,381.46,0,0.0,0.0
TR-AGR-0054,80be4440e8,626215ebea,Trade Deal,0.09,119.22,0,0.0,0.0
TR-AGR-0055,c7a93adf27,f94aaeed85,Trade Deal,0.09,249.85,0,0.0,0.0
TR-AGR-0056,c64460376e,9696ce2491,Trade Deal,0.09,370.87,0,0.0,0.0
TR-AGR-0057,c64460376e,4c8e6a8540,Trade Deal,0.09,424.48,0,0.0,0.0
TR-AGR-0058,53e4b98264,fba15f0324,Resource Alliance,0.06,182.67,0,0.0,0.0
TR-AGR-0059,abb26e55dc,415811daec,Resource Alliance,0.06,109.31,0,0.0,0.0
TR-AGR-0060,075b3fb3b1,5d94c085f5,Resource Alliance,0.06,115.67,0,0.0,0.0
TR-AGR-0061,6dfc531f16,13b6f1c19c,Trade Deal,0.09,330.37,0,0.0,0.0
TR-AGR-0062,36b91772ac,ea27a17ca6,Trade Deal,0.09,472.3,0,0.0,0.0
TR-AGR-0063,36b91772ac,8a41c4ac34,Trade Deal,0.09,461.02,0,0.0,0.0
TR-AGR-0064,cfec2df928,f61290c372,Resource Alliance,0.06,370.71,0,0.0,0.0
TR-AGR-0065,a189e2924d,467216187a,Trade Deal,0.09,412.52,0,0.0,0.0
TR-AGR-0066,30e300e760,5f5ebcf2f5,Resource Alliance,0.06,489.7,0,0.0,0.0
TR-AGR-0067,6fbfc2a11d,22c13af7a1,Trade Deal,0.09,382.5,0,0.0,0.0
TR-AGR-0068,6fbfc2a11d,faf8d4b64a,Trade Deal,0.09,193.29,0,0.0,0.0
TR-AGR-0069,81601b2e5e,927dbfac0b,Resource Alliance,0.06,269.69,0,0.0,0.0
TR-AGR-0070,72196fa906,95cba99a70,Resource Alliance,0.06,201.47,0,0.0,0.0
TR-AGR-0071,9d578c755a,8a78a0e229,Economic Alliance,0.03,291.09,0,0.0,0.0
TR-AGR-0072,9d578c755a,556d6c2378,Trade Deal,0.09,189.44,0,0.0,0.0
TR-AGR-0073,9d578c755a,c235dc422c,Resource Alliance,0.06,491.16,0,0.0,0.0
TR-AGR-0074,23094db297,1a2a63b5eb,Trade Deal,0.09,117.36,0,0.0,0.0
TR-AGR-0075,b619dd5fb5,61dc46303f,Resource Alliance,0.06,378.3,0,0.0,0.0
TR-AGR-0076,e3ba98a843,3ba7df6ae1,Economic Alliance,0.03,212.39,0,0.0,0.0
TR-AGR-0077,50f9748c73,4bf29f7756,Trade Deal,0.09,234.26,0,0.0,0.0
TR-AGR-0078,3e1c9fe27e,b7f420628f,Trade Deal,0.09,131.09,0,0.0,0.0
TR-AGR-0079,3e1c9fe27e,7315025cfd,Trade Deal,0.09,379.26,0,0.0,0.0
TR-AGR-0080,cb16d2a5bc,6c40e5c997,Resource Alliance,0.06,373.89,0,0.0,0.0
TR-AGR-0081,340e3912e2,8dcb447d0f,Trade Deal,0.09,429.01,0,0.0,0.0
TR-AGR-0082,6ebb371c3c,2c6958242d,Resource Alliance,0.06,467.67,0,0.0,0.0
TR-AGR-0083,6ebb371c3c,c4f121b6c1,Trade Deal,0.09,446.43,0,0.0,0.0
TR-AGR-0084,1b37c066da,faf8d4b64a,Resource Alliance,0.06,292.15,0,0.0,0.0
TR-AGR-0085,f4a721a47f,abb26e55dc,Trade Deal,0.09,327.63,0,0.0,0.0
TR-AGR-0086,63d8758b53,3be9d94e07,Trade Deal,0.09,402.83,0,0.0,0.0
TR-AGR-0087,415811daec,edb45b6eec,Economic Alliance,0.03,151.66,0,0.0,0.0
TR-AGR-0088,415811daec,155f4eead5,Economic Alliance,0.03,182.89,0,0.0,0.0
TR-AGR-0089,415811daec,83775e646f,Trade Deal,0.09,243.27,0,0.0,0.0
TR-AGR-0090,cb312b9d86,8bd71d17f7,Trade Deal,0.09,408.93,0,0.0,0.0
TR-AGR-0091,53dc64803e,22e010a52d,Trade Deal,0.09,402.05,0,0.0,0.0
TR-AGR-0092,5b3c302325,0130446f7e,Economic Alliance,0.03,185.19,0,0.0,0.0
TR-AGR-0093,947f74a852,6a9427ac16,Trade Deal,0.09,335.97,0,0.0,0.0
TR-AGR-0094,947f74a852,28d83c4b42,Economic Alliance,0.03,461.66,0,0.0,0.0
TR-AGR-0095,7df05aba52,d378f96d17,Resource Alliance,0.06,348.83,0,0.0,0.0
TR-AGR-0096,4a9574c523,b8c054770f,Resource Alliance,0.06,130.35,0,0.0,0.0
TR-AGR-0097,4a9574c523,ed8eb43829,Trade Deal,0.09,333.91,0,0.0,0.0
TR-AGR-0098,e99c95009e,5d262aaec3,Economic Alliance,0.03,306.09,0,0.0,0.0
TR-AGR-0099,2a34070c99,bb1351012f,Trade Deal,0.09,148.25,0,0.0,0.0
TR-AGR-0100,4c67325ea2,26b5626b6c,Trade Deal,0.09,151.5,0,0.0,0.0
TR-AGR-0101,8eadd942b0,c87f4b2d09,Resource Alliance,0.06,136.92,0,0.0,0.0
TR-AGR-0102,8eadd942b0,3a3695c8e9,Resource Alliance,0.06,250.91,0,0.0,0.0
TR-AGR-0103,6657429a7c,e13216033f,Economic Alliance,0.03,314.64,0,0.0,0.0
TR-AGR-0104,5f5ebcf2f5,15286fa1f5,Resource Alliance,0.06,285.01,0,0.0,0.0
TR-AGR-0105,095464621d,2640424e04,Resource Alliance,0.06,325.59,0,0.0,0.0
TR-AGR-0106,22e010a52d,3557fb1c6f,Trade Deal,0.09,456.21,0,0.0,0.0
TR-AGR-0107,0895acc0af,55c2a4dc5e,Trade Deal,0.09,213.51,0,0.0,0.0
TR-AGR-0108,0895acc0af,a500abb373,Trade Deal,0.09,343.02,0,0.0,0.0
TR-AGR-0109,0895acc0af,764f599826,Resource Alliance,0.06,494.61,0,0.0,0.0
TR-AGR-0110,cd650c58ff,bbf8578e8c,Trade Deal,0.09,140.71,0,0.0,0.0
TR-AGR-0111,208f64f5f9,8e65d7f5b1,Trade Deal,0.09,458.71,0,0.0,0.0
TR-AGR-0112,a03b53100a,3a375c2f6d,Trade Deal,0.09,378.78,0,0.0,0.0
TR-AGR-0113,2640424e04,c235dc422c,Resource Alliance,0.06,471.75,0,0.0,0.0
TR-AGR-0114,2640424e04,d2748466c9,Resource Alliance,0.06,407.8,0,0.0,0.0
TR-AGR-0115,2b100070c5,e3ba98a843,Economic Alliance,0.03,372.6,0,0.0,0.0
TR-AGR-0116,04b742dd38,22091a7056,Resource Alliance,0.06,432.25,0,0.0,0.0
TR-AGR-0117,04b742dd38,33e625a829,Economic Alliance,0.03,473.18,0,0.0,0.0
TR-AGR-0118,82f9ee8fb4,f6221e08e8,Resource Alliance,0.06,251.69,0,0.0,0.0
TR-AGR-0119,82f9ee8fb4,f8c1278b86,Resource Alliance,0.06,329.79,0,0.0,0.0
TR-AGR-0120,38a2dd884c,d427d38a9f,Resource Alliance,0.06,463.15,0,0.0,0.0
TR-AGR-0121,a067552faf,fcda05fc4e,Trade Deal,0.09,275.5,0,0.0,0.0
TR-AGR-0122,c6642b2284,2ed96a351c,Economic Alliance,0.03,462.59,0,0.0,0.0
TR-AGR-0123,a222a74ae8,626215ebea,Resource Alliance,0.06,475.93,0,0.0,0.0
TR-AGR-0124,a222a74ae8,862f6cbc45,Economic Alliance,0.03,377.49,0,0.0,0.0
TR-AGR-0125,a222a74ae8,ec5efdeb2d,Trade Deal,0.09,313.38,0,0.0,0.0
TR-AGR-0126,c235dc422c,a38e0777cd,Trade Deal,0.09,160.67,0,0.0,0.0
TR-AGR-0127,c235dc422c,947f74a852,Trade Deal,0.09,157.25,0,0.0,0.0
TR-AGR-0128,9dbca7c528,7994a1ada7,Resource Alliance,0.06,314.59,0,0.0,0.0
TR-AGR-0129,f714a79195,0ed21e60e5,Resource Alliance,0.06,300.92,0,0.0,0.0
TR-AGR-0130,f714a79195,9d449a31b9,Trade Deal,0.09,263.58,0,0.0,0.0
TR-AGR-0131,f6221e08e8,1c90d82c80,Trade Deal,0.09,317.09,0,0.0,0.0
TR-AGR-0132,f0cb6b0a91,70a115d461,Resource Alliance,0.06,190.94,0,0.0,0.0
TR-AGR-0133,f0cb6b0a91,3be9d94e07,Resource Alliance,0.06,345.98,0,0.0,0.0
TR-AGR-0134,609e70586f,26a6b7dcc3,Economic Alliance,0.03,337.19,0,0.0,0.0
TR-AGR-0135,26a6b7dcc3,155f4eead5,Resource Alliance,0.06,473.75,0,0.0,0.0
TR-AGR-0136,7be35390be,c59e7444f5,Trade Deal,0.09,149.87,0,0.0,0.0
TR-AGR-0137,87f864fe83,f8c1278b86,Resource Alliance,0.06,307.54,0,0.0,0.0
TR-AGR-0138,3ba7df6ae1,98fbfa35fa,Resource Alliance,0.06,397.7,0,0.0,0.0
TR-AGR-0139,3ba7df6ae1,ce97697488,Resource Alliance,0.06,101.85,0,0.0,0.0
TR-AGR-0140,3ba7df6ae1,e47a782635,Resource Alliance,0.06,265.8,0,0.0,0.0
TR-AGR-0141,fe5ce1f2b8,764f599826,Resource Alliance,0.06,170.55,0,0.0,0.0
TR-AGR-0142,fe5ce1f2b8,f61290c372,Economic Alliance,0.03,113.55,0,0.0,0.0
TR-AGR-0143,fe5ce1f2b8,63f01adf18,Trade Deal,0.09,332.24,0,0.0,0.0
TR-AGR-0144,a31575c86a,8bd71d17f7,Trade Deal,0.09,171.21,0,0.0,0.0
TR-AGR-0145,7652ec5c8d,354b63d6d6,Economic Alliance,0.03,173.79,0,0.0,0.0
TR-AGR-0146,98fbfa35fa,2b478a564d,Resource Alliance,0.06,459.22,0,0.0,0.0
TR-AGR-0147,98fbfa35fa,5db2756626,Trade Deal,0.09,349.99,0,0.0,0.0
TR-AGR-0148,6eb9b1daf2,2c6958242d,Resource Alliance,0.06,313.78,0,0.0,0.0
TR-AGR-0149,6eb9b1daf2,a987357567,Trade Deal,0.09,162.1,0,0.0,0.0
TR-AGR-0150,07a0027478,55c2a4dc5e,Trade Deal,0.09,478.45,0,0.0,0.0
TR-AGR-0151,187eb0978f,ee9099d9b7,Trade Deal,0.09,162.46,0,0.0,0.0
TR-AGR-0152,8bd71d17f7,5087e1422a,Economic Alliance,0.03,302.2,0,0.0,0.0
TR-AGR-0153,7f4ec7825c,ed8eb43829,Resource Alliance,0.06,361.1,0,0.0,0.0
TR-AGR-0154,7f4ec7825c,55c2a4dc5e,Trade Deal,0.09,197.27,0,0.0,0.0
TR-AGR-0155,a1d0ea467a,11452e96e6,Trade Deal,0.09,181.99,0,0.0,0.0
TR-AGR-0156,63f01adf18,4e674c46b8,Trade Deal,0.09,145.7,0,0.0,0.0
TR-AGR-0157,b75dce1421,d8145cd1f0,Trade Deal,0.09,203.16,0,0.0,0.0
TR-AGR-0158,4c8e6a8540,4b4e90bd89,Trade Deal,0.09,107.36,0,0.0,0.0
TR-AGR-0159,76c64a14d6,08d81107e6,Trade Deal,0.09,209.62,0,0.0,0.0
TR-AGR-0160,76c64a14d6,c7c9fca9a1,Trade Deal,0.09,298.99,0,0.0,0.0
TR-AGR-0161,517cb43ce0,208f64f5f9,Trade Deal,0.09,206.6,0,0.0,0.0
TR-AGR-0162,517cb43ce0,b91403ddc4,Economic Alliance,0.03,329.32,0,0.0,0.0
TR-AGR-0163,d378f96d17,ff559623e3,Resource Alliance,0.06,118.79,0,0.0,0.0
TR-AGR-0164,7664b6b371,08caaac3af,Resource Alliance,0.06,136.13,0,0.0,0.0
TR-AGR-0165,7664b6b371,2c6958242d,Trade Deal,0.09,255.72,0,0.0,0.0
TR-AGR-0166,739bb87006,76c64a14d6,Resource Alliance,0.06,344.16,0,0.0,0.0
TR-AGR-0167,739bb87006,82b29167c3,Trade Deal,0.09,474.73,0,0.0,0.0
TR-AGR-0168,739bb87006,db90f4ff25,Trade Deal,0.09,207.96,0,0.0,0.0
TR-AGR-0169,8853384409,7652ec5c8d,Economic Alliance,0.03,408.36,0,0.0,0.0
TR-AGR-0170,8853384409,65ea513ebb,Resource Alliance,0.06,391.28,0,0.0,0.0
TR-AGR-0171,8853384409,06f00def5a,Resource Alliance,0.06,339.31,0,0.0,0.0
TR-AGR-0172,56cd534bb7,5a9f1f61c7,Resource Alliance,0.06,208.86,0,0.0,0.0
TR-AGR-0173,c6e77e6789,2173a01d64,Resource Alliance,0.06,154.73,0,0.0,0.0
TR-AGR-0174,ac4afd4a27,80be4440e8,Resource Alliance,0.06,134.68,0,0.0,0.0
TR-AGR-0175,778b8b68c3,2b478a564d,Economic Alliance,0.03,492.23,0,0.0,0.0
TR-AGR-0176,c5213edcba,df2217070a,Trade Deal,0.09,115.77,0,0.0,0.0
TR-AGR-0177,c1803ec34d,2c6958242d,Resource Alliance,0.06,488.42,0,0.0,0.0
TR-AGR-0178,d957806d32,3339448f7c,Trade Deal,0.09,292.42,0,0.0,0.0
TR-AGR-0179,fcda05fc4e,a7f6005fd2,Trade Deal,0.09,276.41,0,0.0,0.0
TR-AGR-0180,75a58165a0,2705d84a32,Resource Alliance,0.06,284.78,0,0.0,0.0
TR-AGR-0181,d5f12251b2,c3662e3808,Trade Deal,0.09,103.79,0,0.0,0.0
TR-AGR-0182,b4221d6e15,8e65d7f5b1,Resource Alliance,0.06,332.3,0,0.0,0.0
TR-AGR-0183,fa8159dac5,7be35390be,Resource Alliance,0.06,386.22,0,0.0,0.0
TR-AGR-0184,02e103d2b6,187eb0978f,Resource Alliance,0.06,464.14,0,0.0,0.0
TR-AGR-0185,529174abfd,a7f6005fd2,Resource Alliance,0.06,335.42,0,0.0,0.0
TR-AGR-0186,529174abfd,340ef3ab81,Resource Alliance,0.06,477.89,0,0.0,0.0
TR-AGR-0187,658cf93cc4,14c594f145,Resource Alliance,0.06,397.34,0,0.0,0.0
TR-AGR-0188,658cf93cc4,c98968025a,Economic Alliance,0.03,477.09,0,0.0,0.0
TR-AGR-0189,658cf93cc4,abb26e55dc,Economic Alliance,0.03,118.78,0,0.0,0.0
TR-AGR-0190,6a9427ac16,73cb158d41,Resource Alliance,0.06,403.3,0,0.0,0.0
TR-AGR-0191,e07661a882,556d6c2378,Resource Alliance,0.06,423.81,0,0.0,0.0
TR-AGR-0192,e07661a882,60a971a839,Economic Alliance,0.03,102.03,0,0.0,0.0
TR-AGR-0193,d340e67e88,75447b1ce9,Resource Alliance,0.06,143.79,0,0.0,0.0
TR-AGR-0194,d340e67e88,f2bbbfc167,Economic Alliance,0.03,440.48,0,0.0,0.0
TR-AGR-0195,78635879d1,47e406daef,Resource Alliance,0.06,328.53,0,0.0,0.0
TR-AGR-0196,71f4e16f01,d8145cd1f0,Resource Alliance,0.06,451.45,0,0.0,0.0
TR-AGR-0197,71f4e16f01,a31575c86a,Resource Alliance,0.06,198.11,0,0.0,0.0
TR-AGR-0198,62149b123f,df2217070a,Trade Deal,0.09,233.6,0,0.0,0.0
TR-AGR-0199,62149b123f,35390a1939,Resource Alliance,0.06,142.33,0,0.0,0.0
TR-AGR-0200,62149b123f,7f4ec7825c,Resource Alliance,0.06,163.44,0,0.0,0.0
TR-AGR-0201,4c3eb31272,35390a1939,Trade Deal,0.09,430.33,0,0.0,0.0
TR-AGR-0202,4c3eb31272,ac70f57b73,Trade Deal,0.09,397.4,0,0.0,0.0
TR-AGR-0203,ce97697488,4c8e6a8540,Resource Alliance,0.06,107.37,0,0.0,0.0
TR-AGR-0204,4df0d9ee3b,47e406daef,Trade Deal,0.09,353.05,0,0.0,0.0
TR-AGR-0205,5a236efd3f,962632e3ac,Trade Deal,0.09,169.5,0,0.0,0.0
TR-AGR-0206,5a236efd3f,dc652af4e1,Economic Alliance,0.03,383.27,0,0.0,0.0
TR-AGR-0207,1bc76d1c73,f929aa33ac,Resource Alliance,0.06,359.03,0,0.0,0.0
TR-AGR-0208,1c4722b997,32d2bbd884,Resource Alliance,0.06,408.16,0,0.0,0.0
TR-AGR-0209,1c4722b997,c7a93adf27,Trade Deal,0.09,287.42,0,0.0,0.0
TR-AGR-0210,88977397af,f9c2058d1a,Trade Deal,0.09,219.35,0,0.0,0.0
TR-AGR-0211,88977397af,5fec320399,Resource Alliance,0.06,209.3,0,0.0,0.0
TR-AGR-0212,84a3d643c9,5d6505f12a,Trade Deal,0.09,463.81,0,0.0,0.0
TR-AGR-0213,d0016e25b4,b75dce1421,Resource Alliance,0.06,112.45,0,0.0,0.0
TR-AGR-0214,2b478a564d,0e67dd57aa,Resource Alliance,0.06,163.7,0,0.0,0.0
TR-AGR-0215,2b478a564d,22b55b78e2,Resource Alliance,0.06,437.91,0,0.0,0.0
TR-AGR-0216,999c5041c4,3a375c2f6d,Resource Alliance,0.06,113.01,0,0.0,0.0
TR-AGR-0217,61397f1d85,075b3fb3b1,Economic Alliance,0.03,285.84,0,0.0,0.0
TR-AGR-0218,61397f1d85,f83f785370,Resource Alliance,0.06,216.67,0,0.0,0.0
TR-AGR-0219,61397f1d85,c87f4b2d09,Trade Deal,0.09,115.85,0,0.0,0.0
TR-AGR-0220,ca40b2e629,9875fc03a4,Trade Deal,0.09,107.35,0,0.0,0.0
TR-AGR-0221,80d9c3cc28,ce97697488,Trade Deal,0.09,476.5,0,0.0,0.0
TR-AGR-0222,bcfcfb49cf,4836a15586,Resource Alliance,0.06,133.0,0,0.0,0.0
TR-AGR-0223,9568bafb15,cd650c58ff,Trade Deal,0.09,228.84,0,0.0,0.0
TR-AGR-0224,47e406daef,b9be6a525a,Resource Alliance,0.06,480.62,0,0.0,0.0
TR-AGR-0225,096fc37df4,65ea513ebb,Trade Deal,0.09,383.62,0,0.0,0.0
TR-AGR-0226,096fc37df4,55c2a4dc5e,Economic Alliance,0.03,350.12,0,0.0,0.0
TR-AGR-0227,0ed21e60e5,5d94c085f5,Trade Deal,0.09,292.36,0,0.0,0.0
TR-AGR-0228,0ed21e60e5,82f9ee8fb4,Resource Alliance,0.06,392.64,0,0.0,0.0
TR-AGR-0229,5a9f1f61c7,8dcb447d0f,Trade Deal,0.09,346.3,0,0.0,0.0
TR-AGR-0230,5a9f1f61c7,a31575c86a,Resource Alliance,0.06,172.85,0,0.0,0.0
TR-AGR-0231,02fd90e690,6edc6616b2,Trade Deal,0.09,299.28,0,0.0,0.0
TR-AGR-0232,02fd90e690,19190c022d,Trade Deal,0.09,498.53,0,0.0,0.0
TR-AGR-0233,61550040fc,98e5a44c50,Resource Alliance,0.06,128.88,0,0.0,0.0
TR-AGR-0234,f0fcb8f048,eacab5ee97,Trade Deal,0.09,397.08,0,0.0,0.0
TR-AGR-0235,9a629191f0,c1803ec34d,Trade Deal,0.09,111.76,0,0.0,0.0
TR-AGR-0236,9a629191f0,5573af18db,Economic Alliance,0.03,460.28,0,0.0,0.0
TR-AGR-0237,33e625a829,340ef3ab81,Resource Alliance,0.06,464.95,0,0.0,0.0
TR-AGR-0238,71073d1e77,cb16d2a5bc,Trade Deal,0.09,249.14,0,0.0,0.0
TR-AGR-0239,71073d1e77,4836a15586,Resource Alliance,0.06,127.65,0,0.0,0.0
TR-AGR-0240,03fca7f787,edb45b6eec,Resource Alliance,0.06,443.19,0,0.0,0.0
TR-AGR-0241,03fca7f787,9d449a31b9,Resource Alliance,0.06,339.49,0,0.0,0.0
TR-AGR-0242,939c53fc68,996190e522,Trade Deal,0.09,194.42,0,0.0,0.0
TR-AGR-0243,98e5a44c50,075b3fb3b1,Trade Deal,0.09,242.69,0,0.0,0.0
TR-AGR-0244,98e5a44c50,5a236efd3f,Trade Deal,0.09,437.67,0,0.0,0.0
TR-AGR-0245,ee6f8a466e,62149b123f,Economic Alliance,0.03,141.32,0,0.0,0.0
TR-AGR-0246,bc259c8444,75a58165a0,Resource Alliance,0.06,489.24,0,0.0,0.0
TR-AGR-0247,bc259c8444,626215ebea,Resource Alliance,0.06,295.54,0,0.0,0.0
TR-AGR-0248,fc41667c54,f1337406a3,Trade Deal,0.09,157.42,0,0.0,0.0
TR-AGR-0249,b4e38b5ba0,3e1c9fe27e,Trade Deal,0.09,364.65,0,0.0,0.0
TR-AGR-0250,b4e38b5ba0,2640424e04,Resource Alliance,0.06,107.01,0,0.0,0.0
TR-AGR-0251,ed8eb43829,111ab1a74e,Economic Alliance,0.03,418.2,0,0.0,0.0
TR-AGR-0252,c4d87c45ee,4e674c46b8,Resource Alliance,0.06,330.87,0,0.0,0.0
TR-AGR-0253,c4d87c45ee,8e65d7f5b1,Economic Alliance,0.03,119.28,0,0.0,0.0
TR-AGR-0254,62a7129a59,63f01adf18,Trade Deal,0.09,400.97,0,0.0,0.0
TR-AGR-0255,1e3994853e,81601b2e5e,Resource Alliance,0.06,451.41,0,0.0,0.0
TR-AGR-0256,75912c8e4c,d401178af2,Economic Alliance,0.03,325.38,0,0.0,0.0
TR-AGR-0257,d07bc4ae63,b7f420628f,Trade Deal,0.09,318.27,0,0.0,0.0
TR-AGR-0258,d07bc4ae63,e13216033f,Economic Alliance,0.03,347.8,0,0.0,0.0
TR-AGR-0259,9696ce2491,2c89a9e0dc,Resource Alliance,0.06,291.67,0,0.0,0.0
TR-AGR-0260,7036dbff3e,80d9c3cc28,Trade Deal,0.09,252.08,0,0.0,0.0
TR-AGR-0261,c98968025a,762d1b3438,Resource Alliance,0.06,313.44,0,0.0,0.0
TR-AGR-0262,c98968025a,8196db66b3,Trade Deal,0.09,319.77,0,0.0,0.0
TR-AGR-0263,9d449a31b9,0ad458611c,Trade Deal,0.09,178.31,0,0.0,0.0
TR-AGR-0264,12f8de3472,f27ca4fefa,Economic Alliance,0.03,124.11,0,0.0,0.0
TR-AGR-0265,55c2a4dc5e,28728de334,Resource Alliance,0.06,368.04,0,0.0,0.0
TR-AGR-0266,55c2a4dc5e,71d820677a,Trade Deal,0.09,332.37,0,0.0,0.0
TR-AGR-0267,3779c3fe76,4836a15586,Economic Alliance,0.03,265.42,0,0.0,0.0
TR-AGR-0268,63803c4eb1,6657429a7c,Resource Alliance,0.06,310.07,0,0.0,0.0
TR-AGR-0269,63803c4eb1,a189e2924d,Resource Alliance,0.06,417.36,0,0.0,0.0
TR-AGR-0270,63803c4eb1,927dbfac0b,Resource Alliance,0.06,485.17,0,0.0,0.0
TR-AGR-0271,20dcee6871,c6e77e6789,Resource Alliance,0.06,480.56,0,0.0,0.0
TR-AGR-0272,53856bd8ca,c4f121b6c1,Resource Alliance,0.06,407.98,0,0.0,0.0
