route_id,empire_id,empire_name,source_star_id,source_star_name,target_star_id,target_star_name,travel_time_years,stops_count,route_type
FTL-RTE-000014,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000015,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000016,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2b6f2de2,Zeta Cygni,0.02,1,Warp Flight
FTL-RTE-000017,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,368a8d7b,Webb-9180d,0.02,1,Warp Flight
FTL-RTE-000018,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,368a8d7b,Webb-9180d,0.02,1,Warp Flight
FTL-RTE-000019,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,368a8d7b,Webb-9180d,0.02,1,Warp Flight
FTL-RTE-000020,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,368a8d7b,Webb-9180d,0.02,1,Warp Flight
FTL-RTE-000021,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,368a8d7b,Webb-9180d,0.02,1,Warp Flight
FTL-RTE-000022,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,93dff340,HD 212440,0.02,1,Warp Flight
FTL-RTE-000023,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,93dff340,HD 212440,0.02,1,Warp Flight
FTL-RTE-000024,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,93dff340,HD 212440,0.02,1,Warp Flight
FTL-RTE-000025,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,44eed999,Mu Bulge,0.02,1,Warp Flight
FTL-RTE-000026,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,8b08f1f9,Chi Persei,0.02,1,Warp Flight
FTL-RTE-000027,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,8b08f1f9,Chi Persei,0.02,1,Warp Flight
FTL-RTE-000028,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,61da630c,Sigma Bulge,0.02,1,Warp Flight
FTL-RTE-000029,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d45ea293,Upsilon Persei,0.02,1,Warp Flight
FTL-RTE-000030,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,04b4a59c,Gaia-2971,0.02,1,Warp Flight
FTL-RTE-000031,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,04b4a59c,Gaia-2971,0.02,1,Warp Flight
FTL-RTE-000032,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,04b4a59c,Gaia-2971,0.02,1,Warp Flight
FTL-RTE-000033,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,04b4a59c,Gaia-2971,0.02,1,Warp Flight
FTL-RTE-000034,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,04b4a59c,Gaia-2971,0.02,1,Warp Flight
FTL-RTE-000035,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,9b029d06,GDE-378,0.02,1,Warp Flight
FTL-RTE-000036,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,9b029d06,GDE-378,0.02,1,Warp Flight
FTL-RTE-000037,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,9b029d06,GDE-378,0.02,1,Warp Flight
FTL-RTE-000038,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,9b029d06,GDE-378,0.02,1,Warp Flight
FTL-RTE-000039,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f76d9126,TESS-2949,0.02,1,Warp Flight
FTL-RTE-000040,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f76d9126,TESS-2949,0.02,1,Warp Flight
FTL-RTE-000041,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,eceb4647,Elysium,0.02,1,Warp Flight
FTL-RTE-000042,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,eceb4647,Elysium,0.02,1,Warp Flight
FTL-RTE-000043,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f664a17f,Kepler-4496,0.02,1,Warp Flight
FTL-RTE-000044,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f664a17f,Kepler-4496,0.02,1,Warp Flight
FTL-RTE-000045,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e78ba692,Zeta Galacticis,0.02,1,Warp Flight
FTL-RTE-000046,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d8fac1fb,Gaia-2093,0.02,1,Warp Flight
FTL-RTE-000047,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d8fac1fb,Gaia-2093,0.02,1,Warp Flight
FTL-RTE-000048,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000049,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000050,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000051,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,db8fee6b,Aethelgard,0.02,1,Warp Flight
FTL-RTE-000052,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000053,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000054,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000055,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000056,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000057,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4ad5d8f7,GDE-295,0.02,1,Warp Flight
FTL-RTE-000058,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0b5f3c94,Gamma Orionis,0.02,1,Warp Flight
FTL-RTE-000059,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0b5f3c94,Gamma Orionis,0.02,1,Warp Flight
FTL-RTE-000060,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0b5f3c94,Gamma Orionis,0.02,1,Warp Flight
FTL-RTE-000061,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b7c960e0,Theta Orionis,0.02,1,Warp Flight
FTL-RTE-000062,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b7c960e0,Theta Orionis,0.02,1,Warp Flight
FTL-RTE-000063,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b7c960e0,Theta Orionis,0.02,1,Warp Flight
FTL-RTE-000064,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,77180e42,TESS-3146,0.02,1,Warp Flight
FTL-RTE-000065,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e67b1191,HIP 191429,0.02,1,Warp Flight
FTL-RTE-000066,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,6c088403,Gliese 598.0,0.02,1,Warp Flight
FTL-RTE-000067,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,6c088403,Gliese 598.0,0.02,1,Warp Flight
FTL-RTE-000068,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,6c088403,Gliese 598.0,0.02,1,Warp Flight
FTL-RTE-000069,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,6c088403,Gliese 598.0,0.02,1,Warp Flight
FTL-RTE-000070,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2b7c9993,Theta Sagittarii,0.02,1,Warp Flight
FTL-RTE-000071,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2b7c9993,Theta Sagittarii,0.02,1,Warp Flight
FTL-RTE-000072,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000073,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000074,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000075,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000076,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000077,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f5a12cb1,HR 208303,0.02,1,Warp Flight
FTL-RTE-000078,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,26fb9c4d,TESS-5798,0.02,1,Warp Flight
FTL-RTE-000079,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,edc9d801,HD 190494,129.507,2,Warp Flight
FTL-RTE-000080,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,071e610d,GDE-7399,0.02,1,Warp Flight
FTL-RTE-000081,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,59307c85,Kepler-7447c,0.02,1,Warp Flight
FTL-RTE-000082,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,59307c85,Kepler-7447c,0.02,1,Warp Flight
FTL-RTE-000083,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,59307c85,Kepler-7447c,0.02,1,Warp Flight
FTL-RTE-000084,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d36832b5,Gamma Cygni,0.02,1,Warp Flight
FTL-RTE-000085,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d36832b5,Gamma Cygni,0.02,1,Warp Flight
FTL-RTE-000086,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d36832b5,Gamma Cygni,0.02,1,Warp Flight
FTL-RTE-000087,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2b7fa0d2,Tau Galacticis,0.02,1,Warp Flight
FTL-RTE-000088,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,c3277bff,PSR 62227,0.02,1,Warp Flight
FTL-RTE-000089,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e120d580,Gamma Galacticis,0.02,1,Warp Flight
FTL-RTE-000090,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0830cbed,Kepler-7797,0.02,1,Warp Flight
FTL-RTE-000091,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0830cbed,Kepler-7797,0.02,1,Warp Flight
FTL-RTE-000092,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0830cbed,Kepler-7797,0.02,1,Warp Flight
FTL-RTE-000093,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,d7f3d497,Theta Bulge,0.02,1,Warp Flight
FTL-RTE-000094,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f92fc03e,Psi Sagittarii,0.02,1,Warp Flight
FTL-RTE-000095,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f92fc03e,Psi Sagittarii,0.02,1,Warp Flight
FTL-RTE-000096,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,c8ddee9a,Chi Galacticis,0.02,1,Warp Flight
FTL-RTE-000097,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,ec18573c,Gaea,0.02,1,Warp Flight
FTL-RTE-000098,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0d0603a9,Kepler-3722,0.02,1,Warp Flight
FTL-RTE-000099,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0d0603a9,Kepler-3722,0.02,1,Warp Flight
FTL-RTE-000100,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0d0603a9,Kepler-3722,0.02,1,Warp Flight
FTL-RTE-000101,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,446ad83e,Phi Persei,0.02,1,Warp Flight
FTL-RTE-000102,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,446ad83e,Phi Persei,0.02,1,Warp Flight
FTL-RTE-000103,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,446ad83e,Phi Persei,0.02,1,Warp Flight
FTL-RTE-000104,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,446ad83e,Phi Persei,0.02,1,Warp Flight
FTL-RTE-000105,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,09687116,Ignis IV,0.02,1,Warp Flight
FTL-RTE-000106,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e6225847,Kepler-6215,0.02,1,Warp Flight
FTL-RTE-000107,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e6225847,Kepler-6215,0.02,1,Warp Flight
FTL-RTE-000108,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,5d295f95,Rho Cygni,0.02,1,Warp Flight
FTL-RTE-000109,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,5d295f95,Rho Cygni,0.02,1,Warp Flight
FTL-RTE-000110,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,85611719,HR 248540,0.02,1,Warp Flight
FTL-RTE-000111,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,311927b0,Gamma Sagittarii,0.02,1,Warp Flight
FTL-RTE-000112,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,311927b0,Gamma Sagittarii,0.02,1,Warp Flight
FTL-RTE-000113,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,311927b0,Gamma Sagittarii,0.02,1,Warp Flight
FTL-RTE-000114,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,311927b0,Gamma Sagittarii,0.02,1,Warp Flight
FTL-RTE-000115,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,f7a8414d,Gliese 327.0,0.02,1,Warp Flight
FTL-RTE-000116,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,36883286,HR 51505,0.02,1,Warp Flight
FTL-RTE-000117,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,33b9b258,HIP 288720,0.02,1,Warp Flight
FTL-RTE-000118,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,33b9b258,HIP 288720,0.02,1,Warp Flight
FTL-RTE-000119,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,33b9b258,HIP 288720,0.02,1,Warp Flight
FTL-RTE-000120,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,80977950,Xi Bulge,0.02,1,Warp Flight
FTL-RTE-000121,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,80977950,Xi Bulge,0.02,1,Warp Flight
FTL-RTE-000122,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,a7851a37,Webb-3705,0.02,1,Warp Flight
FTL-RTE-000123,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2b4e30b7,Psi Persei,0.02,1,Warp Flight
FTL-RTE-000124,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,83f02fd1,Gliese 2.0,0.02,1,Warp Flight
FTL-RTE-000125,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,099ed5da,PSR 86396,0.02,1,Warp Flight
FTL-RTE-000126,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,22c61624,Pi Sagittarii,0.02,1,Warp Flight
FTL-RTE-000127,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,ec6edc6a,Delta Cygni,0.02,1,Warp Flight
FTL-RTE-000128,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,ec18573c,Gaea,0.02,1,Warp Flight
FTL-RTE-000129,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,ec18573c,Gaea,0.02,1,Warp Flight
FTL-RTE-000130,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,8d8c08b2,TESS-8033,0.02,1,Warp Flight
FTL-RTE-000131,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,8d8c08b2,TESS-8033,0.02,1,Warp Flight
FTL-RTE-000132,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,8d8c08b2,TESS-8033,0.02,1,Warp Flight
FTL-RTE-000133,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0d51013f,Epsilon Orionis,0.02,1,Warp Flight
FTL-RTE-000134,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,0d51013f,Epsilon Orionis,0.02,1,Warp Flight
FTL-RTE-000135,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,cb2ed0d3,Gaia-7887,0.02,1,Warp Flight
FTL-RTE-000136,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,cb2ed0d3,Gaia-7887,0.02,1,Warp Flight
FTL-RTE-000137,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,cb2ed0d3,Gaia-7887,0.02,1,Warp Flight
FTL-RTE-000138,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,cb2ed0d3,Gaia-7887,0.02,1,Warp Flight
FTL-RTE-000139,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,08983574,Webb-9059,0.02,1,Warp Flight
FTL-RTE-000140,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,08983574,Webb-9059,0.02,1,Warp Flight
FTL-RTE-000141,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,08983574,Webb-9059,0.02,1,Warp Flight
FTL-RTE-000142,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,08983574,Webb-9059,0.02,1,Warp Flight
FTL-RTE-000143,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2cea10f8,HIP 201480,0.02,1,Warp Flight
FTL-RTE-000144,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2cea10f8,HIP 201480,0.02,1,Warp Flight
FTL-RTE-000145,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,ade82d29,Theta Persei,0.02,1,Warp Flight
FTL-RTE-000146,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,203928c6,Sigma Orionis,0.02,1,Warp Flight
FTL-RTE-000147,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,7dce77da,Webb-6199,0.02,1,Warp Flight
FTL-RTE-000148,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,7dce77da,Webb-6199,0.02,1,Warp Flight
FTL-RTE-000149,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,7dce77da,Webb-6199,0.02,1,Warp Flight
FTL-RTE-000150,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,478b3eaf,GDE-2341,0.02,1,Warp Flight
FTL-RTE-000151,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4b4ea6a3,TESS-2835,0.02,1,Warp Flight
FTL-RTE-000152,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4b4ea6a3,TESS-2835,0.02,1,Warp Flight
FTL-RTE-000153,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,4b4ea6a3,TESS-2835,0.02,1,Warp Flight
FTL-RTE-000154,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,fff60de8,Gliese 837.0,235.233,2,Warp Flight
FTL-RTE-000155,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,fff60de8,Gliese 837.0,235.233,2,Warp Flight
FTL-RTE-000156,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,fff60de8,Gliese 837.0,235.233,2,Warp Flight
FTL-RTE-000157,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2ec426da,Eta Galacticis,0.02,1,Warp Flight
FTL-RTE-000158,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2ec426da,Eta Galacticis,0.02,1,Warp Flight
FTL-RTE-000159,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,56170639,Chi Bulge,273.49,2,Warp Flight
FTL-RTE-000160,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,56170639,Chi Bulge,273.49,2,Warp Flight
FTL-RTE-000161,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,023024ca,PSR 156692,0.02,1,Warp Flight
FTL-RTE-000162,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,dc600992,TESS-9709,0.02,1,Warp Flight
FTL-RTE-000163,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,dc600992,TESS-9709,0.02,1,Warp Flight
FTL-RTE-000164,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,dc600992,TESS-9709,0.02,1,Warp Flight
FTL-RTE-000165,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,dc600992,TESS-9709,0.02,1,Warp Flight
FTL-RTE-000166,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e00a227d,HD 59434,0.02,1,Warp Flight
FTL-RTE-000167,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b0a48b50,Gamma Persei,0.02,1,Warp Flight
FTL-RTE-000168,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b0a48b50,Gamma Persei,0.02,1,Warp Flight
FTL-RTE-000169,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b0a48b50,Gamma Persei,0.02,1,Warp Flight
FTL-RTE-000170,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,b0a48b50,Gamma Persei,0.02,1,Warp Flight
FTL-RTE-000171,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,facf30ab,HR 27482,0.02,1,Warp Flight
FTL-RTE-000172,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,facf30ab,HR 27482,0.02,1,Warp Flight
FTL-RTE-000173,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,5371fcd4,GDE-7733,0.02,1,Warp Flight
FTL-RTE-000174,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,dbf53ab7,GDE-4866a,0.02,1,Warp Flight
FTL-RTE-000175,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e85fd53e,Sigma Galacticis,0.02,1,Warp Flight
FTL-RTE-000176,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e85fd53e,Sigma Galacticis,0.02,1,Warp Flight
FTL-RTE-000177,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e85fd53e,Sigma Galacticis,0.02,1,Warp Flight
FTL-RTE-000178,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,e85fd53e,Sigma Galacticis,0.02,1,Warp Flight
FTL-RTE-000179,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2e010e14,Gliese 663.0,0.02,1,Warp Flight
FTL-RTE-000180,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2e010e14,Gliese 663.0,0.02,1,Warp Flight
FTL-RTE-000181,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2e010e14,Gliese 663.0,0.02,1,Warp Flight
FTL-RTE-000182,f8c1278b86,The Consolidated Consolidated Systems,b84e5edc,Gaia-1954,2e010e14,Gliese 663.0,0.02,1,Warp Flight
