colony_id,colony_name,parent_civilization_id,home_star_id,target_planet_id,population,development_level,resource_output,colony_type,age
0f157d294e,Upsilon Orionis-d Prime,6c40e5c997,0f848144,11b18e095f,29749080.0,58.60834999999999,149.62711754999998,Research Colony,700.0
66787cf4ed,Gaia-1650-b Prime,02b9381952,74d538e3,18c2d8e027,27003919.0,59.06089999999999,255.61557519999997,Research Colony,700.0
e11427068f,Xi-sagittariis Colony,e47a782635,eaac8b8c,5516d9f76c,34072944.0,49.90385,117.72318215,Mining Colony,700.0
5411fb714a,Consolidated Colony,373ea01e5c,c37cbca3,f666a73d31,50740550.0,49.41944999999999,211.11989039999995,Trade Hub,700.0
d9a8fa5214,Consolidated Outpost 26,f0ada7121c,7dce77da,a7804d5c1c,23981185.0,58.01195000000001,211.10548605000005,Industrial Colony,700.0
32ebf577b8,GDE-6664-d Science Station,70a115d461,e24dc40c,5a5b316ba4,25304785.0,49.88145,182.01741105,Research Colony,700.0
32125b7c03,Tau Sagittarii-e Prime,53856bd8ca,34057b0d,35839bddc0,49161365.0,50.18455000000001,158.58317800000003,Capital Colony,700.0
26ec9550ac,Chi Persei-e Prime,23979e6a05,8b08f1f9,c4adaa122e,47187386.0,54.19764999999999,262.58761424999994,Capital Colony,700.0
3bce7d520a,Orionan Outpost 74,0ed21e60e5,d339bd61,9a7bd6006f,48907341.0,59.0784,197.38093439999997,Capital Colony,700.0
0a63478a44,Vesperari Outpost 23,4c224c8349,870bffb3,a2c8f90537,37500169.0,49.51849999999999,225.45773049999997,Research Colony,700.0
9d4a39ea14,Kepler-6215-d Sector,5f5ebcf2f5,e6225847,4869ea71ea,27939626.0,54.92565,187.2964665,Research Colony,700.0
f47004a4f9,PSR 104430-d Science Station,ee9099d9b7,a76c941f,648ff60f05,30899932.0,59.0035,230.23165700000004,Research Colony,700.0
8e36b22f94,Fort Galactican,75a58165a0,e85fd53e,4339aa8831,28858661.0,44.97340000000001,127.94932300000002,Military Outpost,700.0
4ab4dbe024,Allied Outpost 69,5d94c085f5,a1da22ce,a488e799ef,46359633.0,55.04325000000001,244.94246250000003,Research Colony,700.0
7d159c476f,Gaia-2648c-d Science Station,1a2a63b5eb,507fe63e,a79c15a293,24173763.0,50.71900000000001,219.20751800000002,Research Colony,600.0
f53b81d071,Zeta Orionis-b Science Station,7036dbff3e,0e934d76,ad4a9a289c,30743056.0,42.621700000000004,138.00906460000002,Research Colony,600.0
80763f018e,Webb-1799-d Sector,19190c022d,f2c5ccdb,346de9be2b,32858077.0,46.372600000000006,144.682512,Research Colony,600.0
e8980c3242,HIP 191429-b Prime,36b91772ac,e67b1191,81d7893a73,33244047.0,52.0564,182.24945639999999,Research Colony,600.0
b0857088a1,Aurelis Colony,92810d80b3,bab9d62d,6ae0d82837,25133365.0,44.274699999999996,146.01796059999998,Mining Colony,600.0
4d53cdd05e,Allied Outpost 10,13b6f1c19c,a76c941f,c5f69e39e5,29004770.0,50.92450000000001,127.46402350000004,Industrial Colony,600.0
36bdebbba8,Gaea I-d Science Station,c6642b2284,6be74bea,b4dc5b06be,39356120.0,52.51270000000001,169.6685337,Research Colony,600.0
a01f4453a3,Unified Outpost 76,303a3df484,74d538e3,4c2f9f27a5,23283650.0,49.2775,155.42123500000002,Research Colony,600.0
d7c8e6089c,PSR 272701-f Prime,111ab1a74e,85d91d79,d2fb16666a,24018701.0,48.34540000000001,147.98526940000002,Research Colony,600.0
59fac47fcd,HR 220748-c Prime,185a68bac9,e8a1b267,4b480bde8a,23075914.0,42.06325,117.06202474999999,Research Colony,500.0
6c580d128f,Kaelumian Outpost 78,ee951bbfab,b7b3fe33,2f5833d360,34351937.0,42.204,163.32948000000002,Capital Colony,500.0
20365ed1d0,Xi Bulge-b Science Station,2b100070c5,80977950,1382abc6b1,30921388.0,45.00525,151.21764000000002,Research Colony,500.0
a2b956f987,Allied Colony,38a2dd884c,22c61624,e90b591c47,33508753.0,38.30400000000001,162.67708800000003,Trade Hub,500.0
b00811e499,Aurelian Outpost 67,15955262e1,fc6e3f38,9a3700dde4,51944355.0,39.037749999999996,130.03474525,Capital Colony,500.0
442b36a5e2,Vesperan Outpost 13,ee9099d9b7,a76c941f,1f305ef1ab,38097163.0,45.0025,101.88566,Capital Colony,500.0
2635a15213,TESS-973-c Prime,ca40b2e629,dacd2e39,fd8b695193,38672840.0,40.2595,159.1458035,Research Colony,500.0
1f3f598a13,Scientific Outpost 93,be3191b575,2ec426da,0bb38a1135,31842720.0,43.848,187.58174400000001,Research Colony,500.0
2e85456ae8,TESS-7571-g Prime,65154f1c30,94bfa287,785314888d,27968313.0,45.03425,111.2345975,Research Colony,500.0
f357353de0,Nu Orionis-e Sector,66d46fcd47,9910f472,2d889cca4b,45955829.0,37.594500000000004,166.694013,Capital Colony,500.0
a8d9bd194d,HR 51505-b Sector,2640424e04,36883286,acce9bc93c,34651856.0,38.0228,239.58166279999998,Capital Colony,400.0
460a31b4cd,Thranari Colony,12f8de3472,03d2cd68,c6451e9cfa,25947933.0,31.254199999999997,111.26495200000001,Mining Colony,400.0
3ffce880bb,TESS-2121-e Sector,822326926a,a866c35c,d6ef7fc137,32660979.0,38.0138,144.03428820000002,Capital Colony,400.0
592510b55e,Consolidated Colony,81714ff4c3,819b78b5,4e7152f557,18296591.0,34.308400000000006,151.16281040000004,Research Colony,400.0
49e27c90a3,Aurelari Outpost 16,a568c633c8,28fc036a,e5d9e13c24,37148762.0,32.087999999999994,102.48907199999998,Research Colony,400.0
1705577aae,HD 59434-b Science Station,8853384409,e00a227d,9b4862344a,30598481.0,37.61,164.01720999999998,Research Colony,400.0
553e265e5c,Mu Persei-b Science Station,176da50470,16ff6919,3aa12ac411,20434448.0,38.0662,150.551821,Research Colony,400.0
d330ff28ff,Chi Orionis-c Sector,20af608f42,43535b4e,b6511fe5e3,26678442.0,35.010400000000004,142.14222400000003,Research Colony,400.0
48a1535dfe,Allied Colony,3557fb1c6f,18834c8d,7ec5c81094,23098616.0,37.17400000000001,130.40639200000004,Military Outpost,400.0
e1600a8856,HIP 114085-e Science Station,d0016e25b4,485b2de6,9a8b9236c2,25684541.0,35.0278,114.15560020000001,Research Colony,400.0
c3d6a563e4,Webb-7499-g Prime,2705d84a32,bab9d62d,2da4638d0f,28812464.0,35.650999999999996,109.34161700000001,Research Colony,400.0
33fef1a183,GDE-7399-c Prime,642e75a08d,071e610d,1ba8a8b5b5,25586237.0,38.015,118.796875,Research Colony,400.0
677cddc973,Tau Galacticis-c Science Station,6ebb371c3c,2b7fa0d2,076a611094,36311545.0,38.038199999999996,114.30479099999998,Research Colony,400.0
225bbfe98d,Gliese 837.0-b Science Station,71d820677a,fff60de8,ee5d9813ab,26863604.0,30.789999999999992,103.88545999999998,Research Colony,400.0
504b4c9e04,Kepler-2936-d Exchange,622de7102b,6b4348da,547686a899,27111827.0,32.285399999999996,126.13905779999997,Trade Hub,400.0
74190deaba,Unified Outpost 34,c3662e3808,bae7ca59,64c0357c9b,51622422.0,34.0626,174.1620738,Capital Colony,400.0
0dc1f418ee,Eta Galacticis-g Prime,63f01adf18,2ec426da,0b4df7bc5e,19366678.0,26.783350000000006,80.16256655000001,Industrial Colony,300.0
113098ed0c,Aurelis Colony,c3b1779520,5e1e7929,5f52c17fcc,17631331.0,26.241400000000006,93.55059100000003,Research Colony,300.0
d517fb036e,Beta Bulge-c Sector,5a236efd3f,0c60f83d,e1f08f20f4,25673526.0,31.013650000000005,135.65370510000002,Research Colony,300.0
6c601f7ca5,Kepler-2936-c Prime,622de7102b,6b4348da,ca79cfb629,32443201.0,26.714049999999997,97.3994263,Industrial Colony,300.0
40ec22a296,Delta Cygni-d Science Station,1c90d82c80,7ae00114,e1cc31e34e,31877486.0,28.10305,73.65809405,Research Colony,300.0
15846c498a,Scientific Colony,37270686ec,4c8ab099,ec9d7e427b,31558209.0,24.0809,118.0686527,Research Colony,200.0
90071e08d1,Sigma Bulge-f Science Station,243eff68e3,61da630c,d71364a85e,34604006.0,24.002499999999998,86.02496000000001,Research Colony,200.0
b3629d4d08,Zelian Outpost 92,691ec52085,18834c8d,92e06fd543,45781079.0,24.004400000000004,100.12235240000003,Capital Colony,200.0
b612c7148c,Unified Outpost 95,5087e1422a,d626bdf3,a2ad1e84aa,21714794.0,22.6015,65.1149215,Research Colony,200.0
598ac52775,HIP 244648-c Science Station,4c2540c708,cbe22a8b,2bad76ddc9,31730970.0,24.0295,82.08477199999999,Research Colony,200.0
76200111e4,Webb-1026-c Sector,63d8758b53,7c2a7994,4000bdf7d0,39726119.0,20.447499999999998,91.80927499999999,Research Colony,200.0
068970b9eb,PSR 62227-f Sector,1b37c066da,c3277bff,f5d4ba6be6,25359661.0,22.0419,91.1212146,Research Colony,200.0
d545591493,Theta Orionis-c Sector,075b3fb3b1,b7c960e0,ca5bcaba91,31365285.0,24.007199999999997,107.43222,Research Colony,200.0
081dbc1562,Unified Outpost 67,da38a63176,bf8912d1,94464654da,24746049.0,23.6601,83.40185249999999,Research Colony,200.0
c92c9fe907,Delta Cygni-g Prime,1c90d82c80,7ae00114,dbbdcef480,30416629.0,22.0687,50.6918039,Research Colony,200.0
fe14cc6e5c,Webb-1026-e Prime,63d8758b53,7c2a7994,fc3d029df5,34736927.0,15.223749999999999,56.38877,Research Colony,100.0
3a40c3aec5,TESS-3146-d Prime,6dfc531f16,77180e42,55e5513144,33043314.0,17.0014,75.1121852,Research Colony,100.0
83fe2f8fa2,Thranis Outpost 67,f7bd18e491,3ce6b4ed,36546061d8,35680877.0,16.24355,51.02099054999999,Research Colony,100.0
dcae0ec6cc,HIP 233393-b Science Station,5d94c085f5,a1da22ce,74454d176b,18480474.0,16.43475,69.46968825,Research Colony,100.0
a7edc5685e,Nu Orionis-b Prime,66d46fcd47,9910f472,1ce5c87d2e,27009316.0,15.5189,64.2016893,Research Colony,100.0
d87fe36223,PSR 62227-c Prime,1b37c066da,c3277bff,3e66be2940,26498593.0,16.02095,56.92243534999999,Research Colony,100.0
41431d7b5b,Consolidated Outpost 25,70a115d461,e24dc40c,5c70149dd2,21975065.0,15.69735,51.832649700000005,Research Colony,100.0
39619a21d7,Unified Colony,5d6505f12a,aae5f615,5413cd22df,26243455.0,16.57035,59.96809665000001,Research Colony,100.0
112b9b3e1d,Scientific Colony,096fc37df4,6672463b,3fd642f577,26452088.0,15.9999,55.82365109999999,Research Colony,100.0
31834da900,Kaelumian Outpost 50,ee951bbfab,b7b3fe33,255e1c25ce,38792647.0,10.0,16.07,Research Colony,0.0
14bd1825e2,Gaia-776-c Prime,996190e522,3ce6b4ed,f66e494ab4,20794731.0,10.0,21.65,Research Colony,0.0
651af5f6ae,TESS-3963d-c Exchange,1bc76d1c73,5b4b85d0,d77905dc90,45548711.0,10.0,18.47,Trade Hub,0.0
22f2e15006,GDE-5391-c Sector,f1337406a3,41bf3fe6,095c992321,39830322.0,10.0,22.699999999999996,Research Colony,0.0
af78a12bfd,Consolidated Colony,70a115d461,e24dc40c,5e04709ff2,22969886.0,10.0,19.32,Research Colony,0.0
95f0cbc398,Valari Colony,35390a1939,f664a17f,606ab1c6ae,49801436.0,10.0,21.58,Capital Colony,0.0
98c2115bef,HIP 114085-b Prime,724362e429,485b2de6,32af5185d5,28382390.0,10.0,19.34,Industrial Colony,0.0
