star_id,star_name,star_type,star_mass,star_temperature,star_luminosity,x,y,z,region,age_billion_years,metallicity,radiation_level,planet_count,habitable_zone_inner_au,habitable_zone_outer_au
6473ca1f,Gliese 912.0,M,0.0985198112065623,2465.069606941976,0.000139736525935,9221.62384290551,10948.266978499778,1909.788977465488,Core,7.7353,-0.9929,1.3563,1,0.0089,0.0209
f5086a77,PSR 282660,M,0.1791030565248919,2748.1999283307014,0.0005992131384858,-3442.086995986652,-14025.802857411489,-285.07293964151773,Sagittarius Arm,9.528,-1.0976,6.5324,2,0.0184,0.0433
1da6419e,Gliese 195.0,M,0.1729654346871776,2726.6353110630566,0.0005363204849891,-16195.313386542472,-8570.555881744447,-335.31010453832243,Perseus Arm,1.305,0.0362,6.1382,4,0.0174,0.041
e24dc40c,GDE-6664,G,0.8358004444298334,5319.334814766111,0.6878779240158798,-8507.539421133593,5257.244636023432,-493.3930228697725,Sagittarius Arm,9.2605,-1.1245,32.0831,10,0.622,1.468
5d0296c5,GDE-1542,M,0.083594734918624,2412.6301497140844,0.0001067099631988,8050.707993302976,3686.310630761079,-1290.4699067755107,Core,8.253,-1.2999,0.3976,5,0.0077,0.0183
2f81b056,Gaia-6318b,M,0.10198162648837,2477.2327417158945,0.0001487551462743,21234.53549408329,-17890.41125317482,945.6939247751694,Perseus Arm,1.9238,0.1586,1.5786,3,0.0091,0.0216
65140e7f,Kappa Cygni,K,0.7553061575202183,5008.454960800936,0.4638833886988824,12899.692744236148,10953.60023699998,-177.493642056644,Cygnus Arm,9.2531,-1.2355,30.5848,8,0.5108,1.2055
c2048382,Phi Sagittarii,M,0.2006080475765516,2823.758004998695,0.000883717702463,22186.089329937637,2495.750586737338,198.6223046207264,Sagittarius Arm,8.6008,-1.0195,7.9137,6,0.0223,0.0526
db74cbd4,Webb-6726b,F,1.1530946660895294,6471.22777537304,2.18954857454584,-11809.779415606912,6947.958551594018,30.55780468369392,Perseus Arm,3.7392,-0.2813,36.5858,8,1.1098,2.6191
f37f6bfb,Selene,M,0.1583039346483093,2675.121932548114,0.0004115167175213,-15375.522958198912,18559.97261696197,248.34961161826087,Cygnus Arm,7.4721,-1.1468,5.1964,2,0.0152,0.0359
90b67f0c,Gliese 147.0,M,0.0849063465574547,2417.238514931598,0.0001092687872951,-20750.371578341477,-12305.139250125128,-180.82263884282852,Orion Arm,2.4651,0.1346,0.4818,1,0.0078,0.0185
d2721cee,Gaia-2908,M,0.1972364192329088,2811.911743250761,0.0008314940025143,-23840.531186654756,-27977.611471520708,-962.2440805244248,Cygnus Arm,3.7352,-0.2567,7.6972,6,0.0216,0.051
81ec4b80,Webb-4358,M,0.2263348873635152,2914.1496042501885,0.0014066019206541,1429.4811804456622,2818.521985697866,-6598.832155501662,Core,1.0062,0.1041,9.5663,6,0.0281,0.0664
16ea4658,Zeta Bulge,M,0.3741252916114587,3433.4131867429637,0.0203124670097063,-9418.832866256796,-4142.994863214481,-613.3649390556737,Core,7.129,-1.0238,19.0594,1,0.1069,0.2523
0b5f3c94,Gamma Orionis,M,0.3296391517539452,3277.1105331895374,0.0090931845405352,-21428.61292777656,-11839.13080302855,712.9682907395576,Orion Arm,6.818,-0.9756,16.2019,7,0.0715,0.1688
db8fee6b,Aethelgard,K,0.5331277197809923,4056.2616562042526,0.1290992849963702,3023.628467305208,7336.978344995216,1539.2562602918788,Core,4.5146,-0.231,25.7442,3,0.2695,0.636
74ba6a6c,TESS-5137,M,0.0958089049917691,2455.544801322432,0.00013305759179,-20604.051392051475,3078.20445313132,174.58627015592836,Orion Arm,5.846,-0.6266,1.1821,4,0.0087,0.0204
2b6f2de2,Zeta Cygni,M,0.3425697349943051,3322.542312142153,0.0114860792090396,14818.578150651296,6958.516631812563,168.08002313802052,Cygnus Arm,4.0214,-0.2775,17.0324,2,0.0804,0.1897
ec3d7b27,Gliese 630.0,M,0.3204796758051474,3244.928590666734,0.0077063552266625,-968.5131445166854,4908.603690349519,-572.0435839246607,Disk Background,9.5472,-1.4023,15.6135,1,0.0658,0.1554
9e91243e,HIP 221977,M,0.0989226078444875,2466.484838372524,0.0001407571161703,-27938.884560423117,24043.68606069541,680.3292979193255,Sagittarius Arm,8.6122,-1.1688,1.3821,6,0.0089,0.021
25ca2697,Phi Galacticis,M,0.1780435625240176,2744.477381841143,0.0005878524558833,-6831.405443349447,-2442.8561473559434,318.97680317089623,Disk Background,2.7387,0.0243,6.4643,7,0.0182,0.0429
80efa36c,Sigma Persei,M,0.1886567778211192,2781.767057209338,0.0007121010590352,28755.74481001097,14777.10025618186,444.9581662825843,Perseus Arm,9.0656,-1.2445,7.1461,3,0.02,0.0472
368a8d7b,Webb-9180d,G,0.932286358033426,5640.954526778087,0.994244187342403,20429.632943083885,-5424.133222497359,442.4966930405549,Sagittarius Arm,4.9572,-0.3441,33.497,8,0.7478,1.7649
671fed61,Kepler-8489,K,0.7517462524288886,4993.198224695237,0.4544733642574207,23244.139133035664,30234.64626308858,-331.8601884898561,Perseus Arm,8.6908,-1.2642,30.5072,8,0.5056,1.1932
93dff340,HD 212440,G,0.9767989498844412,5789.329832948138,1.1784160499195138,9222.109851610345,-8514.180156928282,95.75346939636532,Cygnus Arm,5.1906,-0.4213,34.1493,4,0.8142,1.9214
40a345dc,TESS-8035,M,0.1898681674856955,2786.0232911659573,0.0007278576050373,9898.42813537555,16689.68731928895,-62.48789317913303,Cygnus Arm,4.8494,-0.351,7.2239,6,0.0202,0.0478
d7d8cf00,HD 224764,M,0.180866946769561,2754.397380541701,0.0006186159932447,-21593.964610271625,-1032.7581724181605,311.103572021701,Orion Arm,9.3498,-1.3605,6.6457,4,0.0187,0.044
cb10b9d5,Webb-639,M,0.137990493432235,2603.750382329474,0.0002851047025059,5750.0401061402345,6655.923475927433,955.943906470136,Disk Background,1.1991,0.398,3.8916,3,0.0127,0.0299
4957ccf6,Uranus,M,0.3386901177138929,3308.9112244001644,0.010708572858617,1753.7845427946097,28576.94588489803,59.50920302698735,Sagittarius Arm,10.714,-1.6684,16.7832,1,0.0776,0.1832
406368a5,Rhea,M,0.3642778687293667,3398.8141333734507,0.0170019185130445,8894.59613271821,-21561.130201383417,457.0109796091023,Perseus Arm,9.2913,-1.3273,18.4268,7,0.0978,0.2308
f3ea4fd4,Cronus,M,0.1265638428241546,2563.6026910037863,0.0002319256158768,-2394.747666546472,11035.330708934398,96.11738209761548,Perseus Arm,12.2408,-1.9122,3.1576,1,0.0114,0.027
5aa2bc65,GDE-8486,M,0.1764586380812393,2738.908728393544,0.0005712585588577,-2029.971261088359,6875.538475696737,335.1099486386693,Sagittarius Arm,3.5089,-0.3076,6.3625,7,0.0179,0.0423
44eed999,Mu Bulge,K,0.590887400840816,4303.80314646064,0.1800251368700463,2340.9347260600643,3020.36564393652,1907.1886084719265,Core,10.8961,-1.4734,27.0026,4,0.3182,0.751
c138b771,Kappa Bulge,M,0.1121989505793642,2513.13144798155,0.0001789118295427,-439.3101866886274,604.7229053845508,-3780.4942955177407,Core,12.786,-2.0,2.2349,4,0.01,0.0237
8b08f1f9,Chi Persei,G,1.0257449268206276,5952.483089402092,1.420545534588629,-8489.267551233466,10770.167533014765,258.77188790613553,Perseus Arm,6.2372,-0.7481,34.8665,7,0.8939,2.1096
a868061e,HR 263317,M,0.1899345633580233,2786.2565739606225,0.0007287312248425,33010.97400679045,7414.680771425727,-803.8305135590293,Perseus Arm,7.6995,-1.0116,7.2281,3,0.0202,0.0478
6eed1243,GDE-592a,M,0.1065179085615714,2493.171030081197,0.000161459843258,18807.83920922734,-16860.832969972864,-41.5168017463866,Perseus Arm,3.2645,0.0169,1.87,3,0.0095,0.0225
4ef3ab32,Gaia-7260,K,0.6490365918122037,4553.013964909444,0.2516032841113089,-10760.84258192625,-8053.471894009963,-2285.064618700796,Core,10.7069,-1.7187,28.2695,8,0.3762,0.8878
61da630c,Sigma Bulge,A,1.5036158979983052,7870.056778565376,6.345026490038736,-635.7023627653105,3089.805859265345,-241.6556754576694,Core,1.5818,0.0938,40.8653,5,1.8892,4.4585
b633c223,HD 103783,M,0.1823154609766716,2759.4867547829003,0.0006350186205182,1643.101104730536,1729.753502448806,-1924.460727132929,Core,11.7827,-1.7311,6.7387,4,0.0189,0.0446
e9cf5c2b,GDE-4109,M,0.310099983449992,3208.4594013107826,0.0063886337947204,21909.88210950798,-28170.324290986697,853.2796520360835,Disk Background,7.9682,-0.9473,14.9468,1,0.0599,0.1415
3b241cd5,GDE-1776d,M,0.1223138635331197,2548.670331332583,0.000214784321947,29626.887355236024,-1234.959938943026,380.3848209796769,Perseus Arm,1.0607,0.2713,2.8846,6,0.011,0.0259
d45ea293,Upsilon Persei,M,0.3117800319680961,3214.3622744825,0.0065855184824329,14730.416983128063,-19221.20042075181,503.756844918461,Perseus Arm,7.5848,-0.8012,15.0547,1,0.0609,0.1436
04b4a59c,Gaia-2971,G,0.8486228711139547,5362.076237046515,0.7223904972096746,-32525.44332979823,19782.534144444544,-432.47532581541327,Sagittarius Arm,3.4074,0.0435,32.271,7,0.6375,1.5044
f3d3a853,HR 71844,M,0.3747746993103744,3435.694889468883,0.0205521872736385,6167.705632428817,6639.9646025985485,-2696.3521449693844,Core,3.847,-0.066,19.1011,7,0.1075,0.2537
72d08d61,Pi Galacticis,K,0.5061773214948997,3940.759949263856,0.1105460232234342,3138.536972975905,-6339.785996854197,84.3867836910857,Disk Background,9.4885,-1.4478,25.157,3,0.2494,0.5885
ce948281,HR 287667,M,0.3245998218167716,3259.404779356225,0.00830188033383,-4736.04970037056,29117.664178272677,99.47407339824728,Sagittarius Arm,7.5105,-0.6033,15.8782,6,0.0683,0.1613
9b029d06,GDE-378,M,0.3631697096115372,3394.920601337833,0.0166649150551405,2430.7328586246103,5782.2631961332345,-2856.536420218048,Core,3.9279,-0.2333,18.3556,6,0.0968,0.2285
164ae00a,Eta Persei,M,0.2789489910923415,3099.0099687028214,0.0036390784337137,-13914.05906989706,-9451.47715561215,-276.1608367886722,Perseus Arm,12.7467,-1.8147,12.9459,3,0.0452,0.1068
0d51013f,Epsilon Orionis,G,0.8938111632612661,5512.703877537553,0.8584163483069529,-20466.06037581729,-1410.3062280087358,333.1562504546059,Orion Arm,8.3585,-1.1119,32.9332,9,0.6949,1.6399
8ecaeab8,HR 274852,M,0.3798880622974505,3453.6607594234747,0.0225412741934021,14287.19918881695,-32028.46395104921,-345.1975511874924,Disk Background,8.7412,-1.0535,19.4295,4,0.1126,0.2657
cbb9628c,Kepler-5779,M,0.2368604350117708,2951.1312581494653,0.0017012049741871,11972.38683095874,13373.92237692779,66.54686756839202,Cygnus Arm,9.6694,-1.3004,10.2424,3,0.0309,0.073
acc9a13b,HIP 43276,M,0.1775961993618421,2742.9055653253918,0.0005831204077558,-14811.455772541252,21048.626038754646,540.9710298704246,Cygnus Arm,7.8641,-1.0141,6.4356,6,0.0181,0.0427
c41d7cc7,Nu Bulge,M,0.3224720308494767,3251.928757038702,0.007988797606757,4898.418524218048,2985.7960728008024,2029.7940498475416,Core,11.9784,-1.7749,15.7415,3,0.067,0.1582
114cacd4,HR 194384,M,0.2997250502470313,3172.0069333003803,0.0052966869563765,29059.703005599426,26904.663471647356,-835.38982470085,Disk Background,9.9726,-1.437,14.2804,6,0.0546,0.1288
fa5ddb9a,Solaria,M,0.3829395515616233,3464.382208189488,0.0238188628527761,3722.260557590365,-5170.769233496746,-7305.191069318471,Core,12.5999,-1.8718,19.6255,3,0.1158,0.2732
30b8f337,Kepler-5387a,K,0.7201026832538449,4857.582928230763,0.3787860474527297,-25782.84420772147,10648.997647617958,580.5985962145238,Disk Background,11.823,-1.8063,29.8178,9,0.4616,1.0894
5679a237,PSR 37798,M,0.3234309481036608,3255.2979257696197,0.0081284036982142,12191.495123130331,14823.367676910231,-151.47776899215864,Cygnus Arm,4.2217,-0.3832,15.8031,3,0.0676,0.1596
0f3b2aa7,Mu Cygni,M,0.1059793431460009,2491.2787732156794,0.000159896456891,-24849.651229222996,-26046.435345108373,-672.7424181261111,Cygnus Arm,3.0339,0.0231,1.8354,2,0.0095,0.0224
5e8cf4c1,Alpha Cygni,M,0.1608922375852547,2684.215969894138,0.0004312169238893,-21515.37671753441,-32548.88306968051,-434.2205146260744,Cygnus Arm,12.1602,-1.8246,5.3627,6,0.0156,0.0368
b2426014,GDE-6532,M,0.0882137251923605,2428.859034459645,0.0001159969156495,1741.6435209898154,-5984.975879912041,-3349.573319845977,Core,2.1661,0.0922,0.6943,2,0.0081,0.0191
07d00cb9,Webb-4955,M,0.1128128245691087,2515.2883025401115,0.0001809071068497,2365.18066662712,7421.948859527668,4345.497689678778,Core,4.8706,-0.6081,2.2743,1,0.0101,0.0238
6071d019,GDE-9633,M,0.0955968636031494,2454.7997910380927,0.0001325488432591,2061.1800062913526,1300.4752671995327,1214.7422968773883,Core,2.6395,0.0599,1.1685,2,0.0086,0.0204
c2e8b8f3,Gaia-6341,M,0.113879477773635,2519.0360029884478,0.0001844271228254,-939.5235519166928,604.2424969868648,-3862.557078177896,Core,10.7123,-1.2932,2.3429,3,0.0102,0.024
f76d9126,TESS-2949,F,1.2427014881082163,6844.589533784235,2.9546306783594893,11512.842407444236,-14366.117328249356,-273.3400422936327,Sagittarius Arm,2.5372,-0.0979,37.7826,3,1.2892,3.0425
eceb4647,Elysium,G,0.854125385671022,5380.41795223674,0.7377269554593348,23297.44456404804,28426.54393756007,1261.899895308516,Perseus Arm,7.0232,-0.8213,32.3517,7,0.6442,1.5203
f664a17f,Kepler-4496,F,1.2730110594338375,6970.8794143076575,3.269836713149484,-1477.313705786083,-224.6892676451944,4992.9512943739055,Core,4.8998,-0.2992,38.1874,6,1.3562,3.2006
e78ba692,Zeta Galacticis,M,0.3412275517591773,3317.8265332079204,0.0112109078634763,-39797.71945167441,12860.811547406782,-82.32712786210676,Disk Background,11.6394,-1.6406,16.9462,7,0.0794,0.1874
250f91a5,Kepler-8189,M,0.1250706531120965,2558.356348772231,0.0002257526565638,-11890.886705085908,-24158.3773279269,413.0235857207532,Orion Arm,5.507,-0.5343,3.0617,6,0.0113,0.0266
1f6c64eb,HR 133030,M,0.1137977000765898,2518.748675944775,0.0001841548443265,-9256.251321073689,-29025.26541611313,-1143.3115035907329,Disk Background,4.9378,-0.578,2.3376,2,0.0102,0.024
59b14a3c,TESS-4001,M,0.3859915909301958,3475.105589754742,0.025169112501548,20874.211720505195,10992.811213550947,-181.611919367948,Disk Background,7.5117,-0.8416,19.8216,6,0.119,0.2808
d8fac1fb,Gaia-2093,M,0.4006241727703116,3526.5173637875814,0.0327852052517278,-2838.6044836360315,-1755.1826400620048,1499.0553309088016,Core,4.003,-0.5117,20.7615,2,0.1358,0.3205
3fab5cd5,HR 153927,M,0.3565258359897408,3371.577261585576,0.0147799857436975,29930.737247552883,1700.5332543517147,537.1338064549332,Perseus Arm,10.8712,-1.7246,17.9289,1,0.0912,0.2152
d816e4a0,Gaia-7452,M,0.3098678832708856,3207.643914195004,0.006361900794634,-12038.112653654469,-5372.493622354674,-576.811995141338,Sagittarius Arm,10.9344,-1.653,14.9319,4,0.0598,0.1412
909275b3,Aethelgard,K,0.6782115148112932,4678.049349191257,0.2976176750875189,14064.345191371653,23608.937319364493,-450.8907933504103,Sagittarius Arm,4.9424,-0.56,28.9051,7,0.4092,0.9656
4ad5d8f7,GDE-295,G,0.9937172083559356,5845.724027853118,1.2570441519120483,2439.768134910589,-2103.3243340687964,2568.1776704911194,Core,3.555,-0.1512,34.3972,9,0.8409,1.9845
3283abe6,HIP 91257,M,0.3237296290539204,3256.347345324585,0.0081723841343895,2253.4427057197454,-29658.909065207343,284.7071334505177,Orion Arm,7.4876,-0.7354,15.8223,5,0.0678,0.16
c3421be7,HD 233861,K,0.470558036190223,3788.10586938667,0.0900510281927223,-1830.2090062827076,-5302.552830344519,1913.690214500486,Core,11.7258,-1.6307,24.381,4,0.2251,0.5312
d69b07b4,Kepler-2873,M,0.1451170017892133,2628.7894657458846,0.0003242801111335,-1778.7107956986388,-492.0048482715228,653.4956385366454,Core,4.8755,-0.5369,4.3494,4,0.0135,0.0319
28d28df2,TESS-8790,M,0.1452294699029355,2629.184623983287,0.0003249396881058,13692.085143705255,-4182.150751045621,187.1390902405725,Cygnus Arm,9.9285,-1.2815,4.3566,2,0.0135,0.0319
0ced0011,Gaia-3553,M,0.0883885847454001,2429.4734058622166,0.0001163639413187,-6948.020821921963,-3859.13590478396,299.9296499178226,Cygnus Arm,1.3042,0.1334,0.7055,2,0.0081,0.0191
b3175283,Kepler-4288,M,0.1897736139956808,2785.6910762010407,0.0007266153019611,8667.129558788904,17448.77859524602,-434.1463659381832,Cygnus Arm,11.9826,-1.5551,7.2178,7,0.0202,0.0477
dbb1c841,Omega Bulge,M,0.0979506397500013,2463.0698153378426,0.0001383069852606,1547.1820942631327,2686.864436785606,-2750.654075155686,Core,4.0029,-0.005,1.3197,5,0.0088,0.0208
2b176def,Gamma Orionis,K,0.7100761209510036,4814.611946932872,0.3575409688484138,-15831.17866855942,8634.961665082044,-149.83832400339352,Orion Arm,5.5194,-0.5007,29.5994,7,0.4485,1.0584
2e29c6f2,Gliese 364.0,M,0.3305459963412046,3280.2967439015297,0.0092433900376055,-15273.08210547879,3103.557830162445,66.0104613087786,Perseus Arm,9.8548,-1.0768,16.2601,7,0.0721,0.1702
4b0f0d92,Gliese 139.0,M,0.3502879993234547,3349.660538163489,0.0132047678006999,5757.54321844717,2926.0496215031685,-3957.741583796302,Core,1.5726,0.3524,17.5282,2,0.0862,0.2034
8121bb10,PSR 237443,M,0.2039281082134363,2835.4230829120734,0.0009383468027275,-19088.33731196176,5743.751760315473,470.3480719113411,Orion Arm,5.2717,-0.5494,8.127,2,0.023,0.0542
b2f8c1eb,Gliese 746.0,M,0.169140368920264,2713.195890800928,0.0005005093510089,4974.356262678266,-14146.538438639756,158.46276920960457,Disk Background,10.1604,-1.1731,5.8925,5,0.0168,0.0396
85b3973d,Gliese 414.0,M,0.2487239278578491,2992.813800581632,0.0021078507311832,-19667.290643027107,3793.0691574051584,880.8444653960962,Orion Arm,6.6817,-0.8228,11.0044,7,0.0344,0.0813
b7c960e0,Theta Orionis,G,0.923801588928226,5612.671963094086,0.9625528984453128,-21266.220276867825,-8126.132381655476,334.1702443590404,Orion Arm,2.3845,-0.1457,33.3727,9,0.7358,1.7365
f8059c64,Zeta Sagittarii,K,0.6587980855993368,4594.848938282872,0.2661471063012523,-43688.82284236014,-5415.665174732435,-400.4903966588542,Sagittarius Arm,8.7158,-1.1954,28.4822,4,0.3869,0.9131
bd331a31,TESS-2991,M,0.217403219995262,2882.768070253623,0.0011969931206951,-29947.883152867773,-17416.613938325405,155.29562943635133,Cygnus Arm,12.2012,-1.9162,8.9926,1,0.0259,0.0612
4c43d31b,Mu Bulge,M,0.1214073691665889,2545.485351125853,0.0002112954041312,-6023.274200114605,-1799.9449690057208,-1890.937437758944,Core,7.4725,-0.7911,2.8264,7,0.0109,0.0257
b47ab25f,HD 122701,M,0.1742719264665546,2731.225687585192,0.0005491302481971,-5621.908853550966,10354.069879964263,-540.8737436494202,Perseus Arm,12.331,-1.6397,6.2221,4,0.0176,0.0415
77180e42,TESS-3146,A,1.5298256677882949,7963.66309924391,6.739142562882691,4408.643120653426,8778.41851466585,298.6141091266924,Perseus Arm,1.213,0.2838,41.1137,3,1.947,4.5949
5435315e,Epsilon Persei,M,0.1037682560443574,2483.5100888044994,0.0001536350240668,-5767.584925214046,11544.714970531371,408.169577969172,Perseus Arm,7.8804,-0.9161,1.6934,1,0.0093,0.0219
e67b1191,HIP 191429,M,0.4470234418884889,3689.5418228514473,0.0758115452783946,-3245.5947850588677,-15907.189457058514,335.3704729751017,Sagittarius Arm,6.499,-0.6468,23.7419,3,0.2065,0.4873
d36832b5,Gamma Cygni,K,0.5360222655944632,4068.6668525476994,0.1312685560869502,17413.59459586959,4626.194818081328,-588.1516284616343,Cygnus Arm,10.3838,-1.4862,25.8072,4,0.2717,0.6413
6c088403,Gliese 598.0,K,0.5387269321094642,4080.258280469133,0.1333284554007395,148.6824894581059,-459.98042478541566,1001.579899705604,Core,4.8602,-0.5671,25.8662,8,0.2739,0.6463
214ff5b3,Gliese 442.0,M,0.0855654168518334,2419.554167317253,0.0001105776391231,2647.3834592519256,8688.464095182935,1889.2496351960228,Core,1.2187,0.1607,0.5242,3,0.0079,0.0186
e58f6e9b,GDE-2358,M,0.2714716059441638,3072.738074938954,0.0031792335867951,6776.34801396897,28200.623243748923,-175.70711785686626,Sagittarius Arm,8.419,-0.9345,12.4656,5,0.0423,0.0998
